Gene_Symbol,mRNA_logFC,mRNA_adjPval,protein_logFC,protein_adjPval,protein_significant,discordance_score,quadrant
MPI,-0.02212245,0.870288088,0.133051567350737,0.539924552986142,False,0.155174017350737,ambiguous
RAB3IL1,-0.035755854,0.870519747,0.319509886691294,0.488614924003864,False,0.35526574069129396,ambiguous
PROS1,0.034786646,0.870662888,1.20563507893898,0.025478408426238,True,1.17084843293898,ambiguous
ZDHHC14,0.023200826,0.870786696,-0.101232660942608,0.735095157849356,False,-0.124433486942608,ambiguous
ABCC4,0.034445196,0.870813481,-0.251740980400035,0.489091267038466,False,-0.286186176400035,ambiguous
ISCA2,0.020421545,0.870979849,-0.308520280008707,0.105810124339845,False,-0.328941825008707,ambiguous
CTSS,0.068164137,0.871251968,0.488811705877349,0.326251245783847,False,0.420647568877349,ambiguous
ACOT7,-0.035638392,0.871294391,0.382531964670539,0.14428093823379,False,0.41817035667053903,ambiguous
LSM14B,-0.021337491,0.871386271,-0.166378765382669,0.529178405700306,False,-0.145041274382669,ambiguous
KANK4,0.087552681,0.871386271,0.325400744947034,0.486799485977171,False,0.23784806394703403,ambiguous
PRKD1,-0.020911077,0.871579226,-0.105815001559427,0.561347899290432,False,-0.084903924559427,ambiguous
SERPIND1,0.116140394,0.872066682,1.73921239192998,0.148017348591209,False,1.62307199792998,ambiguous
PTPN9,-0.023540858,0.87213442,-0.310220973473069,0.268552592961576,False,-0.286680115473069,ambiguous
MYL6B,0.025072656,0.87213442,0.280122621915243,0.181523827461848,False,0.255049965915243,ambiguous
ZC3H18,-0.022062703,0.872256177,0.337162549302555,0.110098154419807,False,0.35922525230255503,ambiguous
RAPH1,0.032308004,0.872400344,-0.0907930873281284,0.703173670547661,False,-0.1231010913281284,ambiguous
BCAR1,-0.029232642,0.872400344,-0.174351055633092,0.586870245134966,False,-0.145118413633092,ambiguous
HEXB,0.021371991,0.872594302,0.0862644864490765,0.818072702415467,False,0.06489249544907649,ambiguous
ESYT2,-0.013387724,0.872594302,-0.0254670268622963,0.88282368634463,False,-0.0120793028622963,ambiguous
MDH2,0.026814626,0.872843106,-0.46369633359531,0.103159642848857,False,-0.49051095959531,ambiguous
COPG2,0.022416835,0.872843106,0.0730907066386308,0.636629132400387,False,0.05067387163863081,ambiguous
GBP2,0.1053334,0.872843106,0.842187408863211,0.157540284901421,False,0.736854008863211,ambiguous
GPHN,-0.012511024,0.872985075,-0.545229484256302,0.0221617010178159,False,-0.532718460256302,ambiguous
UCHL1,-0.033874461,0.873033986,0.305493035456257,0.375247055832309,False,0.339367496456257,ambiguous
DAPK1,0.029476906,0.873306559,-0.407489986734801,0.111735590713869,False,-0.43696689273480105,ambiguous
SLC25A15,-0.034331318,0.873306559,0.0158412840226587,0.965314720336815,False,0.0501726020226587,ambiguous
OLFM1,0.041569104,0.873389403,-0.207109643315945,0.713264081012906,False,-0.248678747315945,ambiguous
GABBR1,-0.025373107,0.873668334,-0.792450498345921,0.0931338862720482,False,-0.767077391345921,ambiguous
PTPN6,-0.062159839,0.874493014,0.624276427663368,0.157540284901421,False,0.686436266663368,ambiguous
PI4KA,0.032277252,0.87468186,-0.536706657388976,0.0264464978569283,False,-0.568983909388976,ambiguous
ATP5ME,-0.041780216,0.874765866,0.152144473760082,0.7426384563073,False,0.193924689760082,ambiguous
CDC23,0.014401038,0.874852065,-0.111377578252787,0.438748401188622,False,-0.125778616252787,ambiguous
ACTR1A,0.017867097,0.874912293,0.11874685737695,0.481715953795079,False,0.10087976037695,ambiguous
MAPRE3,-0.030519776,0.875430845,0.176134091555634,0.444921702104467,False,0.206653867555634,ambiguous
FBXL15,0.028582327,0.875530026,0.117168819237521,0.617957092329486,False,0.08858649223752099,ambiguous
TBC1D25,0.021803288,0.875566608,-0.141492057446136,0.434304653553327,False,-0.163295345446136,ambiguous
C1S,0.055422192,0.875700772,2.17436598096572,0.00311113514067827,True,2.11894378896572,ambiguous
BCS1L,-0.017362638,0.875701559,-0.21040887527986,0.105157157554927,False,-0.19304623727985998,ambiguous
IRF2BPL,0.023509924,0.876494231,0.0747474831956572,0.765541191779924,False,0.0512375591956572,ambiguous
RFTN1,-0.031089228,0.876676141,0.172425428699103,0.8116509218862,False,0.20351465669910299,ambiguous
AK1,-0.02012998,0.876765008,0.148508933292382,0.699574275023132,False,0.16863891329238198,ambiguous
CD53,0.04950688,0.876765008,0.194132673072252,0.486362275962413,False,0.14462579307225198,ambiguous
CLCN6,-0.017605505,0.876765008,0.0154917905380678,0.950319649057496,False,0.0330972955380678,ambiguous
PREB,0.016812382,0.87697111,0.179055575604146,0.191302997842024,False,0.16224319360414602,ambiguous
ZFYVE1,0.012230324,0.87697111,-0.217481843235179,0.239922177110232,False,-0.229712167235179,ambiguous
PPP2R5B,-0.02382366,0.877242196,0.0231091544612969,0.943672498597307,False,0.0469328144612969,ambiguous
HNRNPL,-0.017559256,0.877695896,0.175271736532636,0.563874657374961,False,0.192830992532636,ambiguous
ATP5F1A,0.031394474,0.877695896,-0.185873639912153,0.486362275962413,False,-0.217268113912153,ambiguous
SND1,-0.012866215,0.877921805,0.0793215945337344,0.695987547719763,False,0.0921878095337344,ambiguous
OSBPL6,0.028903387,0.878010837,-0.00419084665521652,0.989916177165506,False,-0.03309423365521652,ambiguous
PTGIS,0.047986739,0.878064829,0.134808367738555,0.861003915068836,False,0.086821628738555,ambiguous
DSP,0.102353173,0.878093019,1.41225072317731,0.3029829722323,False,1.30989755017731,ambiguous
PYGM,0.048208664,0.878527427,-0.171569468174903,0.739084329365552,False,-0.219778132174903,ambiguous
NUP88,0.013011563,0.878957622,0.0705131604731832,0.783185660351427,False,0.0575015974731832,ambiguous
SLC35B2,0.032760747,0.879695514,-0.110170431295823,0.474960746706088,False,-0.142931178295823,ambiguous
RPRD2,-0.011122711,0.880035318,0.0102159356873166,0.961992503014489,False,0.021338646687316602,ambiguous
CAMSAP1,0.012116789,0.880125486,0.0536324487731221,0.806885600173607,False,0.041515659773122104,ambiguous
KCNIP4,0.036401108,0.880130184,-0.541579968063346,0.241935171575998,False,-0.5779810760633459,ambiguous
GYG1,-0.025998368,0.880326982,-0.348704157247566,0.317787091649284,False,-0.322705789247566,ambiguous
NOVA2,0.024553761,0.880326982,-0.0200905110916008,0.943256663597884,False,-0.0446442720916008,ambiguous
ATP5F1D,0.02439725,0.880326982,-0.146863784092565,0.581346687219988,False,-0.17126103409256502,ambiguous
GOT1,0.039295971,0.880326982,0.353768921155936,0.259478335203986,False,0.314472950155936,ambiguous
IGSF21,-0.032012564,0.880528234,-0.211147622189628,0.619888925559896,False,-0.179135058189628,ambiguous
CSTB,0.031480297,0.880688367,0.667152492984894,0.0983878718530032,False,0.635672195984894,ambiguous
ARHGAP44,-0.031225469,0.880715553,-0.155946447602661,0.65047633949672,False,-0.12472097860266099,ambiguous
SEC14L5,-0.033953323,0.880903823,0.222580373692213,0.248857733575001,False,0.256533696692213,ambiguous
PDPR,-0.034821275,0.880918929,-0.123221749460528,0.642331461379301,False,-0.088400474460528,ambiguous
BORCS6,-0.021647868,0.881365173,0.243762258530988,0.164821854324716,False,0.265410126530988,ambiguous
GART,0.013338013,0.881366115,-0.28373167132629,0.191605244209798,False,-0.29706968432629,ambiguous
SGPL1,0.019240024,0.881515901,0.111904670336248,0.637945266253558,False,0.09266464633624799,ambiguous
PTPRA,0.010572696,0.881652539,-0.204167865979825,0.232077020441008,False,-0.214740561979825,ambiguous
ARSB,-0.014789159,0.881808686,-0.573450400666676,0.0206138305913943,False,-0.558661241666676,ambiguous
MME,-0.042636378,0.882353923,3.08315543083095,0.0745076548730218,False,3.12579180883095,ambiguous
ATG9A,0.018523395,0.882364099,0.0620456412212391,0.799458073718138,False,0.0435222462212391,ambiguous
IDH3B,-0.022158534,0.882364099,-0.407581785392162,0.298289222793988,False,-0.385423251392162,ambiguous
C5,0.03158,0.882364099,2.34951109916056,0.0101083015053869,True,2.31793109916056,ambiguous
UQCC1,-0.015262223,0.882364099,-0.410948427867889,0.0226018981820816,False,-0.39568620486788897,ambiguous
GSTA4,-0.022352175,0.882364099,-0.282150381654755,0.1138884417848,False,-0.259798206654755,ambiguous
GNB5,0.030952606,0.882542655,-0.612913008727293,0.107687987389199,False,-0.6438656147272931,ambiguous
FCGRT,-0.037778131,0.882615046,0.592317320538942,0.259109903258693,False,0.6300954515389421,ambiguous
NCSTN,0.019946921,0.882615046,0.00271283913329157,0.990443237176928,False,-0.01723408186670843,ambiguous
COX7A2,0.036988127,0.882615046,-0.451531833339535,0.276396464634311,False,-0.488519960339535,ambiguous
IPO9,0.011673441,0.882615046,0.154113352216237,0.317171429776144,False,0.142439911216237,ambiguous
PIGU,0.021250512,0.883116418,0.038958782616727,0.803189658136576,False,0.017708270616727,ambiguous
RNF181,0.02372991,0.883477048,-0.375252820713022,0.0436164046412781,False,-0.39898273071302204,ambiguous
CELSR2,-0.02407326,0.883726927,-0.292853052277724,0.255180339457876,False,-0.26877979227772403,ambiguous
PRPF39,-0.023947926,0.883764692,-0.0999238884163622,0.662727398892216,False,-0.0759759624163622,ambiguous
PTN,0.027673589,0.883796249,0.576857899127704,0.684119821732976,False,0.5491843101277041,ambiguous
FAM184A,0.018817621,0.884096193,-0.188344595251953,0.430212418167099,False,-0.207162216251953,ambiguous
GLRX3,0.012189524,0.884101096,0.560732010005003,0.194307061006766,False,0.548542486005003,ambiguous
DNM1,-0.040461959,0.884101096,-0.0548591290264326,0.89622453796715,False,-0.0143971700264326,ambiguous
PXMP2,-0.021095054,0.884192622,-0.115221482865859,0.50296540493188,False,-0.094126428865859,ambiguous
MYO1B,0.038697647,0.884566142,0.900763873382827,0.33036324262711,False,0.862066226382827,ambiguous
U2AF2,0.017361619,0.884566142,0.249506046547586,0.12144802069623,False,0.23214442754758602,ambiguous
TTLL1,0.017762084,0.884637337,-0.327202215559258,0.142285396174475,False,-0.344964299559258,ambiguous
TTC5,-0.014661123,0.885434289,-0.0545631825349462,0.81654586025067,False,-0.0399020595349462,ambiguous
SDHA,0.021765427,0.885864708,-0.102463066911257,0.695987547719763,False,-0.12422849391125701,ambiguous
ACLY,-0.021967351,0.885946042,0.280364129079977,0.270735367746412,False,0.302331480079977,ambiguous
PAFAH1B3,0.024805625,0.885946042,0.147828154243662,0.478029719273,False,0.123022529243662,ambiguous
CCDC167,0.030912955,0.885946042,0.0126334949192648,0.961992503014489,False,-0.0182794600807352,ambiguous
ATP1B3,-0.022215422,0.885946042,0.175265798797504,0.761599377159412,False,0.19748122079750402,ambiguous
EMC10,0.026942993,0.885946042,-0.158855841235795,0.49190196373898,False,-0.185798834235795,ambiguous
KIAA0930,-0.035295697,0.885946042,0.119879206333277,0.548035793490809,False,0.155174903333277,ambiguous
CDIPT,0.019245918,0.886809761,-0.0759138909882706,0.648176627362248,False,-0.0951598089882706,ambiguous
LMO7,0.024571389,0.887331635,0.91995737008591,0.193920362937254,False,0.89538598108591,ambiguous
GABBR2,0.038240068,0.887493164,-0.787706184054379,0.201533120793831,False,-0.825946252054379,ambiguous
CDC42BPB,0.01455832,0.887493164,-0.167423956818293,0.331615244957621,False,-0.181982276818293,ambiguous
ITPR2,0.022696479,0.887507938,0.00722692860980523,0.98379043221652,False,-0.015469550390194767,ambiguous
UBXN6,-0.020600151,0.887544049,-0.138940454550049,0.409709665242426,False,-0.118340303550049,ambiguous
OCLN,-0.036264243,0.887795979,-0.255792336274949,0.394756581450518,False,-0.21952809327494902,ambiguous
HAPLN1,0.045984523,0.887795979,-0.268670757255734,0.752076998164952,False,-0.314655280255734,ambiguous
BTN2A1,-0.013226638,0.887795979,-0.249759809521719,0.597153374566337,False,-0.236533171521719,ambiguous
IMMT,-0.017685118,0.887795979,-0.32613105810514,0.0864550345002396,False,-0.30844594010514,ambiguous
NDUFA2,0.027759105,0.888085145,-0.640698102312586,0.110256523683446,False,-0.668457207312586,ambiguous
CLCC1,-0.012834641,0.888085145,-0.0624718786177407,0.756331884039156,False,-0.0496372376177407,ambiguous
DLGAP3,-0.041118451,0.888187878,-0.510148921845859,0.387417034222683,False,-0.469030470845859,ambiguous
CDK16,-0.021385468,0.888286852,-0.106475580664882,0.617290763367654,False,-0.08509011266488199,ambiguous
ASS1,-0.03331526,0.888875709,-0.0813487467263325,0.914940983367919,False,-0.048033486726332494,ambiguous
YIF1B,0.018162307,0.88943123,-0.0197699355307464,0.910995833283151,False,-0.037932242530746396,ambiguous
EEF1A2,0.035422904,0.889782505,0.0487763390247835,0.690556771547145,False,0.013353435024783498,ambiguous
SMIM18,-0.040318695,0.889898775,-0.377929844309432,0.269384189114267,False,-0.337611149309432,ambiguous
ALAS1,0.020336979,0.890050445,-0.0891464780590798,0.789456360522276,False,-0.1094834570590798,ambiguous
MT1E,-0.03986006,0.890164452,-0.162403237275761,0.793708185816205,False,-0.122543177275761,ambiguous
EMC1,0.014449766,0.890240739,-0.12433856705514,0.415993090137171,False,-0.13878833305514,ambiguous
PDXP,0.026003232,0.890246479,-0.156030850946602,0.600192349166123,False,-0.182034082946602,ambiguous
BYSL,0.021462985,0.890639776,0.0218863782822281,0.93749362524651,False,0.0004233932822280996,ambiguous
DLGAP4,-0.028767058,0.890848799,0.0301400658996158,0.879278420413654,False,0.058907123899615804,ambiguous
PHPT1,-0.020117776,0.890932394,-0.262485285172161,0.196067990787892,False,-0.24236750917216102,ambiguous
GPI,-0.025791918,0.890932394,0.0843051412498674,0.661997220964207,False,0.1100970592498674,ambiguous
APMAP,0.020035515,0.891391694,-0.133976256482336,0.359053112788182,False,-0.154011771482336,ambiguous
CAPNS1,-0.022447348,0.891414346,0.059301021582586,0.760650445126163,False,0.081748369582586,ambiguous
MGLL,-0.022187258,0.891414346,0.923456748998372,0.0852304242597405,False,0.945644006998372,ambiguous
PTRH2,-0.014619262,0.892015617,-0.0477219138975107,0.799869044113761,False,-0.0331026518975107,ambiguous
AGFG2,-0.020768103,0.892239955,-0.0329080167857061,0.952656469183729,False,-0.012139913785706103,ambiguous
SPCS1,0.021171297,0.892246378,0.0932273169948585,0.759255232101207,False,0.0720560199948585,ambiguous
POLDIP2,-0.014140508,0.892528359,-0.387334427219178,0.017947266156143,False,-0.373193919219178,ambiguous
FADS2,0.036625863,0.892681153,-0.488235997151156,0.210707339085256,False,-0.524861860151156,ambiguous
GRTP1,-0.03471791,0.892728299,-0.102297688479257,0.468491205007009,False,-0.067579778479257,ambiguous
ADCY8,0.0201703,0.89324871,-0.536146633446755,0.19963767187638,False,-0.5563169334467549,ambiguous
CPNE3,0.023218458,0.893253451,-0.220299531562791,0.37072472734191,False,-0.243517989562791,ambiguous
WIPI1,-0.019284218,0.893253451,-0.135135753744032,0.508723160436284,False,-0.11585153574403201,ambiguous
ECM1,-0.037246313,0.894292445,0.345277021522279,0.580593906301549,False,0.38252333452227905,ambiguous
CD177,0.083085976,0.894484062,2.31290817396964,0.118245850653984,False,2.22982219796964,ambiguous
CNTNAP5,-0.026729398,0.894484062,-0.570909930008027,0.248857733575001,False,-0.5441805320080271,ambiguous
TRIM26,0.018557315,0.895604734,0.0701711923345947,0.801788399036483,False,0.0516138773345947,ambiguous
CFAP20,0.01623481,0.895604734,-0.151313338697737,0.477570239771121,False,-0.167548148697737,ambiguous
CLIP3,-0.024627569,0.895604734,-0.0931603949101802,0.733298740400173,False,-0.0685328259101802,ambiguous
PAAF1,0.026440454,0.895731621,0.0605117373521438,0.807791258518547,False,0.03407128335214381,ambiguous
RAB3A,-0.037710667,0.895731621,-0.576180771921072,0.211988580020129,False,-0.538470104921072,ambiguous
VAT1,-0.03521252,0.895731621,0.109602841735581,0.768289862588234,False,0.14481536173558102,ambiguous
TNPO2,0.015843062,0.895731621,-0.186213560346038,0.315779186633572,False,-0.202056622346038,ambiguous
CPLX2,0.03795357,0.895740828,0.0840625870568594,0.885994156614326,False,0.0461090170568594,ambiguous
TTLL12,-0.021716274,0.895776708,0.080672479474444,0.807485624921537,False,0.10238875347444401,ambiguous
MMAB,0.02072184,0.895776708,-0.857621947525674,0.0316463950747703,True,-0.878343787525674,ambiguous
CUTA,0.01854595,0.896565577,0.159390076542062,0.581852387535928,False,0.140844126542062,ambiguous
RAB1B,0.014991233,0.896565577,-0.0188618884569589,0.930142605857145,False,-0.0338531214569589,ambiguous
RASA2,-0.017391276,0.896790881,0.117512914677992,0.46627436144031,False,0.134904190677992,ambiguous
ZNF185,-0.024006798,0.897005597,0.342946345930487,0.296049996283211,False,0.366953143930487,ambiguous
MRPL34,-0.019100128,0.897073086,-0.32410400951027,0.228404670525114,False,-0.30500388151027,ambiguous
VTI1A,0.010880392,0.897956711,-0.114839773579846,0.636846658706253,False,-0.125720165579846,ambiguous
DBNDD1,-0.027570462,0.898696832,0.190238518784417,0.67163254847208,False,0.217808980784417,ambiguous
EIF2B3,-0.012608973,0.898696832,0.142578780699109,0.467971328088874,False,0.155187753699109,ambiguous
KIAA1671,0.020280178,0.898696832,0.0137682900497822,0.983138699569242,False,-0.0065118879502177995,ambiguous
HTRA1,0.025844166,0.898696832,0.235897875988753,0.485732285925371,False,0.210053709988753,ambiguous
MBOAT1,0.080336563,0.898696832,0.24133526634979,0.480013876076825,False,0.16099870334979,ambiguous
FARSB,-0.019893121,0.89878325,0.222834463974124,0.396074688736396,False,0.242727584974124,ambiguous
GNA12,0.026031219,0.898861995,-0.285862626729577,0.160665611673935,False,-0.311893845729577,ambiguous
CD2AP,0.018959919,0.898861995,0.47760943103534,0.0130289922765213,False,0.45864951203534,ambiguous
TECR,0.016618356,0.898980195,-0.00621916608736406,0.985142482172054,False,-0.02283752208736406,ambiguous
HS1BP3,0.02471295,0.899424025,0.145143649886162,0.465806171056242,False,0.120430699886162,ambiguous
PRPF6,-0.013618607,0.899440223,0.0654778185868192,0.769432402770736,False,0.0790964255868192,ambiguous
PLIN4,0.04199495,0.899440223,0.770536768191851,0.292840739374631,False,0.728541818191851,ambiguous
ZFYVE21,-0.015851711,0.899584923,-0.583220542023465,0.175429656423046,False,-0.5673688310234649,ambiguous
PRDX2,-0.021981898,0.899728484,0.506845426942924,0.0356286076948302,False,0.5288273249429241,ambiguous
EIF4A3,0.014558519,0.899911517,0.343052202031929,0.123934178578831,False,0.328493683031929,ambiguous
PUM3,0.01394718,0.900022028,0.189432749925203,0.325537109267366,False,0.175485569925203,ambiguous
ALS2,0.012893606,0.900191621,-0.162547675477613,0.230935093452507,False,-0.175441281477613,ambiguous
CS,0.016684775,0.900563351,-0.363385302474647,0.192072618523874,False,-0.380070077474647,ambiguous
PTK2B,-0.033813972,0.900752001,0.228191000513981,0.584008478443252,False,0.262004972513981,ambiguous
SAMD9L,0.039583353,0.901163332,-0.390819126146245,0.193909411295145,False,-0.43040247914624497,ambiguous
ATP6V0D1,-0.022306062,0.901539652,-0.683481353752478,0.1056740621627,False,-0.661175291752478,ambiguous
MAP2K2,0.01734561,0.901603757,0.202918354269519,0.27007963890761,False,0.185572744269519,ambiguous
CAPZB,0.013631335,0.901603757,-0.0141695448206516,0.930142605857145,False,-0.0278008798206516,ambiguous
STUM,-0.045208909,0.901846729,-0.10940030071893,0.82586304442876,False,-0.06419139171893001,ambiguous
CDK4,0.019868564,0.901853073,-0.0582733053518361,0.874110123623744,False,-0.07814186935183609,ambiguous
OXSR1,0.009456577,0.902086054,0.119766187838501,0.423403900234933,False,0.110309610838501,ambiguous
UGDH,-0.014550243,0.902287754,0.0894623437340361,0.808816756316145,False,0.1040125867340361,ambiguous
LPXN,0.016463275,0.902339179,-0.0645544394085809,0.868052816907004,False,-0.0810177144085809,ambiguous
AJM1,-0.027279517,0.902564438,-0.424197702174125,0.169532206568781,False,-0.396918185174125,ambiguous
GPCPD1,0.030076807,0.902604474,0.175856697600874,0.617180238722069,False,0.14577989060087398,ambiguous
SMG1,0.012622589,0.902669232,0.210821175038541,0.228926382883988,False,0.198198586038541,ambiguous
MAP1LC3A,-0.023425772,0.903533715,0.20763715839211,0.474960746706088,False,0.23106293039211,ambiguous
GANAB,0.01214772,0.904051876,0.163748424066728,0.439189008069462,False,0.151600704066728,ambiguous
ARHGAP1,-0.022524084,0.904067228,0.0812491183551494,0.667487591848493,False,0.1037732023551494,ambiguous
ADAM23,0.028771932,0.904067228,-0.119996186217419,0.799869044113761,False,-0.148768118217419,ambiguous
PIK3C2B,0.031093216,0.904189487,0.111317722673932,0.643876257652755,False,0.080224506673932,ambiguous
COPS7A,0.021842727,0.904294281,0.0207104473821449,0.928291012879148,False,-0.0011322796178551003,ambiguous
FLNB,-0.033717133,0.904609883,1.09910784037274,0.0226018981820816,True,1.1328249733727398,ambiguous
EMILIN2,-0.046163657,0.904899934,2.03109006454559,0.00755481266230676,True,2.07725372154559,ambiguous
CORO1B,-0.023455145,0.905560909,0.170909689733984,0.346224010972693,False,0.194364834733984,ambiguous
DIP2C,0.014013164,0.905560909,-0.0314076801082805,0.829632007439605,False,-0.045420844108280505,ambiguous
GJB6,0.04734233,0.905589772,-0.799714088715938,0.0797409752742035,False,-0.847056418715938,ambiguous
OXSM,0.018488363,0.905696732,-0.294376088394268,0.23279517893669,False,-0.312864451394268,ambiguous
CPQ,0.028477771,0.905967736,-0.170102452564809,0.464483599095824,False,-0.19858022356480898,ambiguous
LARS2,0.011918617,0.906215144,-1.24251848581383,0.0182744830366813,True,-1.2544371028138301,ambiguous
IGF2R,-0.013345517,0.906215144,0.239448841131678,0.399880238200045,False,0.252794358131678,ambiguous
FCHSD2,0.015047847,0.906231763,-0.205547508524541,0.371784550279836,False,-0.22059535552454101,ambiguous
TXN,0.023312804,0.906308101,0.0770475563442563,0.748302114626015,False,0.053734752344256294,ambiguous
TBCE,-0.010315324,0.906563149,0.161783058757154,0.565696543018501,False,0.172098382757154,ambiguous
MPG,-0.017119607,0.906610852,0.146726989489662,0.53235541481678,False,0.16384659648966202,ambiguous
CORO1A,-0.024043504,0.907146682,-0.00277218746515295,0.993934227609356,False,0.02127131653484705,ambiguous
SMARCD3,-0.017712308,0.90716282,-0.170199187150457,0.45186652768816,False,-0.152486879150457,ambiguous
SRM,0.019091205,0.90716282,0.0528265376599677,0.829632007439605,False,0.0337353326599677,ambiguous
NOS1AP,0.022490713,0.907301074,-0.330933783472119,0.151602635741239,False,-0.353424496472119,ambiguous
STOM,-0.031261807,0.907554994,-0.0345888653063113,0.964357484502381,False,-0.0033270583063112966,ambiguous
SLC25A17,0.01617518,0.907706148,-0.344077516696225,0.0641627998111294,False,-0.360252696696225,ambiguous
PDE1B,0.029340394,0.907741838,-0.350020444250681,0.423403900234933,False,-0.379360838250681,ambiguous
DTX3L,-0.036957877,0.908014868,0.362353883464647,0.157012374183441,False,0.399311760464647,ambiguous
SIAE,0.017477567,0.908081689,-0.0700244379716572,0.781983688502882,False,-0.0875020049716572,ambiguous
WAS,-0.045520995,0.908202902,0.19708333038575,0.345740497026575,False,0.24260432538575,ambiguous
ARHGEF10,-0.03105898,0.908391817,0.572160135431213,0.0473231035710601,False,0.603219115431213,ambiguous
PEX1,0.014766458,0.908391817,-0.123801369060967,0.524758109794602,False,-0.138567827060967,ambiguous
ALOX5AP,0.066411493,0.908507576,-0.225817101026589,0.614105377709238,False,-0.292228594026589,ambiguous
PANK2,0.011755963,0.909112291,-0.0588168701803315,0.747545190952515,False,-0.0705728331803315,ambiguous
MAN2A2,0.018174968,0.909112291,0.456901361438016,0.00699144491295735,False,0.438726393438016,ambiguous
PPP1CA,0.014664705,0.909837172,-0.138677286272904,0.602047020861414,False,-0.153341991272904,ambiguous
COMMD9,0.012133168,0.910158581,-0.0227973428917903,0.916306568210886,False,-0.0349305108917903,ambiguous
USP10,0.008971294,0.910450749,-0.161891792158873,0.168728279279519,False,-0.170863086158873,ambiguous
BICD2,-0.012034075,0.910717637,0.115559374977664,0.659028190429394,False,0.127593449977664,ambiguous
RGN,0.013551164,0.911147525,0.842975761939144,0.132590047651015,False,0.829424597939144,ambiguous
METTL26,-0.016389981,0.9113847,0.220109988542131,0.315779186633572,False,0.236499969542131,ambiguous
GALNT16,-0.022630171,0.9113847,-0.195805391253332,0.622020895526967,False,-0.17317522025333199,ambiguous
CACNA1E,0.025645591,0.9113847,-0.397162318570088,0.341397039513127,False,-0.422807909570088,ambiguous
SLC25A3,0.019329569,0.9113847,-0.437089339524039,0.106122244635004,False,-0.456418908524039,ambiguous
CRADD,-0.018104213,0.911531711,0.149030099205988,0.530309370572169,False,0.167134312205988,ambiguous
TIMM10,-0.019382397,0.911531711,-0.13144737904274,0.696147587378332,False,-0.11206498204274001,ambiguous
KDELR1,-0.0121812,0.911805544,-0.138465217096182,0.616235273480148,False,-0.126284017096182,ambiguous
ARRB1,0.016242977,0.911833031,-0.195785085207334,0.625431706199307,False,-0.212028062207334,ambiguous
COX5B,-0.022894601,0.911833031,-0.0738977743100513,0.882722199105653,False,-0.0510031733100513,ambiguous
ADD2,0.028100555,0.912278453,-0.107447330529382,0.683985261672686,False,-0.13554788552938202,ambiguous
ABR,-0.017314514,0.91257204,-0.492568353508045,0.0369062209531216,False,-0.475253839508045,ambiguous
KLHL36,-0.011601452,0.912783851,-0.00697855538265202,0.978943939143264,False,0.00462289661734798,ambiguous
NMI,0.032540096,0.912783851,0.109131127686467,0.629153133003367,False,0.076591031686467,ambiguous
MAOA,0.019205706,0.91305041,-0.543797193428514,0.0233305681016138,False,-0.563002899428514,ambiguous
PTPRM,0.014635614,0.913280003,-0.15705892192767,0.458046751196347,False,-0.17169453592766998,ambiguous
AP2A2,-0.017590369,0.913280003,-0.0963117082754206,0.57777018134919,False,-0.0787213392754206,ambiguous
DTD1,-0.016217394,0.913280003,0.0410122328436646,0.842697781157237,False,0.0572296268436646,ambiguous
PACS2,0.02644825,0.913435961,0.415108896598758,0.101600944788459,False,0.388660646598758,ambiguous
COG3,-0.011165222,0.914089193,-0.0263365519219629,0.88131370014882,False,-0.015171329921962901,ambiguous
ARGLU1,0.013939221,0.914246685,0.169822396996537,0.489091267038466,False,0.155883175996537,ambiguous
WASHC2C,-0.011472784,0.914746502,0.195942712508478,0.483229745534555,False,0.20741549650847801,ambiguous
IST1,0.012003802,0.91505012,0.0512014714437719,0.752870718219396,False,0.0391976694437719,ambiguous
DIABLO,-0.012185541,0.91505012,-0.0724081015374942,0.775288093495162,False,-0.0602225605374942,ambiguous
SNCB,-0.031016099,0.91505012,-0.20116697120644,0.74259564919352,False,-0.17015087220644,ambiguous
IP6K1,0.013452026,0.915350295,0.163115842364008,0.342706247620187,False,0.149663816364008,ambiguous
HSPBP1,0.019526471,0.915566616,0.015331936893439,0.930142605857145,False,-0.004194534106560999,ambiguous
SFXN3,-0.012388054,0.91560958,-0.184078346498922,0.372741612734303,False,-0.17169029249892198,ambiguous
PAK4,-0.020587111,0.916075841,0.262111539068298,0.384458978295027,False,0.282698650068298,ambiguous
KHDRBS1,-0.010393226,0.916075841,0.138720977545706,0.627845969110347,False,0.149114203545706,ambiguous
VPS53,-0.015399001,0.916312104,-0.20787375705825,0.196396159700779,False,-0.19247475605825,ambiguous
NSFL1C,0.009186265,0.91639486,0.141562562116578,0.332272171311228,False,0.132376297116578,ambiguous
NDUFB9,0.019981662,0.916691319,-0.757121301128882,0.0165612443614227,True,-0.7771029631288819,ambiguous
CUX1,-0.014202498,0.917075976,0.163631413359353,0.462586676905744,False,0.177833911359353,ambiguous
TMED4,0.011763305,0.917075976,0.0100939675989498,0.955495246599344,False,-0.0016693374010502,ambiguous
RGMA,0.024180623,0.9171472,-0.207369938155387,0.588370144489796,False,-0.23155056115538702,ambiguous
METTL2B,-0.009525365,0.917620708,-0.223951768109766,0.164329198193454,False,-0.214426403109766,ambiguous
PSMD11,0.009013562,0.918064585,0.0935645269847161,0.394756581450518,False,0.08455096498471609,ambiguous
