pert_iname,pert_id,cell_iname,raw_cs,norm_cs,fdr_q_nlog10,tas,moa,target_name
kenpaullone,BRD-K37312348,HA1E,-0.2653,-1.1122,0.847,0.467163,CDK inhibitor|GSK inhibitor,GSK3B|CDK1|CDK5|CDK2|LCK|CCNB1
BRD-K09845534,BRD-K09845534,U2OS,-0.2653,-1.1122,0.847,0.247379,,
BRD-K54602409,BRD-K54602409,U2OS,-0.2653,-1.112,0.847,0.22347,,
BADGE,BRD-A16694057,HCC515,-0.2652,-1.1119,0.847,0.315256,PPAR receptor antagonist,PPARG
enoxacin,BRD-K78113049,MCF10A,-0.2652,-1.1116,0.847,0.233534,Bacterial DNA Gyrase inhibitor,TOP2A
BRD-A88029023,BRD-A88029023,MCF7,-0.2652,-1.1119,0.847,0.281684,,
BRD-K68937492,BRD-K68937492,PC3,-0.2652,-1.1118,0.847,0.276037,,
parbendazole,BRD-K02407574,HT29,-0.2652,-1.1119,0.847,0.554126,Tubulin inhibitor,TUBB
doramapimod,BRD-K74065929,YAPC,-0.2651,-1.1114,0.847,0.5195,P38 MAPK inhibitor,MAPK14|MAPK11|MAPK12|DDR2|MAPK13
ABT-737,BRD-K56301217,ASC,-0.2651,-1.1114,0.847,0.210425,BCL inhibitor,BCL2|BCL2L1|BCL2L2
troxipide,BRD-A68589262,PC3,-0.2651,-1.1113,0.847,0.21307,Glucosamine synthetase stimulant,
withaferin-a,BRD-K88378636,MCF10A,-0.2651,-1.1114,0.847,0.220402,IKK inhibitor,IKBKB|NAMPT
gabexate,BRD-K59256312,HCC515,-0.2651,-1.1115,0.847,0.248266,Serine protease inhibitor,PRSS1|TPSAB1
BRD-K45723650,BRD-K45723650,U2OS,-0.265,-1.111,0.847,0.203069,,
neostigmine,BRD-K18922609,U2OS,-0.265,-1.1111,0.847,0.243,Acetylcholinesterase inhibitor,ACHE
miconazole,BRD-A82396632,HA1E,-0.265,-1.1109,0.847,0.808297,Bacterial cell wall synthesis inhibitor,CYP19A1|KCNH2|KCNH6|KCNH7|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|NOS2|NOS3|TRPM2|TRPV5
acyclovir,BRD-K32318651,HT29,-0.265,-1.1111,0.847,0.337439,DNA inhibitor,PNP
torcetrapib,BRD-K64622987,HT29,-0.2649,-1.1105,0.847,0.293015,Cholesteryl ester transfer protein inhibitor,CETP
BRD-K65809558,BRD-K65809558,PC3,-0.2649,-1.1103,0.847,0.480371,,
NVP-BGJ398,BRD-K42728290,HELA,-0.2649,-1.1106,0.847,0.202657,FGFR inhibitor,FGFR1|FGFR2|FGFR3|FGFR4|KDR
BRD-K99615199,BRD-K99615199,A375,-0.2649,-1.1104,0.847,0.281659,Progesterone receptor agonist,PGR|ESR1
BRD-K59404663,BRD-K59404663,U2OS,-0.2649,-1.1106,0.847,0.251255,,
BRD-A53107311,BRD-A53107311,HT29,-0.2649,-1.1107,0.847,0.265847,,
KIN001-260,BRD-K79018442,SKL,-0.2649,-1.1107,0.847,0.284755,,
BRD-K57420195,BRD-K57420195,HT29,-0.2648,-1.11,0.847,0.23628,,
triclosan,BRD-K41731458,HT29,-0.2648,-1.1101,0.847,0.289794,Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor,DNMT1
BRD-K60879194,BRD-K60879194,U2OS,-0.2647,-1.1097,0.847,0.203497,,
BRD-K96009269,BRD-K96009269,HEPG2,-0.2647,-1.1096,0.847,0.346867,,
BRD-K71716722,BRD-K71716722,U2OS,-0.2647,-1.1096,0.847,0.358892,,
BRD-K98824517,BRD-K98824517,PC3,-0.2646,-1.1093,0.847,0.411491,,
BRD-K14092678,BRD-K14092678,A375,-0.2646,-1.1094,0.847,0.219802,,
BRD-K02735834,BRD-K02735834,HT29,-0.2646,-1.1095,0.847,0.383238,,
ischemin,BRD-K82181189,SKL,-0.2646,-1.1091,0.847,0.59948,CBP bromodomain inhibitor,
NU-7441,BRD-K00337317,HEPG2,-0.2646,-1.1095,0.847,0.308718,P-glycoprotein inhibitor|DNA dependent protein kinase inhibitor,PRKDC|ABCB1
alvocidib,BRD-K87909389,SKBR3,-0.2646,-1.1094,0.847,0.410646,CDK inhibitor,CDK2|CDK4|CDK1|CDK6|CDK7|CDK9|CDK5|CDK8|EGFR|PYGM|BCL2|BIRC5|CCNT1|MCL1|XIAP
GSK-0660,BRD-K98684188,PC3,-0.2645,-1.109,0.847,0.26577,PPAR receptor antagonist,PPARD
BRD-K34590335,BRD-K34590335,U2OS,-0.2645,-1.1087,0.847,0.201223,,
BRD-K90219001,BRD-K90219001,A375,-0.2645,-1.1087,0.847,0.335204,,
aminopentamide,BRD-A69917777,NPC,-0.2645,-1.1089,0.847,0.274663,Acetylcholine receptor antagonist,CHRM1
BRD-M54407015,BRD-M54407015,HCC515,-0.2645,-1.1088,0.847,0.460184,,
BRD-K15318079,BRD-K15318079,U2OS,-0.2645,-1.1089,0.847,0.25453,,
BRD-K40094191,BRD-K40094191,PC3,-0.2645,-1.109,0.847,0.319925,,
I-BET-762,BRD-K08109215,MCF10A,-0.2644,-1.1084,0.8424,0.362336,Bromodomain inhibitor,BRD2|BRD3|BRD4|APOA1
BRD-K85134515,BRD-K85134515,HA1E,-0.2644,-1.1085,0.8468,0.475708,,
levocabastine,BRD-K33453211,HELA,-0.2644,-1.1083,0.8418,0.2784,Histamine receptor antagonist,HRH1|NTSR2
UK-356618,BRD-K57011718,A375,-0.2644,-1.1084,0.8422,0.311192,Metalloproteinase inhibitor,MMP3|MMP13|MMP14|MMP2|MMP9
BRD-K69422440,BRD-K69422440,PC3,-0.2644,-1.1084,0.8449,0.321041,,
BRD-K83194053,BRD-K83194053,A549,-0.2644,-1.1084,0.8467,0.311865,,
BRD-K22801678,BRD-K22801678,A549,-0.2644,-1.1085,0.8467,0.299488,,
BRD-K14302652,BRD-K14302652,U2OS,-0.2643,-1.1079,0.8305,0.328736,,
BRD-K19198293,BRD-K19198293,A549,-0.2643,-1.1081,0.8401,0.344278,,
salermide,BRD-A67788537,YAPC,-0.2643,-1.1078,0.8302,0.344738,SIRT inhibitor,SIRT1|SIRT2
RU-58841,BRD-K62762455,MCF7,-0.2643,-1.1081,0.8391,0.225284,Androgen receptor antagonist,AR
BRD-K98161915,BRD-K98161915,VCAP,-0.2642,-1.1077,0.83,0.235435,,
PD-173074,BRD-K97764662,LNCAP,-0.2642,-1.1076,0.83,0.230487,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
BRD-K96072942,BRD-K96072942,HCC515,-0.2642,-1.1077,0.83,0.296331,,
BRD-K33116223,BRD-K33116223,HT29,-0.2642,-1.1074,0.83,0.238541,,
BRD-K60678662,BRD-K60678662,HEPG2,-0.2642,-1.1075,0.83,0.219173,,
vanoxerine,BRD-K32501161,HELA,-0.2641,-1.107,0.8295,0.534365,Dopamine receptor antagonist,SLC6A3|MAOA|MAOB
BRD-K49791723,BRD-K49791723,HEPG2,-0.2641,-1.107,0.8295,0.224155,,
dasabuvir,BRD-K02943813,MCF7,-0.2641,-1.107,0.8295,0.41739,HCV inhibitor,
ZD-7155,BRD-K11373525,PC3,-0.2641,-1.1073,0.8296,0.204299,Angiotensin receptor antagonist,AGTR1
BRD-K25214457,BRD-K25214457,VCAP,-0.2641,-1.1073,0.8295,0.276037,,
BRD-A94297859,BRD-A94297859,A375,-0.2641,-1.1073,0.8295,0.221229,,
MLN-4924,BRD-K67844266,BJAB,-0.2641,-1.1072,0.8295,0.437131,Nedd activating enzyme inhibitor,NAE1|UBA3
BRD-K41355839,BRD-K41355839,U2OS,-0.2641,-1.1072,0.8295,0.209806,,
inhibitor-BEC,BRD-K53792571,VCAP,-0.264,-1.1066,0.8295,0.277386,Arginase inhibitor,ARG2|ARG1
paclitaxel,BRD-K62008436,A549,-0.264,-1.1069,0.8295,0.381915,Tubulin inhibitor,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
faropenem,BRD-A49622760,HA1E,-0.264,-1.1066,0.8295,0.280127,Lactamase inhibitor,
BRD-K57357721,BRD-K57357721,U2OS,-0.264,-1.1068,0.8295,0.213956,,
CD-00491SC,BRD-K99311057,HEPG2,-0.264,-1.1069,0.8295,0.210122,,
telmesteine,BRD-A05523972,A375,-0.264,-1.1067,0.8295,0.265204,Mucolytic,
DAU-5884,BRD-K31633810,HT29,-0.2639,-1.1062,0.8295,0.321328,Acetylcholine receptor antagonist,CHRM3|CHRM1
BRD-K26459891,BRD-K26459891,U2OS,-0.2639,-1.1062,0.8295,0.233209,,
brefeldin-a,BRD-A17065207,HA1E,-0.2639,-1.1063,0.8295,0.42735,,
BRD-K29776425,BRD-K29776425,HCC515,-0.2639,-1.1062,0.8295,0.309363,,
BRD-K38292946,BRD-K38292946,HEPG2,-0.2639,-1.1062,0.8295,0.43901,,
dexamethasone,BRD-A35108200,AGS,-0.2639,-1.1062,0.8295,0.228022,,
BRD-K85208848,BRD-K85208848,A549,-0.2639,-1.1062,0.8295,0.393246,,
BH3I-1,BRD-A71799696,A549,-0.2639,-1.1062,0.8295,0.240186,,
BRD-K87550320,BRD-K87550320,A549,-0.2639,-1.1064,0.8295,0.365372,,
BI-D1870,BRD-A81370665,OCILY3,-0.2639,-1.1064,0.8295,0.531964,Ribosomal protein inhibitor,RPS6KA1|RPS6KA2|RPS6KA3|RPS6KA6
dexloxiglumide,BRD-K07609981,HELA,-0.2639,-1.1065,0.8295,0.588969,CCK receptor antagonist,CCKAR
MK-1775,BRD-K54256913,AGS,-0.2639,-1.1064,0.8295,0.246945,WEE1 kinase inhibitor,WEE1
ripasudil,BRD-K53814070,YAPC,-0.2639,-1.1063,0.8295,0.513169,Rho associated kinase inhibitor,ROCK1|ROCK2
BRD-K21517000,BRD-K21517000,PC3,-0.2639,-1.1063,0.8295,0.396921,,
BRD-K99760897,BRD-K99760897,U2OS,-0.2639,-1.1064,0.8295,0.234194,,
BRD-K29458822,BRD-K29458822,VCAP,-0.2639,-1.1062,0.8295,0.252412,,
BRD-K24632213,BRD-K24632213,U2OS,-0.2639,-1.1063,0.8295,0.250603,,
BRD-K38044934,BRD-K38044934,PC3,-0.2638,-1.106,0.8295,0.33045,,
betulinic-acid,BRD-K38744518,YAPC,-0.2638,-1.106,0.8295,0.206817,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV integrase inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor,GPBAR1|CASP3|CASP8|TOP1
diclofenac,BRD-K08252256,HEPG2,-0.2638,-1.1061,0.8295,0.394738,Cyclooxygenase inhibitor,PTGS1|PTGS2|CYP2C8|AKR1C3|ALOX5|ASIC1|ASIC3|KCNQ2|KCNQ3|PLA2G2A|PPARG|SCN4A
BRD-K44510578,BRD-K44510578,HA1E,-0.2638,-1.1057,0.8295,0.410172,,
BRD-K81335188,BRD-K81335188,A549,-0.2638,-1.1058,0.8295,0.207231,,
PHA-848125,BRD-K60997853,HAP1,-0.2638,-1.1058,0.8295,0.25559,CDK inhibitor|Growth factor receptor inhibitor,CDK2|CDK4|NTRK1|CDK1|CDK5|CDK7
BRD-K49553303,BRD-K49553303,MCF7,-0.2638,-1.1061,0.8295,0.263995,,
L-NAME,BRD-K33141550,HA1E,-0.2638,-1.1058,0.8295,0.213746,Nitric oxide synthase inhibitor,
zibotentan,BRD-K31553034,HEPG2,-0.2638,-1.1059,0.8295,0.238862,Endothelin receptor antagonist,EDNRA
BRD-K81727454,BRD-K81727454,A549,-0.2638,-1.1059,0.8295,0.392608,,
paclitaxel,BRD-A28746609,KMS34,-0.2638,-1.1058,0.8295,0.406772,Tubulin inhibitor,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
triclosan,BRD-K41731458,HCC515,-0.2637,-1.1057,0.8295,0.558573,Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor,DNMT1
zardaverine,BRD-K37561857,A549,-0.2637,-1.1056,0.8295,0.259688,Phosphodiesterase inhibitor,PDE4D|PDE3A|PDE4A|PDE4B|PDE4C
alvespimycin,BRD-K23499943,A375,-0.2637,-1.1056,0.8295,0.525285,HSP inhibitor,HSP90AA1
SA-1920013,BRD-K05639119,HA1E,-0.2637,-1.1055,0.8294,0.30153,,
telbivudine,BRD-K15976406,A375,-0.2637,-1.1055,0.8295,0.397382,DNA inhibitor,TK2
tivantinib,BRD-K33379087,A549,-0.2636,-1.1052,0.8285,0.509862,Tyrosine kinase inhibitor,MET
TUL-XVIII076,BRD-K96640811,HA1E,-0.2636,-1.1051,0.8284,0.236734,,
BRD-K11260407,BRD-K11260407,A549,-0.2636,-1.1052,0.8285,0.297536,,
QL-XII-47,BRD-K99252563,PC3,-0.2636,-1.105,0.8277,0.335372,,
mericitabine,BRD-K69726595,YAPC,-0.2636,-1.1053,0.829,0.277622,HCV inhibitor,
A-443654,BRD-K88573743,TMD8,-0.2635,-1.1045,0.8237,0.23628,,
BRD-K71401720,BRD-K71401720,HEPG2,-0.2635,-1.1048,0.8259,0.528144,,
GW-843682X,BRD-K90382497,THP1,-0.2635,-1.1046,0.8249,0.284177,PLK inhibitor,
BRD-K13445266,BRD-K13445266,U2OS,-0.2635,-1.1048,0.8258,0.219662,,
BRD-K98039984,BRD-K98039984,HBL1,-0.2635,-1.1047,0.825,0.416564,,
clofazimine,BRD-K56614220,HELA,-0.2634,-1.1043,0.82,0.777309,Bacterial DNA inhibitor,
hyoscyamine,BRD-A78303415,HT29,-0.2634,-1.1042,0.8198,0.252918,Acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4
alisertib,BRD-K75295174,HEPG2,-0.2634,-1.1043,0.8209,0.486127,Aurora kinase inhibitor,AURKA
BRD-K67519589,BRD-K67519589,A375,-0.2633,-1.1038,0.8189,0.260211,,
pentylenetetrazol,BRD-K57718010,VCAP,-0.2633,-1.1039,0.8192,0.202994,GABA receptor antagonist,
BRD-K15790516,BRD-K15790516,VCAP,-0.2633,-1.1038,0.8191,0.201285,,
ST-208960,BRD-A33325795,PC3,-0.2633,-1.1039,0.8192,0.242178,,
L-741742,BRD-K13211965,A549,-0.2633,-1.104,0.8194,0.220846,Dopamine receptor antagonist,DRD4|DRD3|SCN1A|SCN3A
BRD-K61894884,BRD-K61894884,MCF7,-0.2633,-1.1039,0.8192,0.464639,,
BRD-K21001652,BRD-K21001652,HCC515,-0.2633,-1.1037,0.8184,0.307374,,
BRD-K96456313,BRD-K96456313,HCC515,-0.2633,-1.1037,0.8183,0.306708,,
dofequidar,BRD-A14941520,HT29,-0.2633,-1.1038,0.8191,0.238307,MRP inhibitor|P-glycoprotein inhibitor,ABCB1|ABCC1
isoeugenol,BRD-K05737787,HCC515,-0.2632,-1.1036,0.818,0.599258,Nitric oxide production inhibitor,
BRD-K48204702,BRD-K48204702,ASC,-0.2632,-1.1034,0.8169,0.209293,,
YL-61,BRD-K55473186,HA1E,-0.2632,-1.1035,0.8171,0.212686,,
luteolin,BRD-K05236810,MCF10A,-0.2632,-1.1036,0.8181,0.236873,Glucosidase inhibitor,AKR1B1|GAA|MAOA|XDH|TOP1
BRD-K50266413,BRD-K50266413,HT29,-0.2632,-1.1036,0.8177,0.336711,,
alitretinoin,BRD-K35483542,A375,-0.2632,-1.1032,0.816,0.210171,Retinoid receptor agonist,RARG|RARA|RARB|RXRA|RXRG|RXRB
BRD-K20332840,BRD-K20332840,A549,-0.2632,-1.1036,0.8179,0.213597,,
penitrem-a,BRD-K03842655,HA1E,-0.2632,-1.1035,0.8176,0.360583,,
nizofenone,BRD-K84011460,YAPC,-0.2631,-1.1029,0.8133,0.521762,Ion channel antagonist,
BRD-K08041211,BRD-K08041211,VCAP,-0.2631,-1.103,0.8142,0.216686,,
etoposide,BRD-K46503544,PC3,-0.2631,-1.103,0.8148,0.421022,,
BRD-K81807412,BRD-K81807412,PC3,-0.2631,-1.103,0.8143,0.343222,,
BRD-K01614657,BRD-K01614657,HA1E,-0.2631,-1.1029,0.8133,0.571252,,
CD-1530,BRD-K09619322,HA1E,-0.263,-1.1026,0.8086,0.560684,Retinoid receptor agonist,RARG
BRD-K34404012,BRD-K34404012,A549,-0.263,-1.1024,0.8086,0.263491,,
salirasib,BRD-K98453471,THP1,-0.263,-1.1027,0.8087,0.214548,MTOR inhibitor,TRPA1|MTOR
BRD-K36899442,BRD-K36899442,U2OS,-0.263,-1.1028,0.8088,0.200077,,
PFI-1,BRD-K13094524,HEPG2,-0.263,-1.1025,0.8086,0.371092,Bromodomain inhibitor,BRD4
BRD-K37393297,BRD-K37393297,VCAP,-0.263,-1.1027,0.8086,0.317824,,
BRD-K09068728,BRD-K09068728,HT29,-0.2629,-1.1022,0.8086,0.269894,,
BRD-K17025677,BRD-K17025677,VCAP,-0.2629,-1.1022,0.8086,0.205746,,
BRD-K57275439,BRD-K57275439,U2OS,-0.2629,-1.1021,0.8085,0.338709,,
bifonazole,BRD-A94543220,MCF7,-0.2629,-1.1022,0.8086,0.454815,Sterol demethylase inhibitor,CYP2B6
BRD-K92949288,BRD-K92949288,U2OS,-0.2629,-1.1023,0.8086,0.348881,,
BRD-K15640888,BRD-K15640888,MCF7,-0.2629,-1.102,0.8084,0.285863,,
BRD-K47501804,BRD-K47501804,A549,-0.2629,-1.1023,0.8086,0.4723,,
BRD-A89049230,BRD-A89049230,HT29,-0.2629,-1.1023,0.8086,0.206192,,
mebendazole,BRD-K77987382,HELA,-0.2628,-1.1019,0.8083,0.588297,Tubulin inhibitor,TUBA1A|TUBB|TUBB4B
skatole,BRD-K73824630,MCF7,-0.2628,-1.1018,0.8083,0.217534,Thrombin inhibitor,CYP2F1
BRD-K33368990,BRD-K33368990,VCAP,-0.2628,-1.1015,0.8077,0.2747,,
BRD-K82234732,BRD-K82234732,U2OS,-0.2628,-1.1017,0.8082,0.203497,,
paclitaxel,BRD-A28746609,MINO,-0.2628,-1.1018,0.8083,0.787884,Tubulin inhibitor,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
BRD-K60391168,BRD-K60391168,HCC515,-0.2628,-1.1015,0.8077,0.339463,,
ML-4054,BRD-K90072296,ASC,-0.2628,-1.1016,0.8078,0.289064,,
acetylsalicylsalicylic-acid,BRD-K46585355,PC3,-0.2627,-1.1013,0.8066,0.204099,Cyclooxygenase inhibitor,
BRD-K48505079,BRD-K48505079,HA1E,-0.2627,-1.1013,0.8064,0.342909,,
BRD-K77983109,BRD-K77983109,A549,-0.2627,-1.1012,0.8018,0.249016,,
hypoestoxide,BRD-A51571244,A375,-0.2627,-1.1015,0.8075,0.656134,IKK inhibitor,IKBKB|IL1B|TNF|IL6
sulconazole,BRD-A70649075,U2OS,-0.2626,-1.1007,0.8014,0.253362,Sterol demethylase inhibitor,
BRD-K64305210,BRD-K64305210,HA1E,-0.2626,-1.1008,0.8015,0.335966,,
FGIN-1-27,BRD-K09778810,U2OS,-0.2626,-1.1008,0.8015,0.206787,Inositol monophosphatase inhibitor,TSPO
BRD-K31126514,BRD-K31126514,HA1E,-0.2626,-1.1008,0.8015,0.234455,,
benzthiazide,BRD-K21450440,HELA,-0.2625,-1.1003,0.7999,0.203993,Carbonic anhydrase inhibitor,CA2|SLC12A3|CA1|CA12|CA4|CA9
equol,BRD-A74907996,MCF7,-0.2625,-1.1004,0.8003,0.277293,,
nocodazole,BRD-K12539581,MCF7,-0.2625,-1.1007,0.8014,0.377328,Tubulin inhibitor,HPGDS
BRD-K79353214,BRD-K79353214,HCC515,-0.2624,-1.0999,0.7999,0.366922,,
paclitaxel,BRD-K62008436,A375,-0.2624,-1.1002,0.7999,0.407847,Tubulin inhibitor,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
BRD-A62591245,BRD-A62591245,MCF10A,-0.2624,-1.1001,0.7999,0.273736,,
lovastatin,BRD-A70155556,VCAP,-0.2624,-1.1001,0.7999,0.272458,,
talipexole,BRD-K75615183,HEPG2,-0.2624,-1.1002,0.7999,0.29354,Adrenergic receptor agonist|Dopamine receptor agonist,DRD2|HTR3A|ADRA2A
fludarabine,BRD-K66788707,HA1E,-0.2623,-1.0996,0.7997,0.228805,DNA inhibitor,ADA|RRM1|RRM2
L-701252,BRD-K10176267,PC3,-0.2623,-1.0998,0.7999,0.223812,Glutamate receptor antagonist,GRIN1
XMD-132,BRD-K86274953,SKBR3,-0.2623,-1.0998,0.7999,0.243422,,
fludrocortisone-acetate,BRD-A38749782,HCC515,-0.2623,-1.0996,0.7997,0.270726,Glucocorticoid receptor agonist|Mineralocorticoid receptor agonist,NR3C2|AR|NR3C1
regorafenib,BRD-K16730910,ASC,-0.2622,-1.0992,0.7932,0.609294,FGFR inhibitor|KIT inhibitor|PDGFR inhibitor|RAF inhibitor|RET inhibitor|VEGFR inhibitor,KDR|KIT|RET|FLT1|FLT4|PDGFRA|TEK|BRAF|ABL1|DDR2|FGFR1|FGFR2|FRK|MAPK11|PDGFRB|RAF1|CYP2B6|CYP2C19|CYP2C8|FGF2|EPHA2|NTRK1
meclizine,BRD-A50311610,MCF7,-0.2622,-1.0994,0.7947,0.229383,Constitutive androstane receptor (CAR) agonist,NR1I3|HRH1
tiabendazole,BRD-K77695569,A375,-0.2622,-1.0994,0.7953,0.270044,Angiogenesis inhibitor,
BRD-K79657514,BRD-K79657514,HT29,-0.2621,-1.0989,0.7931,0.292021,,
BRD-K14082333,BRD-K14082333,U2OS,-0.2621,-1.099,0.7931,0.237144,,
BRD-K35219796,BRD-K35219796,HEPG2,-0.2621,-1.0987,0.7919,0.367716,,
H-7,BRD-A55756846,HA1E,-0.262,-1.0985,0.7888,0.261719,PKA inhibitor,
zardaverine,BRD-K37561857,YAPC,-0.262,-1.0985,0.7889,0.492231,Phosphodiesterase inhibitor,PDE4D|PDE3A|PDE4A|PDE4B|PDE4C
BRD-K82777549,BRD-K82777549,HT29,-0.262,-1.0982,0.7861,0.286346,,
BRD-K20032655,BRD-K20032655,ASC,-0.2619,-1.0978,0.7798,0.222966,,
losartan,BRD-K76205745,MCF10A,-0.2619,-1.0979,0.781,0.200715,Angiotensin receptor antagonist,AGTR1
CYT-387,BRD-K87737963,HELA,-0.2619,-1.0978,0.7798,0.329513,JAK inhibitor,JAK1|JAK2|JAK3
citral,BRD-K31899031,A549,-0.2619,-1.0979,0.7807,0.336589,,
clomifene,BRD-K29950728,A549,-0.2619,-1.098,0.7852,0.80777,Estrogen receptor antagonist,ESR1|AR
ruxolitinib,BRD-K53972329,SKBR3,-0.2619,-1.0981,0.7854,0.207009,JAK inhibitor,JAK1|JAK2|TYK2|JAK3
erythrosine,BRD-K14920963,MCF7,-0.2619,-1.098,0.7849,0.341999,Coloring agent,
BRD-K13788250,BRD-K13788250,U2OS,-0.2618,-1.0977,0.7798,0.22561,,
BRD-K23299829,BRD-K23299829,U2OS,-0.2618,-1.0977,0.7798,0.295985,,
bepotastine,BRD-K98624455,PC3,-0.2618,-1.0976,0.7798,0.293033,Histamine receptor antagonist,HRH1
SKF-86002,BRD-K96809896,HA1E,-0.2618,-1.0976,0.7798,0.357222,P38 MAPK inhibitor,ALOX5|MAPK14
AT-406,BRD-K83030136,HA1E,-0.2618,-1.0977,0.7798,0.27957,IAP antagonist,
BRD-K53472085,BRD-K53472085,PC3,-0.2618,-1.0977,0.7798,0.200077,,
norgestrel,BRD-A50928468,HCC515,-0.2618,-1.0975,0.7797,0.354622,,
practolol,BRD-A41304429,PC3,-0.2618,-1.0976,0.7798,0.366546,Adrenergic receptor antagonist,ADRB1
BRD-K70901996,BRD-K70901996,HCC515,-0.2618,-1.0974,0.7791,0.370251,,
austricine,BRD-K64236792,PC3,-0.2617,-1.0969,0.778,0.234978,,
BRD-K62466453,BRD-K62466453,PC3,-0.2617,-1.0971,0.7782,0.308071,,
oxfendazole,BRD-A33447119,MCF7,-0.2617,-1.0972,0.7784,0.5093,Anthelmintic,
BRD-K32896438,BRD-K32896438,HCC515,-0.2617,-1.0972,0.7784,0.407998,,
colchicine,BRD-K00259736,HEK293,-0.2617,-1.097,0.778,0.558679,Tubulin inhibitor,TUBB|TUBB1|GLRA1|GLRA2|TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA3D|TUBA3E|TUBA4A|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBB8
GDC-834,BRD-K32428408,NALM6,-0.2617,-1.0971,0.7782,0.265847,,
regorafenib,BRD-K16730910,A375,-0.2616,-1.0966,0.7779,0.267916,FGFR inhibitor|KIT inhibitor|PDGFR inhibitor|RAF inhibitor|RET inhibitor|VEGFR inhibitor,KDR|KIT|RET|FLT1|FLT4|PDGFRA|TEK|BRAF|ABL1|DDR2|FGFR1|FGFR2|FRK|MAPK11|PDGFRB|RAF1|CYP2B6|CYP2C19|CYP2C8|FGF2|EPHA2|NTRK1
calpeptin,BRD-A84045418,YAPC,-0.2616,-1.0966,0.7779,0.228798,,
LY-364947,BRD-K06234293,PC3,-0.2616,-1.0969,0.7779,0.219569,TGF-beta receptor inhibitor|P38 MAPK inhibitor,TGFBR1
BRD-K40222892,BRD-K40222892,U2OS,-0.2616,-1.0967,0.7779,0.28529,,
BRD-K38756014,BRD-K38756014,HCC515,-0.2616,-1.0968,0.7779,0.255252,,
SIB-1893,BRD-K67439147,SKB,-0.2615,-1.0962,0.7778,0.338483,,
BRD-K71799397,BRD-K71799397,U2OS,-0.2615,-1.0962,0.7778,0.238048,,
EMF-csc-9,BRD-K01712134,HT29,-0.2615,-1.0964,0.7778,0.245803,,
BRD-K74329753,BRD-K74329753,HEPG2,-0.2615,-1.0961,0.7778,0.211335,,
HG-9-91-01,BRD-K26760349,NPC,-0.2615,-1.0964,0.7778,0.525678,,
BRD-K70074151,BRD-K70074151,PC3,-0.2614,-1.0957,0.7763,0.200765,,
FG-7142,BRD-K61951118,PC3,-0.2614,-1.0959,0.7776,0.213166,GABA receptor agonist,
BRD-K43570134,BRD-K43570134,A375,-0.2614,-1.096,0.7778,0.504301,,
BRD-K92503225,BRD-K92503225,A375,-0.2614,-1.096,0.7778,0.237036,,
LY-2157299,BRD-K78118466,PC3,-0.2614,-1.0958,0.7774,0.205435,TGF-beta receptor inhibitor,TGFBR1
BRD-K82594686,BRD-K82594686,MCF7,-0.2614,-1.096,0.7777,0.359959,,
BRD-K99171789,BRD-K99171789,VCAP,-0.2614,-1.0956,0.7757,0.21593,,
calcitriol,BRD-A84327315,HCC515,-0.2614,-1.0959,0.7777,0.238605,,
SA-1456751,BRD-K22563530,A375,-0.2613,-1.0955,0.7742,0.309561,,
BRD-K25774147,BRD-K25774147,HCC515,-0.2613,-1.0956,0.7747,0.300307,,
edaravone,BRD-K35458079,MCF7,-0.2613,-1.0956,0.7747,0.304163,Nootropic agent,BCL2
pheniramine,BRD-A23072235,HT29,-0.2613,-1.0955,0.7745,0.203044,Histamine receptor antagonist,HRH1
PRX-08066,BRD-K16757695,PC3,-0.2613,-1.0955,0.7744,0.331065,Serotonin receptor antagonist,HTR2B
propranolol,BRD-A10070317,HEPG2,-0.2613,-1.0954,0.7741,0.223286,Adrenergic receptor antagonist,ADRB2|ADRB3
BRD-K44494044,BRD-K44494044,HCC515,-0.2613,-1.0953,0.7741,0.220151,,
sildenafil,BRD-K79759585,HCC515,-0.2613,-1.0953,0.7741,0.413066,Phosphodiesterase inhibitor,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
