pert_iname,pert_id,cell_iname,raw_cs,norm_cs,fdr_q_nlog10,tas,moa,target_name
BRD-K71746288,BRD-K71746288,MCF7,0.1812,0.7527,0.0179,0.265617,,
bufalin,BRD-K63606607,PC3,0.1813,0.753,0.0182,0.41767,Na/K-ATPase inhibitor,ATP1A1
BRD-A98248982,BRD-A98248982,PC3,0.1813,0.7531,0.0182,0.256769,,
BRD-K98938228,BRD-K98938228,U2OS,0.1814,0.7537,0.0185,0.214505,,
BRD-K95286134,BRD-K95286134,A549,0.1814,0.7535,0.0185,0.213645,,
BRD-K49877948,BRD-K49877948,U2OS,0.1814,0.7536,0.0185,0.266193,,
BRD-K39507792,BRD-K39507792,VCAP,0.1814,0.7534,0.0183,0.25453,,
UNC-0642,BRD-K60130390,A375,0.1815,0.7541,0.0185,0.202136,Histone lysine methyltransferase inhibitor,EHMT1|EHMT2
barasertib-HQPA,BRD-K63923597,HS578T,0.1815,0.754,0.0185,0.280546,Aurora kinase inhibitor,AURKB|AURKC|AURKA
TPCA-1,BRD-K51575138,HEK293,0.1815,0.7537,0.0185,0.200642,IKK inhibitor,IKBKB
BRD-K26733240,BRD-K26733240,VCAP,0.1815,0.7539,0.0185,0.212589,,
BRD-K12132598,BRD-K12132598,PC3,0.1815,0.754,0.0185,0.454887,,
SD-6-035-B2,BRD-K48703351,MCF7,0.1815,0.754,0.0185,0.277367,,
methiopril,BRD-A32172948,MCF10A,0.1816,0.7542,0.0185,0.215051,ACE inhibitor,ACE
spiperone,BRD-K55468218,SKB,0.1816,0.7545,0.0186,0.240462,Dopamine receptor antagonist,DRD2|ADRA1A|DRD3|DRD4|HTR1A|HTR2A|HTR7|ADRA1B|ADRA1D|DRD1|DRD5|HTR1D|HTR2B|HTR2C|HTR6
lapatinib,BRD-M07438658,A549,0.1817,0.7548,0.0186,0.205497,,
genipin,BRD-A04308630,VCAP,0.1817,0.7547,0.0186,0.303187,,
PKCbeta-inhibitor,BRD-K89687904,HT29,0.1817,0.7549,0.0189,0.302951,PKC inhibitor,
FU-JMBII227B,BRD-K92895207,HT29,0.1818,0.7551,0.0189,0.242009,,
BRD-K14203360,BRD-K14203360,U2OS,0.1818,0.7551,0.0189,0.216828,,
BAS-09104376,BRD-K55991774,HCC515,0.1818,0.755,0.0189,0.327693,HIV inhibitor,
BRD-K10484463,BRD-K10484463,ASC,0.1818,0.755,0.0189,0.339463,,
afatinib,BRD-K66175015,HT29,0.1819,0.7556,0.019,0.397119,EGFR inhibitor,EGFR|ERBB2|ERBB4
BRD-K22988729,BRD-K22988729,U2OS,0.1819,0.7555,0.019,0.208388,,
modafinil,BRD-A16332958,HCC515,0.1819,0.7557,0.019,0.220429,Adrenergic receptor agonist,SLC6A3|CYP1A2|CYP2B6|CYP2C19|CYP3A4|CYP3A5|ADRA1B
BRD-K42021584,BRD-K42021584,A375,0.1819,0.7558,0.019,0.31234,,
BRD-K95037415,BRD-K95037415,HCC515,0.182,0.7559,0.019,0.307274,,
BRD-K04923131,BRD-K04923131,ASC,0.182,0.7561,0.019,0.216403,GSK inhibitor|Lipoxygenase inhibitor,GSK3B|ALOX5|GSK3A
BRD-K21367867,BRD-K21367867,U2OS,0.182,0.7561,0.019,0.244573,,
BRD-K09329774,BRD-K09329774,MCF7,0.182,0.756,0.019,0.250255,,
BRD-K81218586,BRD-K81218586,MCF7,0.1821,0.7565,0.019,0.222277,,
BRD-K76436920,BRD-K76436920,U2OS,0.1821,0.7564,0.019,0.360427,,
BRD-K95488738,BRD-K95488738,U2OS,0.1821,0.7564,0.019,0.336437,,
BRD-K70875408,BRD-K70875408,HEPG2,0.1821,0.7566,0.019,0.378094,,
GW-405833,BRD-K10705233,NOMO1,0.1821,0.7566,0.019,0.25659,Cannabinoid receptor agonist,CNR2
BRD-K48576794,BRD-K48576794,MCF7,0.1822,0.7567,0.019,0.40722,,
Ro-28-1675,BRD-K21672174,HT29,0.1823,0.7573,0.0191,0.545647,Glucokinase activator,GCK
BRD-K72451865,BRD-K72451865,HCC515,0.1823,0.7572,0.019,0.569828,,
SA-1017940,BRD-K53308430,HA1E,0.1824,0.7576,0.0191,0.266769,,
BRD-K97763545,BRD-K97763545,U2OS,0.1824,0.7578,0.0191,0.24059,,
BRD-K57696989,BRD-K57696989,U2OS,0.1824,0.7578,0.0191,0.357794,,
CGP-71683,BRD-K31912990,A375,0.1824,0.7578,0.0191,0.333354,,
vandetanib,BRD-K77625799,PC3,0.1825,0.7581,0.0193,0.31586,EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
BRD-A98444709,BRD-A98444709,PC3,0.1825,0.7581,0.0192,0.271254,,
RG-108,BRD-K89391146,VCAP,0.1825,0.7579,0.0191,0.223195,DNA inhibitor,DNMT1|DNMT3B
BRD-K93623501,BRD-K93623501,HEPG2,0.1826,0.7585,0.0196,0.253664,,
BRD-K43375231,BRD-K43375231,U2OS,0.1827,0.759,0.0198,0.323942,,
BRD-K98739056,BRD-K98739056,PC3,0.1827,0.759,0.0198,0.309957,,
BRD-K57064803,BRD-K57064803,HA1E,0.1827,0.759,0.0198,0.248184,,
CGI-1746,BRD-K62014504,MCF7,0.1827,0.7588,0.0196,0.317187,,
paclitaxel,BRD-A28746609,HCC515,0.1827,0.7589,0.0197,0.405333,Tubulin inhibitor,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
BRD-K83548510,BRD-K83548510,NPC,0.1828,0.7593,0.02,0.20168,,
elesclomol,BRD-K82135108,AGS,0.1828,0.7592,0.0198,0.294982,Oxidizing agent,TOP2A|HSPA1A
NTNCB,BRD-A94413429,PC3,0.1829,0.7599,0.0201,0.369085,,
resveratrol,BRD-K80738081,HCC515,0.1829,0.7599,0.0201,0.487827,Cytochrome P450 inhibitor|SIRT activator,PTGS1|SIRT1|PTGS2|APOA1|BACE1|MAOA|SCN5A|TXNRD1|TXNRD2|XDH|CSNK2A1|NQO2
BRD-K33148516,BRD-K33148516,VCAP,0.1829,0.76,0.0201,0.419977,,
BRD-K22356478,BRD-K22356478,U2OS,0.1829,0.7598,0.0201,0.219592,,
BRD-K85124606,BRD-K85124606,U2OS,0.1829,0.7598,0.0201,0.293627,,
HTS-11203SC,BRD-K78549347,VCAP,0.183,0.7601,0.0204,0.205522,,
necrosulfonamide,BRD-K64117221,A549,0.183,0.7604,0.0204,0.313304,,
sitagliptin,BRD-K19416115,HEPG2,0.183,0.7603,0.0204,0.252493,Dipeptidyl peptidase inhibitor,DPP4|CYP2C8|FASLG|HMGCR|SLC22A8
kynuramine,BRD-A31227688,HCC515,0.1831,0.7606,0.0207,0.449801,Aryl hydrocarbon receptor activator,
BRD-K71742078,BRD-K71742078,A375,0.1832,0.7612,0.0209,0.299488,,
BRD-K20542687,BRD-K20542687,U2OS,0.1832,0.761,0.0209,0.212349,,
BRD-K45505681,BRD-K45505681,A549,0.1832,0.7611,0.0209,0.267381,,
serdemetan,BRD-K60219430,AGS,0.1832,0.7611,0.0209,0.21744,,
efavirenz,BRD-K40758068,VCAP,0.1833,0.7616,0.0212,0.403018,HIV inhibitor,CYP2B6|CYP2C19|CYP3A4|CYP2C8|CYP3A5|CYP1A2|CYP2C9|CYP2D6
kep,BRD-U81160678,MCF7,0.1833,0.7615,0.0211,0.200765,,
BRD-K86027709,BRD-K86027709,HEPG2,0.1833,0.7612,0.0209,0.221678,,
purvalanol-a,BRD-K50836978,HT29,0.1833,0.7615,0.0211,0.430793,CDK inhibitor|DYRK inhibitor,CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CSNK1G3|RPS6KA1|SRC
BRD-K85110576,BRD-K85110576,U2OS,0.1833,0.7616,0.0212,0.351683,,
BRD-K39177148,BRD-K39177148,VCAP,0.1834,0.762,0.0212,0.326019,,
BRD-K93880770,BRD-K93880770,U2OS,0.1834,0.7618,0.0212,0.492957,,
BRD-A68949340,BRD-A68949340,U2OS,0.1835,0.7623,0.0213,0.267401,,
PF-05212384,BRD-K07955840,SKMEL5,0.1835,0.7623,0.0213,0.622926,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA|PIK3CG
AGN-192403,BRD-A79038507,MCF10A,0.1835,0.7622,0.0213,0.480627,Imidazoline receptor ligand,NISCH
FQI-1,BRD-A91658086,PC3,0.1836,0.7629,0.0214,0.486862,,
7-hydroxystaurosporine,BRD-K45293975,A375,0.1836,0.7628,0.0214,0.719024,CDK inhibitor|CHK inhibitor|PKC inhibitor,
BRD-K85806228,BRD-K85806228,NPC,0.1836,0.7628,0.0214,0.210657,,
BRD-K95037415,BRD-K95037415,HEPG2,0.1836,0.7629,0.0214,0.361207,,
BRD-K74680333,BRD-K74680333,U2OS,0.1836,0.7626,0.0214,0.222231,,
BRD-K65160467,BRD-K65160467,HA1E,0.1836,0.7627,0.0214,0.299283,,
BRD-K84838433,BRD-K84838433,VCAP,0.1837,0.7631,0.0214,0.23723,,
cyclosporin-a,BRD-A38030642,THP1,0.1837,0.763,0.0214,0.317145,,
selumetinib,BRD-K57080016,MDAMB231,0.1837,0.763,0.0214,0.224807,MEK inhibitor,MAP2K1|MAP2K2
BRD-K84388444,BRD-K84388444,U2OS,0.1838,0.7637,0.0214,0.244364,,
alisertib,BRD-K75295174,HCC515,0.1838,0.7637,0.0214,0.276986,Aurora kinase inhibitor,AURKA
PLX-4720,BRD-K16478699,SKBR3,0.1838,0.7635,0.0214,0.206823,RAF inhibitor,BRAF|KDR
BRD-K95779464,BRD-K95779464,PC3,0.1838,0.7636,0.0214,0.277717,,
VU-0415113-1,BRD-K49183052,MCF7,0.1838,0.7637,0.0214,0.331755,,
BRD-K24554242,BRD-K24554242,U2OS,0.1839,0.764,0.0215,0.60029,,
BRD-K60067222,BRD-K60067222,HT29,0.1839,0.764,0.0215,0.355471,,
BRD-K48178389,BRD-K48178389,HEPG2,0.1839,0.7639,0.0214,0.248513,,
rotenonic-acid,BRD-K34330170,PC3,0.184,0.7644,0.0216,0.204649,Retinoid receptor antagonist,
BRD-K37650321,BRD-K37650321,HT29,0.184,0.7645,0.0218,0.25101,,
BRD-K91663486,BRD-K91663486,NPC,0.1841,0.7648,0.022,0.543995,,
VU-0402604,BRD-K01926222,PC3,0.1841,0.7648,0.0219,0.230763,,
GBR-12935,BRD-K50135270,HCC515,0.1841,0.7646,0.0218,0.282463,Dopamine receptor antagonist,AGTR1|SLC6A3
GSK-1059615,BRD-K02708799,ASC,0.1842,0.765,0.0226,0.351037,,
BRD-K85907501,BRD-K85907501,U2OS,0.1842,0.7654,0.0227,0.213166,,
BRD-K00328666,BRD-K00328666,MCF7,0.1842,0.7652,0.0226,0.378756,,
DAPT-GSI-IX,BRD-A68929948,SKB,0.1843,0.7656,0.0227,0.350474,Gamma secretase inhibitor,
clofibric-acid,BRD-K19111024,HELA,0.1843,0.7656,0.0227,0.293532,PPAR receptor agonist,PPARA
BRD-K24257383,BRD-K24257383,VCAP,0.1843,0.7654,0.0227,0.222966,,
SD-6-035-A8,BRD-K40956802,HT29,0.1843,0.7655,0.0227,0.237962,,
BRD-K55819735,BRD-K55819735,U2OS,0.1843,0.7656,0.0227,0.216639,,
BRD-K19433082,BRD-K19433082,VCAP,0.1844,0.7661,0.0228,0.24554,,
bromocriptine,BRD-K72853990,MCF7,0.1844,0.7659,0.0227,0.204925,,
cuneatin,BRD-K89225759,VCAP,0.1844,0.7659,0.0227,0.208131,,
BRD-K89748981,BRD-K89748981,MCF7,0.1844,0.7659,0.0227,0.275072,,
edrophonium,BRD-K81128206,HT29,0.1844,0.7662,0.023,0.213214,Acetylcholinesterase inhibitor,ACHE|BCHE
WZ-4002,BRD-K72420232,MCF10A,0.1844,0.7662,0.0228,0.294166,EGFR inhibitor,EGFR|ERBB2
SU-1498,BRD-K34995470,SKB,0.1844,0.7661,0.0228,0.253362,VEGFR inhibitor,ERBB2
TWS-119,BRD-K94176593,PC3,0.1844,0.766,0.0227,0.423225,GSK inhibitor,GSK3B|JUN|MYC
BRD-K73114074,BRD-K73114074,U2OS,0.1844,0.766,0.0227,0.248554,,
RU-24969,BRD-K00234327,MCF7,0.1845,0.7666,0.023,0.20797,Serotonin receptor agonist,HTR1A|HTR1B|HTR6|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A
BRD-K26641843,BRD-K26641843,PC3,0.1845,0.7665,0.023,0.341775,,
Ro-19-4605,BRD-K80778372,HEPG2,0.1846,0.7667,0.023,0.215835,GABA receptor agonist,GABRA1|GABRA2|GABRA3|GABRA5
temocapril,BRD-K10784860,A375,0.1846,0.767,0.0232,0.210849,ACE inhibitor,ACE
etoposide,BRD-A18419789,A549,0.1846,0.7668,0.023,0.458659,,
BRD-K14475668,BRD-K14475668,A549,0.1846,0.7668,0.023,0.210195,,
BRD-K09459434,BRD-K09459434,PC3,0.1846,0.767,0.0232,0.261661,,
BRD-K88198340,BRD-K88198340,PC3,0.1847,0.7674,0.0234,0.412112,,
ingenol,BRD-A52650764,A375,0.1847,0.7674,0.0234,0.250766,,
fenticonazole,BRD-A33697453,HUVEC,0.1847,0.7672,0.0234,0.64124,Bacterial cell wall synthesis inhibitor,
acitretin,BRD-K62012036,NPC,0.1847,0.7672,0.0234,0.228693,Retinoid receptor agonist,RARA|RXRG|RARB|RARG|RBP1|RXRA|RXRB|STAT3
BRD-K92947165,BRD-K92947165,U2OS,0.1847,0.7671,0.0232,0.233078,,
SA-1919551,BRD-K05932219,MCF7,0.1848,0.7675,0.0235,0.319605,,
BRD-A13133631,BRD-A13133631,YAPC,0.1849,0.7681,0.0236,0.31054,Glucocorticoid receptor agonist,NR3C1
BRD-K84821804,BRD-K84821804,U2OS,0.1849,0.768,0.0236,0.210122,,
BRD-K02024244,BRD-K02024244,U2OS,0.1849,0.7679,0.0236,0.294114,,
BRD-K28296557,BRD-K28296557,AGS,0.185,0.7683,0.0236,0.349642,AKT inhibitor,
BRD-K68313733,BRD-K68313733,HT29,0.185,0.7687,0.0238,0.458837,,
SA-102096,BRD-K66952385,MCF7,0.185,0.7686,0.0236,0.502509,,
BRD-K66909449,BRD-K66909449,A375,0.1851,0.7689,0.0239,0.371395,,
BRD-K98133478,BRD-K98133478,U2OS,0.1851,0.7691,0.0239,0.303692,,
BRD-K55699053,BRD-K55699053,VCAP,0.1852,0.7694,0.024,0.276666,,
BRD-K97614198,BRD-K97614198,VCAP,0.1852,0.7694,0.024,0.358679,,
BRD-K03176945,BRD-K03176945,VCAP,0.1853,0.7696,0.024,0.322947,,
BRD-K33235400,BRD-K33235400,MCF7,0.1853,0.7699,0.0244,0.283763,,
PF-04136309,BRD-K94420399,A375,0.1853,0.7696,0.0241,0.260054,CC chemokine receptor antagonist,
digitoxigenin,BRD-K92923799,PC3,0.1853,0.7697,0.0242,0.60477,,
KUC107191N,BRD-A34037822,HL60,0.1853,0.7699,0.0244,0.274923,,
BRD-A77704559,BRD-A77704559,PC3,0.1854,0.7703,0.0246,0.251539,,
BRD-K81218586,BRD-K81218586,VCAP,0.1854,0.7701,0.0244,0.314639,,
BRD-K11474067,BRD-K11474067,U2OS,0.1854,0.7702,0.0245,0.222369,,
BRD-K50737884,BRD-K50737884,VCAP,0.1855,0.7705,0.0246,0.265674,,
BRD-K74596421,BRD-K74596421,A375,0.1855,0.7704,0.0246,0.327708,,
BRD-K10287818,BRD-K10287818,U2OS,0.1855,0.7707,0.0247,0.328907,,
SA-84902,BRD-K93971872,NPC,0.1855,0.7706,0.0246,0.293697,,
bosutinib,BRD-K99964838,HCC515,0.1855,0.7706,0.0246,0.221262,Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK
bisacodyl,BRD-K39987650,HEPG2,0.1856,0.7711,0.0249,0.259384,Laxative,
BRD-K11180501,BRD-K11180501,HEPG2,0.1857,0.7714,0.025,0.223744,,
amcinonide,BRD-A36010170,HEK293,0.1857,0.7715,0.025,0.262448,Glucocorticoid receptor agonist,NR3C1|ANXA1
TL-HRAS-61,BRD-K01877528,HEPG2,0.1858,0.7718,0.025,0.407308,,
BRD-K30199293,BRD-K30199293,VCAP,0.1858,0.7718,0.025,0.234586,,
lonafarnib,BRD-K41599323,U2OS,0.1858,0.7718,0.025,0.439675,Farnesyltransferase inhibitor,FNTA|HRAS|KRAS|NRAS
BRD-K30836161,BRD-K30836161,PC3,0.1858,0.7717,0.025,0.29671,,
ZK-164015,BRD-K05151076,HEPG2,0.1858,0.7716,0.025,0.347236,Estrogen receptor antagonist,ESR1|ESR2
BRD-K37724988,BRD-K37724988,HEPG2,0.1858,0.7717,0.025,0.217275,,
isoxsuprine,BRD-A16700644,PC3,0.1858,0.7719,0.025,0.255612,Adrenergic receptor agonist,ADRB2
BRD-K24598397,BRD-K24598397,VCAP,0.1858,0.7716,0.025,0.469727,,
icilin,BRD-K48869804,VCAP,0.1859,0.7722,0.0251,0.413041,TRPV agonist,TRPA1|TRPM8
BRD-K71552149,BRD-K71552149,U2OS,0.1859,0.772,0.025,0.274141,,
BRD-K63997411,BRD-K63997411,U2OS,0.186,0.7728,0.0256,0.247689,,
forskolin,BRD-K03015355,HT29,0.186,0.7725,0.0252,0.22269,,
BRD-K53978628,BRD-K53978628,VCAP,0.186,0.7725,0.0251,0.215028,,
BRD-K44229115,BRD-K44229115,VCAP,0.186,0.7726,0.0253,0.359447,,
ML-4054,BRD-K90072296,A549,0.186,0.7726,0.0253,0.211142,,
testosterone,BRD-A55393291,HEPG2,0.1861,0.7731,0.0257,0.355356,Androgen receptor agonist,AR|CYP2C19|CYP2C8|CYP3A5|CYP19A1
mepacrine,BRD-A45889380,AGS,0.1861,0.7731,0.0258,0.233078,NFKB inhibitor|Cytokine production inhibitor|p53 activator,TP53|AKT1|MTOR|NFKB1|PLA2G2A|PLA2G2D|PLA2G1B|PLA2G4A|PLA2G6|PLCL1
BRD-K18726304,BRD-K18726304,A375,0.1862,0.7737,0.0261,0.393402,,
sulfallate,BRD-K75186216,MCF10A,0.1862,0.7734,0.0258,0.206192,,
BRD-K12690157,BRD-K12690157,HEPG2,0.1862,0.7734,0.0258,0.277367,,
BRD-K19642661,BRD-K19642661,VCAP,0.1862,0.7734,0.0258,0.261446,,
buphenine,BRD-A36267905,HCC515,0.1862,0.7735,0.0259,0.2208,Adrenergic receptor agonist,ADRB2
doxorubicin,BRD-A52530684,SKMEL5,0.1862,0.7736,0.026,0.799156,Topoisomerase inhibitor,TOP2A
BRD-K90826279,BRD-K90826279,HCT116,0.1862,0.7736,0.026,0.438999,,
semaxanib,BRD-K63504947,A549,0.1862,0.7736,0.026,0.201606,VEGFR inhibitor,KDR|FLT1|KIT|PDGFRB|FLT3|MET|FGFR1|PDGFRA|RET
BRD-K76636716,BRD-K76636716,U2OS,0.1863,0.774,0.0263,0.263005,,
BRD-K26016896,BRD-K26016896,VCAP,0.1863,0.774,0.0262,0.304566,,
BRD-A18763547,BRD-A18763547,A375,0.1863,0.7738,0.0261,0.738165,Cytochrome P450 inhibitor,
isoxicam,BRD-A75552914,HCC515,0.1863,0.7737,0.0261,0.247771,Cyclooxygenase inhibitor,PTGS1|PTGS2
BRD-K69406317,BRD-K69406317,ASC,0.1864,0.7745,0.0265,0.206267,,
BRD-K81335188,BRD-K81335188,HEPG2,0.1864,0.7744,0.0265,0.366155,,
conivaptan,BRD-K37385792,THP1,0.1864,0.7743,0.0265,0.261875,Vasopressin receptor antagonist,AVPR1A|AVPR2|OXT|OXTR
BRD-K73261812,BRD-K73261812,HT29,0.1864,0.7742,0.0264,0.49998,Beta catenin inhibitor,CTNNB1
BRD-K71265179,BRD-K71265179,A549,0.1864,0.7742,0.0264,0.346322,,
MRS-1754,BRD-K72024482,HCC515,0.1865,0.7747,0.0265,0.213214,Adenosine receptor antagonist,ADORA2B
BRD-K11458523,BRD-K11458523,VCAP,0.1865,0.7746,0.0265,0.318162,,
BRD-K81131499,BRD-K81131499,U2OS,0.1865,0.7747,0.0266,0.364588,,
BRD-K04188046,BRD-K04188046,MCF7,0.1865,0.7748,0.0268,0.278764,,
BRD-K24752075,BRD-K24752075,VCAP,0.1865,0.7748,0.0268,0.435925,,
sotrastaurin,BRD-K16761703,NALM6,0.1865,0.7746,0.0265,0.314964,PKC inhibitor,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH
lupanine,BRD-A92826379,U2OS,0.1865,0.7746,0.0265,0.201984,Sodium channel inhibitor,INS
BRD-K02313433,BRD-K02313433,PC3,0.1865,0.7746,0.0265,0.282463,,
estrone,BRD-K15236393,MCF7,0.1866,0.7753,0.0269,0.285427,,
BRD-K19216856,BRD-K19216856,HT29,0.1866,0.7752,0.0269,0.221424,Nitric oxide synthase inhibitor,
BRD-K90734182,BRD-K90734182,VCAP,0.1866,0.7752,0.0269,0.283186,,
BRD-K48654774,BRD-K48654774,VCAP,0.1866,0.7751,0.0269,0.224155,,
quinoclamine,BRD-K66792149,HEPG2,0.1867,0.7756,0.0271,0.351072,Algicide,
BRD-K02964016,BRD-K02964016,PC3,0.1867,0.7757,0.0271,0.222752,,
CD-437,BRD-K28907958,HEPG2,0.1867,0.7756,0.0271,0.281865,Retinoid receptor agonist,RARG
arctigenin,BRD-K53523901,HEPG2,0.1867,0.7756,0.0271,0.250847,MEK inhibitor,ADIPOR1|AHR|CHUK|MAP2K1
tozasertib,BRD-K59369769,HT29,0.1867,0.7754,0.027,0.215266,Aurora kinase inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor,AURKA|AURKB|ABL1|AURKC|BCR|FLT3|JAK2|DDR2|LCK
BRD-K49477330,BRD-K49477330,HCC515,0.1867,0.7754,0.027,0.634755,,
niguldipine,BRD-A43331270,PC3,0.1868,0.7762,0.0275,0.382846,Adrenergic receptor antagonist|Calcium channel blocker,ADRA1A|CACNA1C
BRD-K18294324,BRD-K18294324,VCAP,0.1869,0.7763,0.0277,0.218893,,
BRD-K20231471,BRD-K20231471,MCF7,0.1869,0.7762,0.0276,0.202136,,
BRD-K73304092,BRD-K73304092,VCAP,0.1869,0.7764,0.028,0.319264,,
prazosin,BRD-K49111258,NPC,0.1869,0.7764,0.0279,0.246447,Adrenergic receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CDK1|KCNH2|KCNH6|KCNH7
BRD-K95773671,BRD-K95773671,VCAP,0.1869,0.7764,0.028,0.217346,,
DL-PDMP,BRD-K05653692,HCC515,0.1869,0.7765,0.028,0.231613,Glucosyltransferase inhibitor,UGCG|ASAH1
bicalutamide,BRD-A29485665,A549,0.187,0.7767,0.0285,0.213262,Androgen receptor antagonist,AR|CYP2C19
BRD-K76588894,BRD-K76588894,U2OS,0.187,0.7768,0.0285,0.226334,,
vemurafenib,BRD-K56343971,HT29,0.187,0.7767,0.0285,0.4884,RAF inhibitor,BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1
cortisone,BRD-K43736954,HEPG2,0.1871,0.777,0.0285,0.241417,Androgen receptor antagonist,AR
BRD-K34425773,BRD-K34425773,U2OS,0.1871,0.7773,0.0288,0.387444,,
BRD-K71456612,BRD-K71456612,HEPG2,0.1871,0.7772,0.0288,0.560757,,
resatorvid,BRD-K61567297,OCILY3,0.1871,0.7773,0.0288,0.224351,TLR antagonist,TLR4
BRD-K82883803,BRD-K82883803,U2OS,0.1872,0.7775,0.0288,0.233231,,
PRT-062607,BRD-K53734668,SKMEL5,0.1872,0.7777,0.0288,0.71673,Syk inhibitor,SYK|FGR|MAP3K9
FIT,BRD-K17896185,A549,0.1872,0.7777,0.0288,0.529788,Opioid receptor agonist,OPRD1
BRD-K59946561,BRD-K59946561,HT29,0.1872,0.7777,0.0288,0.268602,,
BRD-K02315839,BRD-K02315839,U2OS,0.1872,0.7777,0.0288,0.208461,,
BRD-K96396151,BRD-K96396151,A549,0.1872,0.7776,0.0288,0.280392,,
BRD-K57346660,BRD-K57346660,HT29,0.1872,0.7775,0.0288,0.232946,,
tolnaftate,BRD-K44273375,THP1,0.1873,0.7779,0.029,0.202439,Fungal squalene epoxidase inhibitor,
LY-294002,BRD-K27305650,PHH,0.1873,0.778,0.029,0.312912,MTOR inhibitor|DNA dependent protein kinase inhibitor|Phosphodiesterase inhibitor|PLK inhibitor,MTOR|PIK3CD|PIK3CG|PIK3CA|PLK1|PRKDC|PIK3CB|PDE2A|AKT1|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1
GDC-0068,BRD-K43002773,SKL,0.1873,0.778,0.029,0.291323,AKT inhibitor,AKT1|AKT2|AKT3|CYP3A5|PRKG1
kitasamycin,BRD-K96134740,VCAP,0.1873,0.7782,0.029,0.555259,Protein synthesis inhibitor,
volasertib,BRD-K69776681,MCF10A,0.1873,0.7782,0.029,0.366099,PLK inhibitor,PLK1
BRD-K65541951,BRD-K65541951,VCAP,0.1874,0.7783,0.029,0.283925,,
BRD-K60706752,BRD-K60706752,U2OS,0.1874,0.7787,0.0293,0.344546,,
BRD-K14781269,BRD-K14781269,VCAP,0.1874,0.7783,0.029,0.463769,,
sertindole,BRD-K69116396,MDAMB231,0.1874,0.7783,0.029,0.279204,Dopamine receptor antagonist|Serotonin receptor antagonist,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
BRD-K64366758,BRD-K64366758,HEPG2,0.1874,0.7784,0.0291,0.212686,,
BRD-K76896049,BRD-K76896049,VCAP,0.1874,0.7784,0.0292,0.28672,,
BRD-K63423329,BRD-K63423329,NPC,0.1874,0.7785,0.0293,0.37123,,
TG-101348,BRD-K12502280,HEPG2,0.1874,0.7786,0.0293,0.399386,JAK inhibitor|FLT3 inhibitor,JAK2|FLT3|RET|BRD4|JAK1|JAK3|TYK2
CHIR-99021,BRD-K16189898,HME1,0.1874,0.7783,0.029,0.283684,GSK inhibitor,CDK1|GSK3A|GSK3B|MAPK1
BRD-K00043782,BRD-K00043782,VCAP,0.1875,0.7787,0.0293,0.294184,,
GP-1a,BRD-K65285700,MCF7,0.1875,0.7787,0.0293,0.222116,Cannabinoid receptor agonist,CNR2
palbociclib,BRD-K51313569,HA1E,0.1875,0.7788,0.0293,0.223492,CDK inhibitor,CDK4|CDK6|CCND3
BRD-K38805748,BRD-K38805748,VCAP,0.1875,0.779,0.0293,0.246666,,
4-NITROPYRENE,BRD-K42918168,HEPG2,0.1876,0.7793,0.0295,0.604381,,
KIN001-055,BRD-K68407802,BT20,0.1876,0.7791,0.0294,0.380963,EGFR inhibitor|JAK inhibitor|Leukotriene inhibitor|Mediator release inhibitor,JAK3
tanespimycin,BRD-A61304759,HEPG2,0.1877,0.7796,0.0298,0.598396,,
AST-1306,BRD-K26838195,A375,0.1877,0.7795,0.0298,0.577464,EGFR inhibitor,EGFR|ERBB2|ERBB4
BRD-K97364711,BRD-K97364711,U2OS,0.1877,0.7799,0.0298,0.20168,,
BRD-K64257929,BRD-K64257929,VCAP,0.1877,0.7797,0.0298,0.322408,,
BRD-K84741596,BRD-K84741596,U2OS,0.1877,0.7797,0.0298,0.332955,,
