"probeid","logfc","aveexpr","t","p.value","adj.p.val","b","significant","entrezgene_id","hgnc_symbol","gene_display","logFC","P.Value","adj.P.Val","GeneSymbol","GeneSymbol_clean","Dataset"
"ILMN_1691181",0.586385494457786,7.48768841053469,11.4802054795983,3.41409576056912e-28,9.48094380442485e-26,53.1977503662668,TRUE,81542,"TMX1","TMX1",0.586385494457786,3.41409576056912e-28,9.48094380442485e-26,"TMX1","TMX1","GSE112676"
"ILMN_1729318",0.5092242039397,8.86296509002859,13.9620763529288,1.6774791262041e-39,6.25490029183356e-36,78.8685870095202,TRUE,26092,"TOR1AIP1","TOR1AIP1",0.5092242039397,1.6774791262041e-39,6.25490029183356e-36,"TOR1AIP1","TOR1AIP1","GSE112676"
"ILMN_1665823",0.761192158155163,9.0131689094255,9.83320880264969,1.57018295560582e-21,1.35763934973106e-19,38.1036702211225,TRUE,7178,"TPT1","TPT1",0.761192158155163,1.57018295560582e-21,1.35763934973106e-19,"TPT1","TPT1","GSE112676"
"ILMN_1737146",0.672318080035534,9.44113601879003,11.4119913763219,6.66181884029081e-28,1.75860226553871e-25,52.5394060621374,TRUE,23471,"TRAM1","TRAM1",0.672318080035534,6.66181884029081e-28,1.75860226553871e-25,"TRAM1","TRAM1","GSE112676"
"ILMN_1859946",0.720107667258212,8.27713598510286,10.4833673207408,4.51392866563465e-24,5.93173973990668e-22,43.8570279645238,TRUE,127933,"UHMK1","UHMK1",0.720107667258212,4.51392866563465e-24,5.93173973990668e-22,"UHMK1","UHMK1","GSE112676"
"ILMN_1678939",0.589851043985089,11.2627494072866,10.563055455816,2.16222740375173e-24,3.02813349548893e-22,44.5810803549103,TRUE,8875,"VNN2","VNN2",0.589851043985089,2.16222740375173e-24,3.02813349548893e-22,"VNN2","VNN2","GSE112676"
"ILMN_2344850",0.504848390782237,8.02519400301311,9.38496333661501,7.53102594728924e-20,5.03430037726339e-18,34.3020192391828,TRUE,9559,"VPS26A","VPS26A",0.504848390782237,7.53102594728924e-20,5.03430037726339e-18,"VPS26A","VPS26A","GSE112676"
"ILMN_1792587",0.638349401609588,8.18546480457767,12.5374667019767,7.70897869986766e-33,6.76349513579566e-30,63.7395321723857,TRUE,9525,"VPS4B","VPS4B",0.638349401609588,7.70897869986766e-33,6.76349513579566e-30,"VPS4B","VPS4B","GSE112676"
"ILMN_1676448",0.502860537309892,7.91089770106234,10.6211559010535,1.26108088375927e-24,1.89990114962318e-22,45.1115280401082,TRUE,57590,"WDFY1","WDFY1",0.502860537309892,1.26108088375927e-24,1.89990114962318e-22,"WDFY1","WDFY1","GSE112676"
"ILMN_1668417",0.544638424313654,8.31269454614048,8.60703497725902,4.46206541276599e-17,1.91240533423577e-15,28.0394611829857,TRUE,7456,"WIPF1","WIPF1",0.544638424313654,4.46206541276599e-17,1.91240533423577e-15,"WIPF1","WIPF1","GSE112676"
"ILMN_1711069",0.828849981872468,8.40554564030596,13.0083676807476,5.41041495071448e-35,8.06963389899065e-32,68.6290105005671,TRUE,51646,"YPEL5","YPEL5",0.828849981872468,5.41041495071448e-35,8.06963389899065e-32,"YPEL5","YPEL5","GSE112676"
"ILMN_1795228",0.673316079139612,8.85507565934451,9.38608069835511,7.4599922006378e-20,5.0007093785399e-18,34.311323598998,TRUE,7763,"ZFAND5","ZFAND5",0.673316079139612,7.4599922006378e-20,5.0007093785399e-18,"ZFAND5","ZFAND5","GSE112676"
"ILMN_1656413",0.604496381516727,8.28719452364587,11.5089132584051,2.57479492855352e-28,7.38520506911073e-26,53.4756292100811,TRUE,10269,"ZMPSTE24","ZMPSTE24",0.604496381516727,2.57479492855352e-28,7.38520506911073e-26,"ZMPSTE24","ZMPSTE24","GSE112676"
"ILMN_2155322",-0.526155135377099,11.53900370976,-12.1744188735612,3.25676570761226e-31,1.86825617419373e-28,60.0497615920754,TRUE,22834,"ZNF652","ZNF652",-0.526155135377099,3.25676570761226e-31,1.86825617419373e-28,"ZNF652","ZNF652","GSE112676"
