Gene_Symbol,protein_logFC,protein_adjPval,protein_significant
PDHX,-0.59551280149479,0.0266903338874547,True
NDUFB7,-0.603692265823081,0.0273435039529694,True
SAA2,1.91100195158824,0.0275884784219273,True
DNAJC5,-0.544607835233267,0.0276753435099424,False
MRPL11,-0.541428821301382,0.0277021744006019,False
GIMAP8,0.617552001192777,0.0277021744006019,True
IQGAP2,1.73202749024678,0.0277021744006019,True
CP,1.7462942082686,0.0277021744006019,True
RIGI,-0.510971646680389,0.0279533127132597,False
RABEP2,0.422207611110069,0.0279533127132597,False
CTDSP1,-0.473546266365167,0.0279533127132597,False
EIF2AK4,0.398181999891062,0.0279533127132597,False
VARS2,-0.542864762862338,0.0279533127132597,False
PRXL2A,-0.423064174268172,0.0280134290821928,False
THNSL1,-0.502174568232116,0.0280134290821928,False
IGHV4-39,1.29985410304587,0.0280134290821928,True
SORL1,-0.588530949846069,0.0280134290821928,True
ATP9A,-0.460799906896995,0.0280134290821928,False
SLC32A1,-1.49208476207609,0.028476733104485,True
TNFAIP8,0.728584246224857,0.028476733104485,True
TIMM50,-0.385923298073118,0.0288121351559284,False
RTRAF,0.326447125577207,0.0288872143052013,False
COMMD2,1.16206320386137,0.0288872143052013,True
HPF1,0.382801936711289,0.0288872143052013,False
SLC2A5,-0.724147803282119,0.0288872143052013,True
VPS13D,-0.330316749374269,0.0288872143052013,False
TTC7B,-0.512788056696058,0.0292981539225626,False
NIPSNAP3B,-1.04568508031974,0.0299361636684348,True
FAM98A,0.401415031258004,0.0299361636684348,False
ADGRL1,-0.639379484722844,0.0299361636684348,True
MRPL19,-0.448428941694284,0.0299361636684348,False
TMT1A,-0.592206245136284,0.0300619215092451,True
TUBB,0.423255248933781,0.0300619215092451,False
SERPING1,2.05277326944198,0.0300619215092451,True
PLD1,0.804815660219516,0.0300619215092451,True
EIF6,0.291688426203047,0.0300619215092451,False
PDK2,-0.458277679742327,0.0300619215092451,False
SERINC3,-0.34616919673989,0.0301479917377461,False
TCIRG1,0.476850737794838,0.0301479917377461,False
NDUFA9,-0.627056105553594,0.0302356910353883,True
NDUFB8,-0.633315957968621,0.0302948661999883,True
NDUFA6,-0.570427897964784,0.0302948661999883,False
ADSS2,0.475232108168695,0.0302948661999883,False
BRAT1,-0.509651816810451,0.0303789836328575,False
LCP1,0.733083446166438,0.0303789836328575,True
RPA3,0.359106428638283,0.030400338088687,False
SLC25A18,-0.562593324119149,0.0306587186131027,False
IFT122,-0.408581226163562,0.0306840419040683,False
HSPA1B,0.40206799134616,0.0312407385753946,False
RHOT1,-0.374127742722104,0.0312407385753946,False
KIF1C,0.464552267510703,0.0312407385753946,False
SLC4A10,-0.697480288035912,0.0312407385753946,True
HSD17B7,0.47029417026538,0.0312407385753946,False
IGHG2,2.18137923914472,0.0312407385753946,True
RARS2,-0.339689472502003,0.0312407385753946,False
PHKA1,-1.15512549659391,0.0312407385753946,True
FCGBP,1.94376882321353,0.0316463950747703,True
FDFT1,-0.716450343629719,0.0316463950747703,True
