SYMBOL	ORIGINAL_ID
MAGEF1	M29932_s_at
TRIM49	M60278_at
FASTK	M21934_at
TRAV7	HG2090-HT2152_s_at
IMPG2	U90651_at
ZNF275	U50939_at
LYZL1	M16652_at
KCNIP3	U09820_s_at
EXOSC3	M30818_at
RBM28	U59058_s_at
HHAT	X59770_at
LMBR1L	D13988_at
OR4F4	M31211_s_at
KDM1A	HG3107-HT3283_s_at
RNF125	U85245_at
CSRNP3	X52773_at
OR9L1P	D89377_s_at
FLVCR2	X68836_at
NOP58	D43772_at
SEC31B	M91592_at
WIZ	L13434_at
B9D2	V00594_s_at
ZMYND8	U33921_at
BTNL2	Z31560_s_at
PARD6A	U38980_at
ATAD3A	U02019_at
DAZAP1	U52112_rna1_at
SLC38A3	HG33-HT33_at
SUGT1	D63487_at
POMT2	X67325_at
HSD17B7	U03642_at
ZNF702P	L17327_at
KCNIP4	M36089_at
EDEM3	X69089_at
SAP18	HG311-HT311_at
SPECC1	M38180_rna1_at
ZSCAN2	S81957_at
VILL	X14445_at
SLIRP	Z50853_at
TRNT1	U64871_at
SNRNP35	X81892_at
TSPAN3	M25296_at
AGO2	U59752_at
HMGN4	M27161_at
ZSCAN32	U11861_at
SERBP1	D00003_at
PSME3IP1	D50923_at
LACRT	D87009_cds3_at
ZHX1	L06895_at
STK38	L07540_at
SLC17A4	L41816_at
PIK3R5	M20777_at
RBMXL2	M22092_at
UBE2W	M35093_s_at
KANSL3	M37457_s_at
NUCKS1	M62800_at
LMF1	M62840_at
TMEM237	M62982_at
LINC00115	S75881_s_at
OR5AQ1P	S76617_at
UCK1	S82075_at
GTF2A1L	U08198_rna1_at
KRT18P6	U11036_at
SNORD82	U20230_at
TRAJ28	U21689_at
IGLVV-58	U25826_at
MED31	U48865_s_at
TBX20	U52152_at
KLF3-AS1	U73167_cds2_s_at
SLC25A22	U73167_cds4_at
TAF7L	X51441_s_at
LEPROT	X51823_at
MRPL47	X51985_at
PLEKHA3	X60955_s_at
OR11I1P	X77777_s_at
OR2K2	Y11709_at
