PROBEID	SYMBOL	ORIGINAL_ID
ILMN_1705111	FNDC3A	ILMN_1705111
ILMN_2404539	TMEM230	ILMN_2404539
ILMN_1703866	SUPT5H	ILMN_1703866
ILMN_2053415	LDLR	ILMN_2053415
ILMN_1695917	C5orf15	ILMN_1695917
ILMN_2182704	BIRC2	ILMN_2182704
ILMN_1651315	HMG20B	ILMN_1651315
ILMN_1794612	UBA7	ILMN_1794612
ILMN_1741331	AP5M1	ILMN_1741331
ILMN_1777220	VCP	ILMN_1777220
ILMN_1725105	EEF1E1	ILMN_1725105
ILMN_2405297	NOTCH2	ILMN_2405297
ILMN_1752303	YY1AP1	ILMN_1752303
ILMN_1717180	MTMR6	ILMN_1717180
ILMN_1680037	RIPOR1	ILMN_1680037
ILMN_1743747	RUSC1	ILMN_1743747
ILMN_1703006	MTCH1	ILMN_1703006
ILMN_1667371	SLA	ILMN_1667371
ILMN_1778611	NIPSNAP2	ILMN_1778611
ILMN_1715069	TANK	ILMN_1715069
ILMN_2290618	SEC22C	ILMN_2290618
ILMN_1756525	KLHL20	ILMN_1756525
ILMN_1703015	ZRANB2	ILMN_1703015
ILMN_1729775	OPA1	ILMN_1729775
ILMN_1655165	RNF138	ILMN_1655165
ILMN_1731714	CREB5	ILMN_1731714
ILMN_1659843	DNAJC3	ILMN_1659843
ILMN_1697629	JMJD7-PLA2G4B	ILMN_1697629
ILMN_1697629	PLA2G4B	ILMN_1697629
ILMN_1734544	WTAP	ILMN_1734544
ILMN_1743763	TJAP1	ILMN_1743763
ILMN_1735367	HSD17B11	ILMN_1735367
ILMN_2144574	CTBS	ILMN_2144574
ILMN_1761941	GASK1B	ILMN_1761941
ILMN_1809191	RAP1A	ILMN_1809191
ILMN_2370825	ATM	ILMN_2370825
ILMN_1720311	SLC25A46	ILMN_1720311
ILMN_1736340	ANGEL2	ILMN_1736340
ILMN_1699856	RALGDS	ILMN_1699856
ILMN_1711792	GPBP1	ILMN_1711792
ILMN_2055156	PAG1	ILMN_2055156
ILMN_2295252	C9orf72	ILMN_2295252
ILMN_1670322	FCHO2	ILMN_1670322
ILMN_1684887	SAMSN1	ILMN_1684887
ILMN_1705310	VEZF1	ILMN_1705310
ILMN_2061565	PLCH2	ILMN_2061565
ILMN_1806867	PPM1G	ILMN_1806867
ILMN_2407464	FASTK	ILMN_2407464
ILMN_1684349	IL2RB	ILMN_1684349
ILMN_2347807	EXOC1	ILMN_2347807
ILMN_1749218	TOPORS	ILMN_1749218
ILMN_1811029	TLK1	ILMN_1811029
ILMN_2249920	FYN	ILMN_2249920
ILMN_1653412	RAX2	ILMN_1653412
ILMN_1653652	PTPRC	ILMN_1653652
ILMN_1664912	IL11RA	ILMN_1664912
ILMN_1781700	IL18R1	ILMN_1781700
ILMN_1776121	CRACDL	ILMN_1776121
ILMN_2052891	PKD2	ILMN_2052891
ILMN_1773576	CPNE3	ILMN_1773576
ILMN_1837935	TNPO1	ILMN_1837935
ILMN_1795856	ELF2	ILMN_1795856
ILMN_1721629	ZNF654	ILMN_1721629
ILMN_1805474	C1orf131	ILMN_1805474
ILMN_1755643	MGAT4A	ILMN_1755643
ILMN_1759460	TAF7	ILMN_1759460
ILMN_1725121	XPO1	ILMN_1725121
ILMN_1723480	BST2	ILMN_1723480
ILMN_1808634	DRAM2	ILMN_1808634
ILMN_1667707	SPCS3	ILMN_1667707
ILMN_1752520	SLFN11	ILMN_1752520
ILMN_1660840	DESI2	ILMN_1660840
ILMN_1746696	PDS5B	ILMN_1746696
ILMN_2176955	CUL5	ILMN_2176955
ILMN_1753819	RFFL	ILMN_1753819
ILMN_1753819	RAD51L3-RFFL	ILMN_1753819
ILMN_1653797	C6orf62	ILMN_1653797
ILMN_1758811	IMPA1	ILMN_1758811
ILMN_2352131	ERBB2	ILMN_2352131
ILMN_1654939	TMED2	ILMN_1654939
ILMN_1722294	CPNE8	ILMN_1722294
ILMN_1784785	COPS7B	ILMN_1784785
ILMN_1743352	TBCC	ILMN_1743352
ILMN_1710571	TENT4B	ILMN_1710571
ILMN_1784410	UBP1	ILMN_1784410
ILMN_1772387	TLR2	ILMN_1772387
ILMN_1808765	ZNF25	ILMN_1808765
ILMN_1673329	TXNDC11	ILMN_1673329
ILMN_1708427	KPNA3	ILMN_1708427
ILMN_2313730	RHOC	ILMN_2313730
ILMN_1724897	C14orf93	ILMN_1724897
ILMN_1666206	GSDMB	ILMN_1666206
ILMN_2188333	CD69	ILMN_2188333
ILMN_1741176	CHMP2B	ILMN_1741176
ILMN_1695899	RPS3A	ILMN_1695899
ILMN_1712659	PPP2CB	ILMN_1712659
ILMN_1752269	ACSS1	ILMN_1752269
ILMN_1728305	PUM2	ILMN_1728305
ILMN_1771620	SNRPB2	ILMN_1771620
ILMN_2317463	INTS1	ILMN_2317463
ILMN_1705114	NUMB	ILMN_1705114
ILMN_1716651	RUNX2	ILMN_1716651
ILMN_1654016	MYL12B	ILMN_1654016
ILMN_1756982	CLIC1	ILMN_1756982
ILMN_1769409	DMAC1	ILMN_1769409
ILMN_1765409	STAM	ILMN_1765409
ILMN_2097421	MRPL51	ILMN_2097421
ILMN_1718932	MTRR	ILMN_1718932
ILMN_1664010	ELF1	ILMN_1664010
ILMN_1739083	SIRT1	ILMN_1739083
ILMN_2077680	CLDND2	ILMN_2077680
ILMN_1705594	NAT10	ILMN_1705594
ILMN_1705151	SF3A3	ILMN_1705151
ILMN_1800425	SLC9A1	ILMN_1800425
ILMN_1695509	PTPN12	ILMN_1695509
ILMN_1712400	SERPINB6	ILMN_1712400
ILMN_1806809	ZNF189	ILMN_1806809
ILMN_1785615	SUMO1P1	ILMN_1785615
ILMN_1725700	MOV10	ILMN_1725700
ILMN_1801403	DCUN1D4	ILMN_1801403
ILMN_1681304	PAN3	ILMN_1681304
ILMN_1695853	CLK4	ILMN_1695853
ILMN_1764168	STXBP3	ILMN_1764168
ILMN_1805344	DDX5	ILMN_1805344
ILMN_1668417	WIPF1	ILMN_1668417
ILMN_1714444	KLF12	ILMN_1714444
ILMN_1757026	MANEA	ILMN_1757026
ILMN_1668514	PIP5K1C	ILMN_1668514
ILMN_1790909	NFE2L2	ILMN_1790909
ILMN_1913678	IRAK3	ILMN_1913678
ILMN_1749591	ITGAL	ILMN_1749591
ILMN_1658798	MEGF9	ILMN_1658798
ILMN_1801040	SPN	ILMN_1801040
ILMN_1678490	RILPL2	ILMN_1678490
ILMN_1790412	LINC00921	ILMN_1790412
ILMN_1675848	MYL12A	ILMN_1675848
ILMN_2283388	RAB5IF	ILMN_2283388
ILMN_2283388	TGIF2-RAB5IF	ILMN_2283388
ILMN_1764522	LMBR1	ILMN_1764522
ILMN_1793651	UBE2N	ILMN_1793651
ILMN_1772713	BMS1	ILMN_1772713
ILMN_1733666	BLOC1S6	ILMN_1733666
ILMN_2284744	HNMT	ILMN_2284744
ILMN_1777325	STAT1	ILMN_1777325
ILMN_1662658	PUS1	ILMN_1662658
ILMN_1798602	PCF11	ILMN_1798602
ILMN_1682910	SLC35B3	ILMN_1682910
ILMN_2342240	MGAT2	ILMN_2342240
ILMN_1674551	SMAD5	ILMN_1674551
ILMN_1669484	WDR6	ILMN_1669484
ILMN_1814971	TCF25	ILMN_1814971
ILMN_1798030	XPR1	ILMN_1798030
ILMN_1661650	PPP4R3B	ILMN_1661650
ILMN_1811367	MAT2B	ILMN_1811367
ILMN_1791896	EBAG9	ILMN_1791896
ILMN_1662318	CCDC59	ILMN_1662318
ILMN_1747630	DEK	ILMN_1747630
ILMN_1806692	HEXB	ILMN_1806692
ILMN_2196588	C18orf32	ILMN_2196588
ILMN_2196588	RPL17-C18orf32	ILMN_2196588
ILMN_1737685	CRLS1	ILMN_1737685
ILMN_1797082	SNX13	ILMN_1797082
ILMN_2175447	ZNF767P	ILMN_2175447
ILMN_1665526	TCEA2	ILMN_1665526
ILMN_2211672	TSNAX	ILMN_2211672
ILMN_1667213	DFFA	ILMN_1667213
ILMN_2047599	TMEM50B	ILMN_2047599
ILMN_1755658	ABI3	ILMN_1755658
ILMN_1705261	CAPN1	ILMN_1705261
ILMN_1809086	XRN1	ILMN_1809086
ILMN_1788347	CIPC	ILMN_1788347
ILMN_1796738	SPAST	ILMN_1796738
ILMN_1718071	AGTPBP1	ILMN_1718071
ILMN_1680781	PCNX4	ILMN_1680781
ILMN_1769091	PRCP	ILMN_1769091
ILMN_1734833	NBN	ILMN_1734833
ILMN_1676842	BTAF1	ILMN_1676842
ILMN_2364272	MBNL2	ILMN_2364272
ILMN_1693766	CEP135	ILMN_1693766
ILMN_1715607	CHMP4A	ILMN_1715607
ILMN_1738523	MYD88	ILMN_1738523
ILMN_1799299	PRPF38B	ILMN_1799299
ILMN_2363621	RBBP8	ILMN_2363621
ILMN_1748770	CKAP5	ILMN_1748770
ILMN_2083833	CNOT6L	ILMN_2083833
ILMN_1745798	GTF2F2	ILMN_1745798
ILMN_1664186	MFN1	ILMN_1664186
ILMN_1651433	DCK	ILMN_1651433
ILMN_2097410	DAPP1	ILMN_2097410
ILMN_1814213	SLC66A3	ILMN_1814213
ILMN_1805028	THOC7	ILMN_1805028
ILMN_1664466	KLHL9	ILMN_1664466
ILMN_1714737	ASF1A	ILMN_1714737
ILMN_1677877	UBE2L3	ILMN_1677877
ILMN_1678922	HERC4	ILMN_1678922
ILMN_1754738	AP1M1	ILMN_1754738
ILMN_1762608	EPG5	ILMN_1762608
ILMN_1729130	TMEM248	ILMN_1729130
ILMN_1808789	MYO5C	ILMN_1808789
ILMN_1809010	PSMC3	ILMN_1809010
ILMN_1679071	MTX3	ILMN_1679071
ILMN_1694479	WDR18	ILMN_1694479
ILMN_1756572	COQ2	ILMN_1756572
ILMN_1687410	OSBPL11	ILMN_1687410
ILMN_1782954	UBE2K	ILMN_1782954
ILMN_2092664	ADSS2	ILMN_2092664
ILMN_2222074	PTPN12	ILMN_2222074
ILMN_1741464	HOOK3	ILMN_1741464
ILMN_1706687	KLHL5	ILMN_1706687
ILMN_1783771	UBE2Z	ILMN_1783771
ILMN_1659415	LAMTOR3	ILMN_1659415
ILMN_2228873	STARD3NL	ILMN_2228873
ILMN_1761833	SLC40A1	ILMN_1761833
ILMN_2063925	CTNNBL1	ILMN_2063925
ILMN_1800451	MED16	ILMN_1800451
ILMN_1702487	SGK1	ILMN_1702487
ILMN_1735979	BCKDHA	ILMN_1735979
ILMN_2383693	UPF2	ILMN_2383693
ILMN_2290118	MEGF9	ILMN_2290118
ILMN_2225144	EIF4E3	ILMN_2225144
ILMN_1718132	ECHS1	ILMN_1718132
ILMN_1728471	ARFGEF1	ILMN_1728471
ILMN_1751051	C7orf25	ILMN_1751051
ILMN_1716816	TMEM87A	ILMN_1716816
ILMN_1748291	SDE2	ILMN_1748291
ILMN_2197365	RGS2	ILMN_2197365
ILMN_1709817	SLC35A5	ILMN_1709817
ILMN_1734602	SRRM2	ILMN_1734602
ILMN_1728467	GHITM	ILMN_1728467
ILMN_1754529	SPG7	ILMN_1754529
ILMN_1685930	DNAJC24	ILMN_1685930
ILMN_1699980	TSPAN18	ILMN_1699980
ILMN_1708204	COPG1	ILMN_1708204
ILMN_2319000	MATK	ILMN_2319000
ILMN_1758864	VNN2	ILMN_1758864
ILMN_1721703	PNN	ILMN_1721703
ILMN_1766797	CCS	ILMN_1766797
ILMN_2183216	TDP2	ILMN_2183216
ILMN_1687921	JMJD8	ILMN_1687921
ILMN_1788213	FRAT2	ILMN_1788213
ILMN_1677043	AKR7A2	ILMN_1677043
ILMN_1789095	BMPR2	ILMN_1789095
ILMN_1779252	TRIM22	ILMN_1779252
ILMN_1697906	WBP4	ILMN_1697906
ILMN_1815682	HMCES	ILMN_1815682
ILMN_1657470	YTHDF3	ILMN_1657470
ILMN_2180827	MEPCE	ILMN_2180827
ILMN_1676600	SEC24C	ILMN_1676600
ILMN_1769810	ARL6IP5	ILMN_1769810
ILMN_1705464	MRPL41	ILMN_1705464
ILMN_1668996	C1QBP	ILMN_1668996
ILMN_1800638	CELF2	ILMN_1800638
ILMN_1741881	C9orf72	ILMN_1741881
ILMN_1712975	YIF1A	ILMN_1712975
ILMN_1766045	SH3GLB1	ILMN_1766045
ILMN_2331082	MS4A7	ILMN_2331082
ILMN_1787879	ARL2	ILMN_1787879
ILMN_1748831	PPP1R13B	ILMN_1748831
ILMN_1755138	NEK8	ILMN_1755138
ILMN_1786024	POLR3H	ILMN_1786024
ILMN_1791483	PDE4D	ILMN_1791483
ILMN_1770084	TACC1	ILMN_1770084
ILMN_1696003	GNAI3	ILMN_1696003
ILMN_1655206	ZBTB34	ILMN_1655206
ILMN_1703791	ANXA7	ILMN_1703791
ILMN_2209299	ZNF333	ILMN_2209299
ILMN_1705064	NDEL1	ILMN_1705064
ILMN_1798354	PAPOLA	ILMN_1798354
ILMN_1672124	GASK1B	ILMN_1672124
ILMN_2054607	CYP4V2	ILMN_2054607
ILMN_2144573	CTBS	ILMN_2144573
ILMN_2388605	ACTR2	ILMN_2388605
ILMN_1718988	DAZAP2	ILMN_1718988
ILMN_1767020	DENND1C	ILMN_1767020
ILMN_1793712	SCAMP3	ILMN_1793712
ILMN_1689774	MRFAP1L1	ILMN_1689774
ILMN_2277676	ERCC1	ILMN_2277676
ILMN_1803977	GALNT1	ILMN_1803977
ILMN_2149494	NPL	ILMN_2149494
ILMN_1798827	SRBD1	ILMN_1798827
ILMN_2048811	NUBPL	ILMN_2048811
ILMN_1690690	SEC23IP	ILMN_1690690
ILMN_1729281	SPHK2	ILMN_1729281
ILMN_1737344	DDX41	ILMN_1737344
ILMN_1773200	CCP110	ILMN_1773200
ILMN_1773407	HAPSTR1	ILMN_1773407
ILMN_2150000	EMC7	ILMN_2150000
ILMN_1756439	SCRN1	ILMN_1756439
ILMN_2104877	CMPK1	ILMN_2104877
ILMN_1772703	OTUD6B	ILMN_1772703
ILMN_1775268	HECW2	ILMN_1775268
ILMN_1762508	C9orf72	ILMN_1762508
ILMN_2233050	PLA2G2D	ILMN_2233050
ILMN_2116127	NPEPPS	ILMN_2116127
ILMN_2400947	CELF2	ILMN_2400947
ILMN_2249473	SPTLC1	ILMN_2249473
ILMN_1780825	RRAS	ILMN_1780825
ILMN_1798204	IL21R	ILMN_1798204
ILMN_1666399	RING1	ILMN_1666399
ILMN_1665095	NSMF	ILMN_1665095
ILMN_1722059	SAFB	ILMN_1722059
ILMN_1810488	NFYC	ILMN_1810488
ILMN_1754234	ZMYND11	ILMN_1754234
ILMN_2278729	EIF3B	ILMN_2278729
ILMN_1660305	PDE12	ILMN_1660305
ILMN_1751615	COQ10B	ILMN_1751615
ILMN_1692219	RAB11FIP1	ILMN_1692219
ILMN_1813256	CRIPT	ILMN_1813256
ILMN_1680171	MFF	ILMN_1680171
ILMN_2290998	CCS	ILMN_2290998
ILMN_2099301	SUN2	ILMN_2099301
ILMN_1669523	FOS	ILMN_1669523
ILMN_2204754	TMX4	ILMN_2204754
ILMN_1658411	CHD4	ILMN_1658411
ILMN_1666742	C9orf72	ILMN_1666742
ILMN_2307744	CD46	ILMN_2307744
ILMN_1712634	TIA1	ILMN_1712634
ILMN_1780141	SARAF	ILMN_1780141
ILMN_1799487	N4BP2L1	ILMN_1799487
ILMN_1733937	MMD	ILMN_1733937
ILMN_2192683	DHX37	ILMN_2192683
ILMN_1804490	PRKRIP1	ILMN_1804490
ILMN_1804490	LOC100630923	ILMN_1804490
ILMN_1807925	GNG2	ILMN_1807925
ILMN_2405078	OSBPL8	ILMN_2405078
ILMN_1782257	METTL17	ILMN_1782257
ILMN_2182482	SHCBP1	ILMN_2182482
ILMN_1738482	HAUS2	ILMN_1738482
ILMN_1738572	USP48	ILMN_1738572
ILMN_1712766	ERGIC2	ILMN_1712766
ILMN_2128750	PTTG1IP	ILMN_2128750
ILMN_2389590	PRKAR1A	ILMN_2389590
ILMN_2396272	PDCD4	ILMN_2396272
ILMN_2096012	UHMK1	ILMN_2096012
ILMN_1719224	SNHG29	ILMN_1719224
ILMN_1781983	AP1B1	ILMN_1781983
ILMN_1785804	ERVW-1	ILMN_1785804
ILMN_1810093	TSPAN2	ILMN_1810093
ILMN_2064917	AGGF1	ILMN_2064917
ILMN_1685052	DNAH1	ILMN_1685052
ILMN_1773066	CDKN2AIP	ILMN_1773066
ILMN_1815012	EXOC7	ILMN_1815012
ILMN_1738272	DHX36	ILMN_1738272
ILMN_2388155	CASP3	ILMN_2388155
ILMN_1680223	PNPLA8	ILMN_1680223
ILMN_2285112	FBXO11	ILMN_2285112
ILMN_1715214	PTPN7	ILMN_1715214
ILMN_2214144	TWSG1	ILMN_2214144
ILMN_1717524	LIPT1	ILMN_1717524
ILMN_1805175	TGFA	ILMN_1805175
ILMN_1814526	ADD3	ILMN_1814526
ILMN_2344650	N4BP2L1	ILMN_2344650
ILMN_1754179	AP1G2	ILMN_1754179
ILMN_1705364	BAG6	ILMN_1705364
ILMN_1695000	TFIP11	ILMN_1695000
ILMN_1694084	CYTH1	ILMN_1694084
ILMN_1666739	RBM15	ILMN_1666739
ILMN_1753498	COASY	ILMN_1753498
ILMN_1763386	BID	ILMN_1763386
ILMN_1674522	HIGD1A	ILMN_1674522
ILMN_1725071	CCDC12	ILMN_1725071
ILMN_1754121	CSK	ILMN_1754121
ILMN_1728710	ZNF816	ILMN_1728710
ILMN_2378376	CYB561	ILMN_2378376
ILMN_1743829	ATXN2	ILMN_1743829
ILMN_1779979	SLC37A3	ILMN_1779979
ILMN_1675085	UBA6	ILMN_1675085
ILMN_1810838	MTDH	ILMN_1810838
ILMN_2359907	CD68	ILMN_2359907
ILMN_1755589	DIP2B	ILMN_1755589
ILMN_1675191	GAPT	ILMN_1675191
ILMN_2041327	MRPL37	ILMN_2041327
ILMN_1802669	PPP3CB	ILMN_1802669
ILMN_1690352	ADO	ILMN_1690352
ILMN_1798706	GPR183	ILMN_1798706
ILMN_1711516	ATP6V1A	ILMN_1711516
ILMN_1691717	RHBDF2	ILMN_1691717
ILMN_1686968	ZNF362	ILMN_1686968
ILMN_2356672	EIF2B4	ILMN_2356672
ILMN_1758938	SLC31A2	ILMN_1758938
ILMN_1706990	ZNF271P	ILMN_1706990
ILMN_1678170	MME	ILMN_1678170
ILMN_1812478	ZNHIT3	ILMN_1812478
ILMN_2162367	DMC1	ILMN_2162367
ILMN_2400874	SCYL1	ILMN_2400874
ILMN_2207720	ITM2B	ILMN_2207720
ILMN_1708779	GNLY	ILMN_1708779
ILMN_2357272	BCLAF1	ILMN_2357272
ILMN_2387799	PDPK1	ILMN_2387799
ILMN_1672366	PIGY	ILMN_1672366
ILMN_1672366	PYURF	ILMN_1672366
ILMN_1734476	KIF2A	ILMN_1734476
ILMN_1711878	ENOPH1	ILMN_1711878
ILMN_1761120	TM2D3	ILMN_1761120
ILMN_1696962	PDZD8	ILMN_1696962
ILMN_1765076	APPL2	ILMN_1765076
ILMN_1751452	NDFIP1	ILMN_1751452
ILMN_2311518	RO60	ILMN_2311518
ILMN_1797301	INKA2	ILMN_1797301
ILMN_2356838	CEPT1	ILMN_2356838
ILMN_1731648	FOXJ2	ILMN_1731648
ILMN_1675695	PDS5B	ILMN_1675695
ILMN_1810229	ARID4A	ILMN_1810229
ILMN_1726289	RESF1	ILMN_1726289
ILMN_1796235	UTP4	ILMN_1796235
ILMN_1716265	PGM2L1	ILMN_1716265
ILMN_1786039	RNF34	ILMN_1786039
ILMN_1803686	ADA	ILMN_1803686
ILMN_1676523	CCDC91	ILMN_1676523
ILMN_1700380	ATP6V0A2	ILMN_1700380
ILMN_2230892	IL10RB	ILMN_2230892
ILMN_1683127	ZNF281	ILMN_1683127
ILMN_2345872	SUMF2	ILMN_2345872
ILMN_1752249	PIEZO1	ILMN_1752249
ILMN_1767892	DUSP12	ILMN_1767892
ILMN_1710906	RNF145	ILMN_1710906
ILMN_1749403	TSPAN33	ILMN_1749403
ILMN_1716071	PAQR3	ILMN_1716071
ILMN_1750052	NOP14	ILMN_1750052
ILMN_1755391	ARL2BP	ILMN_1755391
ILMN_1666385	CALM3	ILMN_1666385
ILMN_1742332	KCTD12	ILMN_1742332
ILMN_1805778	RBM12B	ILMN_1805778
ILMN_2185563	ANKRA2	ILMN_2185563
ILMN_2208413	ARHGAP15	ILMN_2208413
ILMN_2405521	MTHFD2	ILMN_2405521
ILMN_1712687	PAK2	ILMN_1712687
ILMN_1773125	ENTPD1	ILMN_1773125
ILMN_1810759	MMADHC	ILMN_1810759
ILMN_2401155	PUM1	ILMN_2401155
ILMN_1707077	SORT1	ILMN_1707077
ILMN_1784577	ZNF12	ILMN_1784577
ILMN_1713189	KANSL2	ILMN_1713189
ILMN_2079386	RPL22	ILMN_2079386
ILMN_1715994	HGS	ILMN_1715994
ILMN_1714197	ACSS2	ILMN_1714197
ILMN_1677723	ANGPT1	ILMN_1677723
ILMN_1801387	YEATS4	ILMN_1801387
ILMN_2393450	INF2	ILMN_2393450
ILMN_1717877	IVNS1ABP	ILMN_1717877
ILMN_1654609	EPB41L4A-AS1	ILMN_1654609
ILMN_1720124	RCC2	ILMN_1720124
ILMN_1664424	ZBED5	ILMN_1664424
ILMN_1765146	IFNAR2	ILMN_1765146
ILMN_1706094	HECTD1	ILMN_1706094
ILMN_1768930	U2AF2	ILMN_1768930
ILMN_1697585	ACTR6	ILMN_1697585
ILMN_2294878	NSUN5	ILMN_2294878
ILMN_2381841	DDX19B	ILMN_2381841
ILMN_1711823	FAAP100	ILMN_1711823
ILMN_1753279	HNRNPA0	ILMN_1753279
ILMN_1769671	RYK	ILMN_1769671
ILMN_1657797	FIBP	ILMN_1657797
ILMN_1763447	PLXNB2	ILMN_1763447
ILMN_1730539	NPHP3	ILMN_1730539
ILMN_2359742	CTSB	ILMN_2359742
ILMN_2149766	APPBP2	ILMN_2149766
ILMN_1805636	PGAP3	ILMN_1805636
ILMN_2340217	PTPRC	ILMN_2340217
ILMN_1711627	SIAH1	ILMN_1711627
ILMN_2075818	ZNF598	ILMN_2075818
ILMN_2276758	POFUT1	ILMN_2276758
ILMN_1797875	ALOX5AP	ILMN_1797875
ILMN_1661755	NIBAN2	ILMN_1661755
ILMN_1750075	DMTF1	ILMN_1750075
ILMN_1671661	HSD17B7	ILMN_1671661
ILMN_2206716	JTB	ILMN_2206716
ILMN_1678037	HIRIP3	ILMN_1678037
ILMN_1786050	RBBP9	ILMN_1786050
ILMN_1774196	URM1	ILMN_1774196
ILMN_1741159	MAP3K8	ILMN_1741159
ILMN_1665219	LTBP4	ILMN_1665219
ILMN_2246328	PTPN22	ILMN_2246328
ILMN_1791576	CHSY1	ILMN_1791576
ILMN_2160764	HBP1	ILMN_2160764
ILMN_2378048	HNRNPK	ILMN_2378048
ILMN_2336595	ACSS2	ILMN_2336595
ILMN_1718621	TSPAN32	ILMN_1718621
ILMN_1793118	TAX1BP1	ILMN_1793118
ILMN_1801307	TNFSF10	ILMN_1801307
ILMN_1796762	CCDC102A	ILMN_1796762
ILMN_1775192	BCLAF1	ILMN_1775192
ILMN_1685567	TGDS	ILMN_1685567
ILMN_2332105	WRNIP1	ILMN_2332105
ILMN_1799744	GALC	ILMN_1799744
ILMN_1748546	SEPTIN2	ILMN_1748546
ILMN_1752579	ATP6V0A1	ILMN_1752579
ILMN_2389347	NR3C1	ILMN_2389347
ILMN_1657495	MLEC	ILMN_1657495
ILMN_1761519	EIF4G2	ILMN_1761519
ILMN_1747052	ITGA4	ILMN_1747052
ILMN_1802519	VPS36	ILMN_1802519
ILMN_1729033	RPL9	ILMN_1729033
ILMN_2075794	NLRP8	ILMN_2075794
ILMN_2404625	LAT	ILMN_2404625
ILMN_1760792	KLHL7	ILMN_1760792
ILMN_1714599	CAMLG	ILMN_1714599
ILMN_1669788	NUDT14	ILMN_1669788
ILMN_1688621	INIP	ILMN_1688621
ILMN_1795400	TBCD	ILMN_1795400
ILMN_1732534	CHMP5	ILMN_1732534
ILMN_1805161	LZTR1	ILMN_1805161
ILMN_1730639	SLC22A15	ILMN_1730639
ILMN_1653612	KCTD9	ILMN_1653612
ILMN_2134224	ATP13A1	ILMN_2134224
ILMN_1749821	MED28	ILMN_1749821
ILMN_1709683	RASSF2	ILMN_1709683
ILMN_1719627	SLC27A3	ILMN_1719627
ILMN_1781225	MORC2-AS1	ILMN_1781225
ILMN_2095133	SPTAN1	ILMN_2095133
ILMN_1688698	ZEB2	ILMN_1688698
ILMN_1701434	RAP1B	ILMN_1701434
ILMN_1665943	MAP4K1	ILMN_1665943
ILMN_1699545	PCSK7	ILMN_1699545
ILMN_1783424	PUM1	ILMN_1783424
ILMN_1795865	FGFRL1	ILMN_1795865
ILMN_2352293	PRDM10	ILMN_2352293
ILMN_1685574	TSC22D2	ILMN_1685574
ILMN_1715636	EIF3B	ILMN_1715636
ILMN_1726456	SLC3A2	ILMN_1726456
ILMN_1724658	BNIP3	ILMN_1724658
ILMN_2091347	IDH1	ILMN_2091347
ILMN_2209748	DERL1	ILMN_2209748
ILMN_2159322	SLK	ILMN_2159322
ILMN_2415235	CSNK1E	ILMN_2415235
ILMN_1709882	CILK1	ILMN_1709882
ILMN_1705871	DDHD2	ILMN_1705871
ILMN_1670079	OMA1	ILMN_1670079
ILMN_1721081	SP4	ILMN_1721081
ILMN_2180239	DOP1B	ILMN_2180239
ILMN_2061452	ORC2	ILMN_2061452
ILMN_1735347	MCEE	ILMN_1735347
ILMN_1764764	PWWP3A	ILMN_1764764
ILMN_1673711	HSP90AB1	ILMN_1673711
ILMN_2150465	TMEM267	ILMN_2150465
ILMN_1652989	NUP160	ILMN_1652989
ILMN_1664921	PPP6C	ILMN_1664921
ILMN_1771832	PARP6	ILMN_1771832
ILMN_1681998	AP2B1	ILMN_1681998
ILMN_1787762	HEATR1	ILMN_1787762
ILMN_1671494	USP5	ILMN_1671494
ILMN_1701991	SYNJ1	ILMN_1701991
ILMN_1711919	SCYL2	ILMN_1711919
ILMN_1752199	LHPP	ILMN_1752199
ILMN_1679405	DDX56	ILMN_1679405
ILMN_1700604	RBM14	ILMN_1700604
ILMN_1758939	RIPK2	ILMN_1758939
ILMN_2395043	HSPA4	ILMN_2395043
ILMN_1702763	ZMYM1	ILMN_1702763
ILMN_2212354	WDR46	ILMN_2212354
ILMN_2102960	ATOSA	ILMN_2102960
ILMN_1751886	REC8	ILMN_1751886
ILMN_1782110	ZBTB21	ILMN_1782110
ILMN_1815366	ENGASE	ILMN_1815366
ILMN_1763852	ACACB	ILMN_1763852
ILMN_1720422	G3BP2	ILMN_1720422
ILMN_2137536	ZZZ3	ILMN_2137536
ILMN_2148668	RCBTB2	ILMN_2148668
ILMN_1711886	ALG3	ILMN_1711886
ILMN_1748908	PLPBP	ILMN_1748908
ILMN_2151488	RMI1	ILMN_2151488
ILMN_1768050	SCOC	ILMN_1768050
ILMN_1685781	GON7	ILMN_1685781
ILMN_1684402	STXBP5	ILMN_1684402
ILMN_2385220	DFFA	ILMN_2385220
ILMN_2196550	RUBCNL	ILMN_2196550
ILMN_1740875	FPR2	ILMN_1740875
ILMN_1703743	AATF	ILMN_1703743
ILMN_1679919	ASCC2	ILMN_1679919
ILMN_1776602	RNASE4	ILMN_1776602
ILMN_1738712	GPR180	ILMN_1738712
ILMN_1751743	XRCC1	ILMN_1751743
ILMN_2381197	RNF19A	ILMN_2381197
ILMN_1704876	USP38	ILMN_1704876
ILMN_1670532	GMCL1	ILMN_1670532
ILMN_2395969	PRDX3	ILMN_2395969
ILMN_2387952	RETREG1	ILMN_2387952
ILMN_1718946	ADAM10	ILMN_1718946
ILMN_1699525	SRI	ILMN_1699525
ILMN_1661636	ZMYM2	ILMN_1661636
ILMN_1795704	KIAA0232	ILMN_1795704
ILMN_2145518	TMEM126B	ILMN_2145518
ILMN_1772651	CNOT2	ILMN_1772651
