PROBEID	SYMBOL	ORIGINAL_ID
ILMN_1733932	SNUPN	ILMN_1733932
ILMN_1797005	PGLS	ILMN_1797005
ILMN_2186078	SLC25A52	ILMN_2186078
ILMN_2083742	C1orf146	ILMN_2083742
ILMN_1752182	HCG4B	ILMN_1752182
ILMN_1747195	PSMB8	ILMN_1747195
ILMN_1684468	CILP2	ILMN_1684468
ILMN_1705986	MAFK	ILMN_1705986
ILMN_1767168	CAMK4	ILMN_1767168
ILMN_2396948	PSMC3IP	ILMN_2396948
ILMN_1774557	CDC14A	ILMN_1774557
ILMN_1785413	ATP2C2	ILMN_1785413
ILMN_1783973	TMEM105	ILMN_1783973
ILMN_1656915	PSD3	ILMN_1656915
ILMN_1675794	DDR2	ILMN_1675794
ILMN_2339192	HMGCLL1	ILMN_2339192
ILMN_2177156	SOX2	ILMN_2177156
ILMN_1659142	MDK	ILMN_1659142
ILMN_1802096	ABTB1	ILMN_1802096
ILMN_1717599	CNTN3	ILMN_1717599
ILMN_1782021	ZNF707	ILMN_1782021
ILMN_1788818	TET2	ILMN_1788818
ILMN_2234187	CDO1	ILMN_2234187
ILMN_2114720	SLPI	ILMN_2114720
ILMN_1685928	DYNC2I2	ILMN_1685928
ILMN_1672503	DPYSL2	ILMN_1672503
ILMN_2325610	AKT3	ILMN_2325610
ILMN_1701613	PLAAT4	ILMN_1701613
ILMN_2169676	ATXN10	ILMN_2169676
ILMN_1746232	KITLG	ILMN_1746232
ILMN_1793673	ZNF766	ILMN_1793673
ILMN_1728073	DENND1A	ILMN_1728073
ILMN_1767474	HAO2	ILMN_1767474
ILMN_1692707	PTRHD1	ILMN_1692707
ILMN_2288219	NOBOX	ILMN_2288219
ILMN_1690040	TM7SF2	ILMN_1690040
ILMN_2223903	PPIC	ILMN_2223903
ILMN_1725529	UBE2I	ILMN_1725529
ILMN_2099256	MTERF1	ILMN_2099256
ILMN_2205785	AKNAD1	ILMN_2205785
ILMN_1678710	PHYHIPL	ILMN_1678710
ILMN_1796847	PITX2	ILMN_1796847
ILMN_1791771	HCK	ILMN_1791771
ILMN_2234343	ACP6	ILMN_2234343
ILMN_2087080	RPL5	ILMN_2087080
ILMN_1712912	SLC10A7	ILMN_1712912
ILMN_1724511	DBX2	ILMN_1724511
ILMN_2073969	ABHD13	ILMN_2073969
ILMN_1776104	NDUFS5	ILMN_1776104
ILMN_1797046	MTHFSD	ILMN_1797046
ILMN_1715644	C5orf58	ILMN_1715644
ILMN_1745075	RPLP0	ILMN_1745075
ILMN_1665458	PDHA2	ILMN_1665458
ILMN_1671885	MLF2	ILMN_1671885
ILMN_2398815	CABP2	ILMN_2398815
ILMN_1790228	FURIN	ILMN_1790228
ILMN_1693882	TAPT1	ILMN_1693882
ILMN_1793017	DGKQ	ILMN_1793017
ILMN_1699854	GRIN3B	ILMN_1699854
ILMN_1757561	MGC16025	ILMN_1757561
ILMN_1780382	SPCS2P4	ILMN_1780382
ILMN_1704015	SYNGAP1	ILMN_1704015
ILMN_2399919	MLXIPL	ILMN_2399919
ILMN_1730906	FILIP1L	ILMN_1730906
ILMN_1670652	CYP2C9	ILMN_1670652
ILMN_1738229	NDRG3	ILMN_1738229
ILMN_2105643	GPD2	ILMN_2105643
ILMN_1662731	COL4A3	ILMN_1662731
ILMN_1771209	OR2T8	ILMN_1771209
ILMN_1757807	ETNPPL	ILMN_1757807
ILMN_1664265	EPHA1	ILMN_1664265
ILMN_1692335	ELK3	ILMN_1692335
ILMN_1760247	CD70	ILMN_1760247
ILMN_2298624	RREB1	ILMN_2298624
ILMN_1678459	VAPB	ILMN_1678459
ILMN_1668039	GYPC	ILMN_1668039
ILMN_1818248	LINC00160	ILMN_1818248
ILMN_1684959	ASTN1	ILMN_1684959
ILMN_1663002	STOML2	ILMN_1663002
ILMN_1728106	TNF	ILMN_1728106
ILMN_1786688	ADAT2	ILMN_1786688
ILMN_1891476	SH3TC2	ILMN_1891476
ILMN_1656073	MYL12A	ILMN_1656073
ILMN_1787256	HCN3	ILMN_1787256
ILMN_1695852	IRX2-DT	ILMN_1695852
ILMN_1681103	AQP1	ILMN_1681103
ILMN_2103768	OR10H4	ILMN_2103768
ILMN_1687782	RAD17	ILMN_1687782
ILMN_1667418	TMEM114	ILMN_1667418
ILMN_2131177	GUCY1A1	ILMN_2131177
ILMN_1697220	NT5E	ILMN_1697220
ILMN_1773042	ARHGEF26	ILMN_1773042
ILMN_2083559	AP5Z1	ILMN_2083559
ILMN_2342793	FBXW8	ILMN_2342793
ILMN_1719517	CTTNBP2NL	ILMN_1719517
ILMN_1680231	EEF1AKMT3	ILMN_1680231
ILMN_1690826	TNKS1BP1	ILMN_1690826
ILMN_1677485	MACROD2	ILMN_1677485
ILMN_1763907	CENPW	ILMN_1763907
ILMN_1670282	AIRE	ILMN_1670282
ILMN_1733045	RAB36	ILMN_1733045
ILMN_1762224	HPS3	ILMN_1762224
ILMN_2359078	PCDHAC1	ILMN_2359078
ILMN_2153061	FGF20	ILMN_2153061
ILMN_1714667	FAM209B	ILMN_1714667
ILMN_2091310	ANO1	ILMN_2091310
ILMN_1809818	PRCC	ILMN_1809818
ILMN_1760554	CYP17A1	ILMN_1760554
ILMN_1738383	EEF2	ILMN_1738383
ILMN_1753524	H2AC4	ILMN_1753524
ILMN_2140895	OR6W1P	ILMN_2140895
ILMN_1742046	VN1R1	ILMN_1742046
ILMN_1704222	ODR4	ILMN_1704222
ILMN_1667408	EPB41	ILMN_1667408
ILMN_2302947	CSF1	ILMN_2302947
ILMN_2246661	FAHD1	ILMN_2246661
ILMN_1720024	IL11RA	ILMN_1720024
ILMN_1718488	MMEL1	ILMN_1718488
ILMN_1688838	OGN	ILMN_1688838
ILMN_1807771	CDK15	ILMN_1807771
ILMN_1755124	SPIC	ILMN_1755124
ILMN_1671055	GSG1L	ILMN_1671055
ILMN_1735148	SEC24B	ILMN_1735148
ILMN_1718633	LRP5L	ILMN_1718633
ILMN_1652918	RHOF	ILMN_1652918
ILMN_1813598	ADRA1A	ILMN_1813598
ILMN_2065273	NPY6R	ILMN_2065273
ILMN_1813100	ARFGEF3	ILMN_1813100
ILMN_1810185	CHADL	ILMN_1810185
ILMN_2409220	HMMR	ILMN_2409220
ILMN_1743208	NEDD1	ILMN_1743208
ILMN_1811555	SWI5	ILMN_1811555
ILMN_1705834	TTBK2	ILMN_1705834
ILMN_1808157	RUNDC3B	ILMN_1808157
ILMN_1666191	KLK13	ILMN_1666191
ILMN_1758750	EARS2	ILMN_1758750
ILMN_1655272	SLC23A2	ILMN_1655272
ILMN_1703471	ATF6	ILMN_1703471
ILMN_1750401	CYBC1	ILMN_1750401
ILMN_1744383	KRTAP5-4	ILMN_1744383
ILMN_1749047	C8orf74	ILMN_1749047
ILMN_1693045	TMED1	ILMN_1693045
ILMN_1722538	DEFB123	ILMN_1722538
ILMN_1783287	S100A14	ILMN_1783287
ILMN_2363489	BABAM2	ILMN_2363489
ILMN_1744784	TECTA	ILMN_1744784
ILMN_1793549	PTPN4	ILMN_1793549
ILMN_2285280	CSH2	ILMN_2285280
ILMN_1769201	ELF3	ILMN_1769201
ILMN_1751174	CLDN14	ILMN_1751174
ILMN_2273609	CAMSAP3	ILMN_2273609
ILMN_2404850	RPL14	ILMN_2404850
ILMN_1751099	EFCC1	ILMN_1751099
ILMN_2242921	IKZF2	ILMN_2242921
ILMN_1700771	PRUNE2	ILMN_1700771
ILMN_1800838	SPATA12	ILMN_1800838
ILMN_1724254	INSL6	ILMN_1724254
ILMN_1677347	MTUS2	ILMN_1677347
ILMN_2208495	CERS5	ILMN_2208495
ILMN_1770433	PIK3CG	ILMN_1770433
ILMN_1796583	CLRN2	ILMN_1796583
ILMN_1763602	ZNF423	ILMN_1763602
ILMN_2391912	SEC14L1	ILMN_2391912
ILMN_1757900	ZNF611	ILMN_1757900
ILMN_1652487	RIOK1	ILMN_1652487
ILMN_1655711	PRLHR	ILMN_1655711
ILMN_1791190	MUSK	ILMN_1791190
ILMN_1727076	OR10H4	ILMN_1727076
ILMN_1716400	FOXM1	ILMN_1716400
ILMN_2229610	ZNF568	ILMN_2229610
ILMN_2064725	TMT1B	ILMN_2064725
ILMN_1728923	F2RL2	ILMN_1728923
ILMN_2182120	SF3B6	ILMN_2182120
ILMN_2401987	DLEC1	ILMN_2401987
ILMN_2060719	FAM217A	ILMN_2060719
ILMN_1678842	THBS2	ILMN_1678842
ILMN_1687201	APOL6	ILMN_1687201
ILMN_1808457	TBX18	ILMN_1808457
ILMN_1676947	LPAL2	ILMN_1676947
ILMN_1699334	AATK	ILMN_1699334
ILMN_1758100	GALR3	ILMN_1758100
ILMN_1788078	ACOT7	ILMN_1788078
ILMN_1772486	ELF2	ILMN_1772486
ILMN_2088785	CSNK1A1L	ILMN_2088785
ILMN_1752027	UBE3B	ILMN_1752027
ILMN_1784464	LRRC74A	ILMN_1784464
ILMN_1793990	ID2	ILMN_1793990
ILMN_1723788	LOC286177	ILMN_1723788
ILMN_1804610	NFX1	ILMN_1804610
ILMN_1706305	COX16	ILMN_1706305
ILMN_1706305	SYNJ2BP-COX16	ILMN_1706305
ILMN_1743421	RCOR1	ILMN_1743421
ILMN_1674405	CEPT1	ILMN_1674405
ILMN_2408764	CYP2A7	ILMN_2408764
ILMN_1707368	OPRD1	ILMN_1707368
ILMN_1679039	CASKIN1	ILMN_1679039
ILMN_1657639	EDEM3	ILMN_1657639
ILMN_1670453	FAM99A	ILMN_1670453
ILMN_1704713	CSNK1G1	ILMN_1704713
ILMN_2263333	RXRG	ILMN_2263333
ILMN_1710322	MCHR2	ILMN_1710322
ILMN_1748812	TMEM130	ILMN_1748812
ILMN_1691506	NGRN	ILMN_1691506
ILMN_1757119	KCNQ1DN	ILMN_1757119
ILMN_1697418	RBFOX2	ILMN_1697418
ILMN_1807177	FOCAD	ILMN_1807177
ILMN_2367694	HJV	ILMN_2367694
ILMN_2048478	SLC22A3	ILMN_2048478
ILMN_2075962	DSCAML1	ILMN_2075962
ILMN_1693494	CMTM1	ILMN_1693494
ILMN_1693494	CKLF-CMTM1	ILMN_1693494
ILMN_1737475	ABHD11	ILMN_1737475
ILMN_1697628	ADARB1	ILMN_1697628
ILMN_2296045	PPM1A	ILMN_2296045
ILMN_1814353	ARGFXP2	ILMN_1814353
ILMN_1799067	PRSS58	ILMN_1799067
ILMN_1770987	SLC8A3	ILMN_1770987
ILMN_1661519	KIAA0408	ILMN_1661519
ILMN_1661519	MTCL3	ILMN_1661519
ILMN_1733116	UBXN7	ILMN_1733116
ILMN_1702107	POPDC1	ILMN_1702107
ILMN_2222567	DEPDC1	ILMN_2222567
ILMN_1810330	LINC00544	ILMN_1810330
ILMN_1738103	COPE	ILMN_1738103
ILMN_1744295	CDKN2A	ILMN_1744295
ILMN_1701186	PCARE	ILMN_1701186
ILMN_1657405	SPPL3	ILMN_1657405
ILMN_1720431	ZNF420	ILMN_1720431
ILMN_1777638	OR2A2	ILMN_1777638
ILMN_1730340	LINC02860	ILMN_1730340
ILMN_1665035	KRT14	ILMN_1665035
ILMN_1744146	PTTG2	ILMN_1744146
ILMN_1809483	HSD17B14	ILMN_1809483
ILMN_1775050	PRKCZ	ILMN_1775050
ILMN_2204545	ST3GAL4	ILMN_2204545
ILMN_1767842	SLC17A8	ILMN_1767842
ILMN_2128087	NAA30	ILMN_2128087
ILMN_1725297	AMPH	ILMN_1725297
ILMN_1664630	CHEK1	ILMN_1664630
ILMN_1657095	STARD3	ILMN_1657095
ILMN_1757184	HOXC4	ILMN_1757184
ILMN_1789991	MARCHF4	ILMN_1789991
ILMN_1713491	VAMP2	ILMN_1713491
ILMN_1688811	SPRY4	ILMN_1688811
ILMN_2186626	ZNF485	ILMN_2186626
ILMN_2376822	SDCBP2	ILMN_2376822
ILMN_2376822	FKBP1A-SDCBP2	ILMN_2376822
ILMN_1687092	KBTBD4	ILMN_1687092
ILMN_1711888	COBL	ILMN_1711888
ILMN_1794951	SLC39A5	ILMN_1794951
ILMN_2287257	G6PC2	ILMN_2287257
ILMN_1657505	HR	ILMN_1657505
ILMN_1751034	ITPRIPL2	ILMN_1751034
ILMN_2211790	ADAMTS7	ILMN_2211790
ILMN_1657278	DVL1	ILMN_1657278
ILMN_1706635	ELANE	ILMN_1706635
ILMN_1717168	PCDHGA4	ILMN_1717168
ILMN_1812615	MYBPC1	ILMN_1812615
ILMN_1783681	MRPL34	ILMN_1783681
ILMN_1742677	HOXB13	ILMN_1742677
ILMN_1691444	UHRF2	ILMN_1691444
ILMN_1808500	CEP68	ILMN_1808500
ILMN_1705814	KRT80	ILMN_1705814
ILMN_1836217	NUP210L	ILMN_1836217
ILMN_2403896	GGTLC2	ILMN_2403896
ILMN_2099249	MTERF1	ILMN_2099249
ILMN_2056002	ANP32AP1	ILMN_2056002
ILMN_2103720	MRPL15	ILMN_2103720
ILMN_1743217	SNORD32A	ILMN_1743217
ILMN_1781025	OR6K3	ILMN_1781025
ILMN_1679318	ARSJ	ILMN_1679318
ILMN_2061116	MATN1	ILMN_2061116
ILMN_1776112	SLC10A1	ILMN_1776112
ILMN_1671600	EPS8L1	ILMN_1671600
ILMN_1769883	IDE	ILMN_1769883
ILMN_1717946	DGKE	ILMN_1717946
ILMN_1656145	GOT1	ILMN_1656145
ILMN_2350574	MYADM	ILMN_2350574
ILMN_2383150	MCHR2	ILMN_2383150
ILMN_1741628	ABL2	ILMN_1741628
ILMN_2178186	PIGW	ILMN_2178186
ILMN_1670130	ARID3A	ILMN_1670130
ILMN_1751911	MESP2	ILMN_1751911
ILMN_1659350	CASP6	ILMN_1659350
ILMN_1715771	PEAK1	ILMN_1715771
ILMN_2378654	B3GALT5	ILMN_2378654
ILMN_1699603	MRPL12	ILMN_1699603
ILMN_1784985	PRRT3	ILMN_1784985
ILMN_1783383	DCDC1	ILMN_1783383
ILMN_1693245	ZCCHC4	ILMN_1693245
ILMN_2320932	PAX3	ILMN_2320932
ILMN_1772132	ATP5F1B	ILMN_1772132
ILMN_1711210	ATN1	ILMN_1711210
ILMN_1703060	SYT15	ILMN_1703060
ILMN_1738539	OPLAH	ILMN_1738539
ILMN_2388800	PLPP3	ILMN_2388800
ILMN_2342579	IL7R	ILMN_2342579
ILMN_1728830	GRK5	ILMN_1728830
ILMN_1725166	POLN	ILMN_1725166
ILMN_1726666	GPX3	ILMN_1726666
ILMN_2353997	NUDT4	ILMN_2353997
ILMN_1807372	ADORA2A	ILMN_1807372
ILMN_1700596	ALS2CL	ILMN_1700596
ILMN_1656132	PNLDC1	ILMN_1656132
ILMN_1692177	TSC22D1	ILMN_1692177
ILMN_1652249	PTPA	ILMN_1652249
ILMN_2389054	CLDN18	ILMN_2389054
ILMN_1667510	MTRFR	ILMN_1667510
ILMN_1696391	LEPR	ILMN_1696391
ILMN_1688423	FCER1A	ILMN_1688423
ILMN_1807133	CCT6A	ILMN_1807133
ILMN_1726417	MRPL33	ILMN_1726417
ILMN_1811786	CCDC102B	ILMN_1811786
ILMN_1801226	DOCK6	ILMN_1801226
ILMN_1656593	AK5	ILMN_1656593
ILMN_1663866	TGFBI	ILMN_1663866
ILMN_1780693	HSD3B1	ILMN_1780693
ILMN_1792182	RDH12	ILMN_1792182
ILMN_1802458	AGTRAP	ILMN_1802458
ILMN_1665761	BCL11B	ILMN_1665761
ILMN_1772964	CCL8	ILMN_1772964
ILMN_1726352	THSD4	ILMN_1726352
ILMN_1739876	RAB3GAP1	ILMN_1739876
ILMN_1783448	DYNC1LI2	ILMN_1783448
ILMN_1730521	HLA-DPB2	ILMN_1730521
ILMN_1713521	ZNF205	ILMN_1713521
ILMN_1669206	CNOT1	ILMN_1669206
ILMN_2117240	DCK	ILMN_2117240
ILMN_2299862	KCNH1	ILMN_2299862
ILMN_1698733	CNIH2	ILMN_1698733
ILMN_1796430	PSMD3	ILMN_1796430
ILMN_2321153	MUC4	ILMN_2321153
ILMN_1735704	NMBR	ILMN_1735704
ILMN_1673461	PHC2	ILMN_1673461
ILMN_1750102	EME1	ILMN_1750102
ILMN_1702279	KIF3B	ILMN_1702279
ILMN_1666122	HEG1	ILMN_1666122
ILMN_1803988	MCL1	ILMN_1803988
ILMN_2394147	MLN	ILMN_2394147
ILMN_2160210	EPCAM	ILMN_2160210
ILMN_1764037	DUX4L1	ILMN_1764037
ILMN_1764037	DUX4L8	ILMN_1764037
ILMN_1764037	DUX4L4	ILMN_1764037
ILMN_1764037	DUX4L7	ILMN_1764037
ILMN_1764037	DUX4L6	ILMN_1764037
ILMN_1764037	DUX4L5	ILMN_1764037
ILMN_1764037	DUX4L3	ILMN_1764037
ILMN_1764037	DUX4L2	ILMN_1764037
ILMN_1764037	DUX4	ILMN_1764037
ILMN_1753782	ZNF266	ILMN_1753782
ILMN_2359159	DSC3	ILMN_2359159
ILMN_1796628	ADAMTS2	ILMN_1796628
ILMN_1874577	LINC02372	ILMN_1874577
ILMN_1773553	NHSL1-AS1	ILMN_1773553
ILMN_2074762	FCRL6	ILMN_2074762
ILMN_1688372	NEPRO	ILMN_1688372
ILMN_1696512	AHSP	ILMN_1696512
ILMN_1704529	PPIA	ILMN_1704529
ILMN_1748102	CACNG5	ILMN_1748102
ILMN_1659371	ADRA2A	ILMN_1659371
ILMN_1662038	LARGE1	ILMN_1662038
ILMN_1705484	LOC643441	ILMN_1705484
ILMN_2168747	GSTA2	ILMN_2168747
ILMN_2161746	TRIP10	ILMN_2161746
ILMN_1684796	LOC643441	ILMN_1684796
ILMN_2350114	TRIM13	ILMN_2350114
ILMN_1734736	VPS16	ILMN_1734736
ILMN_1741705	CLRN1	ILMN_1741705
ILMN_2089616	FBXO10	ILMN_2089616
ILMN_1682938	ARF3	ILMN_1682938
ILMN_1671142	GPR68	ILMN_1671142
ILMN_2297373	MIDEAS	ILMN_2297373
ILMN_2261416	CD3D	ILMN_2261416
ILMN_2169490	TDRD9	ILMN_2169490
ILMN_1743499	POLDIP2	ILMN_1743499
ILMN_1809730	RXRG	ILMN_1809730
ILMN_1661373	AGPAT3	ILMN_1661373
ILMN_1676797	CFAP418	ILMN_1676797
ILMN_2071186	CORT	ILMN_2071186
ILMN_2382488	CTU2	ILMN_2382488
ILMN_1765000	ZSCAN20	ILMN_1765000
ILMN_1729367	SLC7A5P1	ILMN_1729367
ILMN_2080751	ADNP2	ILMN_2080751
ILMN_1686697	FBXO38	ILMN_1686697
ILMN_1737817	CCL25	ILMN_1737817
ILMN_1694400	MSR1	ILMN_1694400
ILMN_1736154	LZTS3	ILMN_1736154
ILMN_1727199	KLC4	ILMN_1727199
ILMN_1703692	TUBB	ILMN_1703692
ILMN_1694058	IFITM4P	ILMN_1694058
ILMN_1703910	OR6C3	ILMN_1703910
ILMN_1707600	WDTC1	ILMN_1707600
ILMN_1685763	WDR45B	ILMN_1685763
ILMN_1756254	NKX6-1	ILMN_1756254
ILMN_1808970	MORC1	ILMN_1808970
ILMN_1656251	SERTAD4BP	ILMN_1656251
ILMN_1703053	ZFP91	ILMN_1703053
ILMN_1703053	ZFP91-CNTF	ILMN_1703053
ILMN_1654632	RGS7BP	ILMN_1654632
ILMN_1786125	CCNA2	ILMN_1786125
ILMN_1668000	KBTBD4	ILMN_1668000
ILMN_1652230	RPS29	ILMN_1652230
ILMN_1754716	HAS1	ILMN_1754716
ILMN_2075757	LRIG3	ILMN_2075757
ILMN_1676003	PNOC	ILMN_1676003
ILMN_2120762	TBXT	ILMN_2120762
ILMN_1740263	P2RX3	ILMN_1740263
ILMN_1731326	PRR23C	ILMN_1731326
ILMN_1680867	MCM9	ILMN_1680867
ILMN_1799471	FBLIM1	ILMN_1799471
ILMN_1740234	GSTO2	ILMN_1740234
ILMN_1720858	ABRACL	ILMN_1720858
ILMN_1787951	IFT22	ILMN_1787951
ILMN_1798947	ANKRD55	ILMN_1798947
ILMN_1677104	TRAF5	ILMN_1677104
ILMN_1808546	CASC2	ILMN_1808546
ILMN_1798037	TMEM215	ILMN_1798037
ILMN_1747870	POLR1G	ILMN_1747870
ILMN_2356273	FRMPD2	ILMN_2356273
ILMN_1777759	FIGNL2	ILMN_1777759
ILMN_1677624	NXPH2	ILMN_1677624
ILMN_1746420	FRMD4B	ILMN_1746420
ILMN_1739164	CDC14A	ILMN_1739164
ILMN_1781085	STAP1	ILMN_1781085
ILMN_1721672	GPR171	ILMN_1721672
ILMN_1724052	ZNF814	ILMN_1724052
ILMN_1747598	PPP1R11	ILMN_1747598
ILMN_1732468	HSPA4L	ILMN_1732468
ILMN_2123415	BMP8B	ILMN_2123415
ILMN_1755414	LINC01559	ILMN_1755414
ILMN_2130003	RBMXL1	ILMN_2130003
ILMN_1669692	IKZF3	ILMN_1669692
ILMN_1674855	TRAM1L1	ILMN_1674855
ILMN_2367141	TCF7	ILMN_2367141
ILMN_2292576	TMEM151A	ILMN_2292576
ILMN_1690017	SPINK5	ILMN_1690017
ILMN_1782295	TRPC4	ILMN_1782295
ILMN_1699491	DMRTA2	ILMN_1699491
ILMN_2337740	TULP4	ILMN_2337740
ILMN_1677113	RNF8	ILMN_1677113
ILMN_1765304	TPTEP1	ILMN_1765304
ILMN_1769684	LCE1E	ILMN_1769684
ILMN_1745103	CLEC1B	ILMN_1745103
ILMN_1707257	H3C12	ILMN_1707257
ILMN_1789531	ACTE1P	ILMN_1789531
ILMN_1659953	SEPTIN3	ILMN_1659953
ILMN_2192245	PLN	ILMN_2192245
ILMN_1663827	SMYD5	ILMN_1663827
ILMN_1806275	ADAT3	ILMN_1806275
ILMN_1813998	DPPA5	ILMN_1813998
ILMN_1761322	FHOD3	ILMN_1761322
ILMN_1671731	AVPI1	ILMN_1671731
ILMN_1721360	FBXO27	ILMN_1721360
ILMN_1799100	PTX4	ILMN_1799100
ILMN_1781419	HIKESHI	ILMN_1781419
ILMN_2073758	MMP12	ILMN_2073758
ILMN_1747754	SHANK1	ILMN_1747754
ILMN_1684320	SEZ6L	ILMN_1684320
ILMN_1680309	ABCG8	ILMN_1680309
ILMN_2060212	TBC1D24	ILMN_2060212
ILMN_1786895	KATNAL1	ILMN_1786895
ILMN_2117642	CAPN7	ILMN_2117642
ILMN_1759920	CTTNBP2	ILMN_1759920
ILMN_1701975	SLC9A4	ILMN_1701975
ILMN_1765328	YBEY	ILMN_1765328
ILMN_1813893	DDX43	ILMN_1813893
ILMN_2331062	CBFA2T2	ILMN_2331062
ILMN_2070003	SLC18A2	ILMN_2070003
ILMN_1768205	SLFN12L	ILMN_1768205
ILMN_1796756	FABP12	ILMN_1796756
ILMN_1801664	POLR3K	ILMN_1801664
ILMN_2043306	EPB41L5	ILMN_2043306
ILMN_1784407	FILIP1L	ILMN_1784407
ILMN_2361807	OS9	ILMN_2361807
ILMN_1732323	PADI1	ILMN_1732323
ILMN_1806721	MS4A2	ILMN_1806721
ILMN_1807123	SPACA1	ILMN_1807123
ILMN_1702401	PKD1L3	ILMN_1702401
ILMN_1782978	GALNT8	ILMN_1782978
ILMN_2327947	SLC25A25	ILMN_2327947
ILMN_1776852	TRARG1	ILMN_1776852
ILMN_1722716	SLC17A1	ILMN_1722716
ILMN_1655329	RIOK2	ILMN_1655329
ILMN_1751464	TNFSF9	ILMN_1751464
ILMN_1771697	VRK3	ILMN_1771697
ILMN_1655876	LDAF1	ILMN_1655876
ILMN_1656371	TRPA1	ILMN_1656371
ILMN_1706419	TM6SF2	ILMN_1706419
ILMN_2233454	SPTLC3	ILMN_2233454
ILMN_1740487	CMTM7	ILMN_1740487
ILMN_1687268	SEC14L5	ILMN_1687268
ILMN_1719696	PLD1	ILMN_1719696
ILMN_1736048	ELL	ILMN_1736048
ILMN_1674533	TRPV6	ILMN_1674533
ILMN_1669592	MARCHF2	ILMN_1669592
ILMN_1795243	RPS4X	ILMN_1795243
ILMN_2162234	NEK1	ILMN_2162234
ILMN_1708341	PDZK1	ILMN_1708341
ILMN_2252621	ACOT7	ILMN_2252621
ILMN_1797119	SLC22A10	ILMN_1797119
ILMN_2223034	MYT1L	ILMN_2223034
ILMN_1789624	TPM2	ILMN_1789624
ILMN_2408946	PDE8A	ILMN_2408946
ILMN_1761442	WDR24	ILMN_1761442
ILMN_1651330	KCNG4	ILMN_1651330
ILMN_2328666	CD83	ILMN_2328666
ILMN_1707548	RAD18	ILMN_1707548
ILMN_2267914	CD68	ILMN_2267914
ILMN_1773109	ADGRB2	ILMN_1773109
ILMN_2295620	MAZ	ILMN_2295620
ILMN_2342695	PDGFA	ILMN_2342695
ILMN_2124523	METTL14	ILMN_2124523
ILMN_1690545	TAF11	ILMN_1690545
ILMN_1726204	SCRG1	ILMN_1726204
ILMN_1805968	TCAF1	ILMN_1805968
ILMN_2298035	IGF2	ILMN_2298035
ILMN_2298035	INS-IGF2	ILMN_2298035
ILMN_2206722	FER1L4	ILMN_2206722
ILMN_1679725	PCYOX1	ILMN_1679725
ILMN_1751943	MME	ILMN_1751943
ILMN_1655849	GSC	ILMN_1655849
ILMN_1912334	HYDIN	ILMN_1912334
ILMN_1664215	ACTR2	ILMN_1664215
ILMN_1811574	MAPK8IP3	ILMN_1811574
ILMN_2054121	CLPSL2	ILMN_2054121
ILMN_1687556	DAPL1	ILMN_1687556
ILMN_1656186	SLC41A1	ILMN_1656186
ILMN_1786353	CNGA1	ILMN_1786353
ILMN_1786498	STARD13	ILMN_1786498
ILMN_1683942	PCDHB2	ILMN_1683942
ILMN_1657483	SEC23B	ILMN_1657483
ILMN_2399893	RPS24	ILMN_2399893
ILMN_1651727	OOEP	ILMN_1651727
ILMN_1731621	RXFP3	ILMN_1731621
ILMN_1814557	TRPS1	ILMN_1814557
ILMN_1811719	MYO7A	ILMN_1811719
ILMN_1703072	CREB3	ILMN_1703072
ILMN_1811380	KCNA10	ILMN_1811380
ILMN_1746116	OCA2	ILMN_1746116
ILMN_1680341	PPIE	ILMN_1680341
ILMN_1714623	TOMM22	ILMN_1714623
ILMN_1734290	MAPRE3	ILMN_1734290
ILMN_1765523	TOLLIP	ILMN_1765523
ILMN_1774373	NIPAL2	ILMN_1774373
ILMN_1736112	ARHGAP10	ILMN_1736112
ILMN_1735402	DCAF5	ILMN_1735402
ILMN_2235454	COMMD5	ILMN_2235454
ILMN_1769571	SPEN-AS1	ILMN_1769571
ILMN_1717278	RLN3	ILMN_1717278
ILMN_2192385	TTC19	ILMN_2192385
ILMN_2345908	DDX11	ILMN_2345908
ILMN_1799150	PPM1J	ILMN_1799150
ILMN_1810891	ZNF629	ILMN_1810891
ILMN_2191003	KRTAP5-1	ILMN_2191003
ILMN_1709377	ZNF28	ILMN_1709377
ILMN_1806749	SPACA4	ILMN_1806749
ILMN_1689438	BTRC	ILMN_1689438
ILMN_1696921	LATS1	ILMN_1696921
ILMN_2231985	HSPA13	ILMN_2231985
ILMN_1672325	PYDC2	ILMN_1672325
ILMN_1732296	ID3	ILMN_1732296
ILMN_1679501	CSNK2A1	ILMN_1679501
ILMN_1787334	HOXC4	ILMN_1787334
ILMN_1787334	HOXC5	ILMN_1787334
ILMN_1787334	HOXC6	ILMN_1787334
ILMN_2399174	TRAK1	ILMN_2399174
ILMN_1737947	LSM5	ILMN_1737947
ILMN_2042343	MRPL42P5	ILMN_2042343
ILMN_1709767	YWHAEP7	ILMN_1709767
ILMN_1757186	GIMAP1	ILMN_1757186
ILMN_2346727	MTUS1	ILMN_2346727
ILMN_1777199	GRP	ILMN_1777199
ILMN_1702698	LSM11	ILMN_1702698
ILMN_2312817	LPAL2	ILMN_2312817
ILMN_2281486	CNGA3	ILMN_2281486
ILMN_2341548	MYO5B	ILMN_2341548
ILMN_1747741	CEP57L1	ILMN_1747741
ILMN_1702960	ARL14EPL	ILMN_1702960
ILMN_2250923	FOXP1	ILMN_2250923
ILMN_1742705	SLC39A11	ILMN_1742705
