gene,degree,betweenness,closeness,eigenvector,page_rank,clustering_coef,community,avg_edge_score,neighbor_connectivity,is_hub,is_bottleneck
GRIA2,10,0.003188909503299078,0.4084967320261438,0.03189639659048981,0.004136047943999154,0.5,4,0.6542,36.8,FALSE,FALSE
HDAC6,28,0.002174102026034872,0.4844961240310077,0.19955637931842393,0.0072831446195079684,0.6813186813186813,1,0.5387857142857143,56,FALSE,FALSE
HNRNPA2B1,30,0.013641172949892826,0.4789272030651341,0.18748799531832888,0.007579376123287892,0.4095238095238095,1,0.6216,51.46666666666667,FALSE,FALSE
HSPA5,94,0.186940392391121,0.5681818181818182,0.5460254767776811,0.02171395027355296,0.272895467160037,1,0.619468085106383,39.02127659574468,TRUE,TRUE
ITPR3,28,0.029492695490665917,0.45454545454545453,0.2754022766226304,0.007231119202689538,0.4505494505494505,1,0.6063571428571428,43.142857142857146,FALSE,TRUE
KLC4,10,9.406507171595975e-4,0.33156498673740054,0.010824071037688017,0.004622926077813995,0.5,4,0.7792,18,FALSE,FALSE
MAP2K6,6,0,0.3834355828220859,0.03747474579301409,0.00257919614820149,1,1,0.7969999999999999,52.666666666666664,FALSE,FALSE
MAP3K5,44,0.009407388810290667,0.49019607843137253,0.23455049160802335,0.011582070937796405,0.45454545454545453,1,0.6635909090909091,38.54545454545455,FALSE,FALSE
MAPK12,22,0.007624021255798252,0.4664179104477612,0.1380580235174104,0.0067293917877515215,0.4727272727272728,1,0.7666363636363637,50.36363636363637,FALSE,FALSE
MCU,6,3.080632024209045e-4,0.34153005464480873,0.10052712559298263,0.0023077685795792283,0.3333333333333333,3,0.6726666666666666,41.333333333333336,FALSE,FALSE
NDUFA1,44,8.32736998197171e-5,0.36231884057971014,0.9499389289960808,0.008498826563658432,0.974025974025974,3,0.9186363636363636,45.63636363636363,FALSE,FALSE
NDUFA10,46,0.003026707915562673,0.390625,0.9619455266663443,0.008935979822008009,0.8972332015810277,3,0.8844347826086957,44.78260869565217,FALSE,FALSE
NDUFA12,44,8.32736998197171e-5,0.36231884057971014,0.9499389289960805,0.008498826563658432,0.974025974025974,3,0.9828636363636364,45.63636363636363,FALSE,FALSE
NDUFA2,48,0.003921224365891653,0.3968253968253968,0.976400586840379,0.009357511090048566,0.8405797101449275,3,0.92475,43.666666666666664,TRUE,FALSE
NDUFA3,44,8.32736998197171e-5,0.36231884057971014,0.9499389289960806,0.008498826563658435,0.974025974025974,3,0.9055,45.63636363636363,FALSE,FALSE
NDUFA4,50,0.0163966412892871,0.42517006802721086,0.9942822592734992,0.009784442342160951,0.7833333333333333,3,0.876,44.56,TRUE,FALSE
NDUFA4L2,40,6.791171477079796e-6,0.3561253561253561,0.8740945745544547,0.00782062743662361,0.994736842105263,3,0.71475,46.2,FALSE,FALSE
NDUFA9,48,0.003060661409396989,0.37091988130563797,0.968776628147341,0.00956499811804821,0.8369565217391305,3,0.9120833333333334,42.75,TRUE,FALSE
NDUFB1,38,0,0.35511363636363635,0.834183951138658,0.007487976576209134,1,3,0.9529473684210527,46.526315789473685,FALSE,FALSE
NDUFB10,48,0.010210018769760474,0.3787878787878788,0.96114280466575,0.009585876756216815,0.8188405797101449,3,0.90825,43.166666666666664,TRUE,FALSE
NDUFB2,40,6.791171477079796e-6,0.3561253561253561,0.8722914860913068,0.00782286970555723,0.994736842105263,3,0.9208000000000001,46.1,FALSE,FALSE
NDUFB3,46,0.007136688169361961,0.38109756097560976,0.9571153332586644,0.008936611293064313,0.8893280632411067,3,0.9090434782608695,44.95652173913044,FALSE,FALSE
NDUFS1,50,0.06158348772264746,0.4770992366412214,0.9977484418249796,0.009821448137851293,0.7766666666666667,3,0.88408,47.04,TRUE,TRUE
NDUFS6,44,8.32736998197171e-5,0.36231884057971014,0.9499389289960806,0.008498826563658432,0.974025974025974,3,0.96559090909090906,45.63636363636363,FALSE,FALSE
NEFH,22,0.0095709389226212,0.43252595155709345,0.055541325409244356,0.00776738454067992,0.4545454545454546,4,0.777090909090909,28.90909090909091,FALSE,FALSE
NEFL,26,0.02137170637015298,0.4208754208754209,0.04880398876430274,0.009948843429193312,0.3076923076923077,4,0.7348461538461538,21.692307692307693,FALSE,FALSE
NEFM,18,0.009255365737548024,0.43103448275862066,0.05687469504570846,0.006623943248352621,0.5277777777777778,4,0.7788888888888889,35.111111111111114,FALSE,FALSE
NRG1,8,0.0013149380011080757,0.31565656565656564,0.005561881652080117,0.0046300877292256475,0.5,4,0.7285,13,FALSE,FALSE
NRG3,4,0,0.2927400468384075,0.002962302110906077,0.002931636938468882,1,4,0.9675,10,FALSE,FALSE
NUP107,42,3.6092809114302704e-4,0.40064102564102566,0.31370401806183623,0.008614888540779702,0.980952380952381,2,0.9014761904761904,46.095238095238095,FALSE,FALSE
NUP153,44,0.002121430382613387,0.40192926045016075,0.3168963988923385,0.0091137601566779,0.9090909090909091,2,0.8885909090909091,44.36363636363637,FALSE,FALSE
NUP155,42,3.6092809114302704e-4,0.40064102564102566,0.3137040180618361,0.008614888540779696,0.980952380952381,2,0.8964285714285715,46.095238095238095,FALSE,FALSE
NUP160,44,0.006798446343913922,0.42955326460481097,0.32110305545650375,0.009055123331556489,0.8917748917748918,2,0.8691363636363636,45.36363636363637,FALSE,FALSE
NUP188,42,3.6092809114302704e-4,0.40064102564102566,0.31370401806183645,0.008614888540779695,0.980952380952381,2,0.8678095238095238,46.095238095238095,FALSE,FALSE
NUP205,42,3.6092809114302704e-4,0.40064102564102566,0.31370401806183607,0.0086148885407797,0.980952380952381,2,0.888,46.095238095238095,FALSE,FALSE
NUP210,42,3.6092809114302704e-4,0.40064102564102566,0.3137040180618361,0.008614888540779696,0.980952380952381,2,0.8694761904761905,46.095238095238095,FALSE,FALSE
NUP35,46,0.006701645739152247,0.4152823920265781,0.322305471640243,0.009561607025597938,0.8300395256916996,2,0.8559130434782609,43.56521739130435,FALSE,FALSE
NUP37,42,3.6092809114302704e-4,0.40064102564102566,0.3137040180618361,0.008614888540779696,0.980952380952381,2,0.8795238095238095,46.095238095238095,FALSE,FALSE
NUP43,42,3.6092809114302704e-4,0.40064102564102566,0.3137040180618364,0.008614888540779698,0.980952380952381,2,0.8933809523809524,46.095238095238095,FALSE,FALSE
NUP50,42,3.6092809114302704e-4,0.40064102564102566,0.31370401806183595,0.008614888540779696,0.980952380952381,2,0.8543333333333333,46.095238095238095,FALSE,FALSE
NUP54,44,0.002121430382613387,0.40192926045016075,0.31689639889233817,0.009113760156677898,0.9090909090909091,2,0.8782727272727273,44.36363636363637,FALSE,FALSE
NUP62,46,0.02364045216350978,0.4664179104477612,0.3333951773619115,0.00959171766446263,0.8339920948616601,2,0.8799130434782608,46.52173913043478,FALSE,TRUE
NUP85,44,0.005607497753703915,0.4084967320261438,0.3167850763886891,0.009181114835304644,0.8917748917748918,2,0.8737727272727273,44.63636363636363,FALSE,FALSE
NUP88,42,3.6092809114302704e-4,0.40064102564102566,0.31370401806183623,0.008614888540779695,0.980952380952381,2,0.9038095238095238,46.095238095238095,FALSE,FALSE
NUP98,44,0.002121430382613387,0.40192926045016075,0.31689639889233834,0.009113760156677897,0.9090909090909091,2,0.8976363636363637,44.36363636363637,FALSE,FALSE
NXT2,10,0,0.32299741602067183,0.07322548591298335,0.002954684105285069,1,2,0.6718,44.8,FALSE,FALSE
OPTN,52,0.02817272964983809,0.4789272030651341,0.1969385364727496,0.01377087188502009,0.31384615384615383,1,0.7025,32.46153846153846,TRUE,TRUE
PFN1,20,0.0021943471251185606,0.43103448275862066,0.08111810310896421,0.00619176913102253,0.6000000000000001,1,0.588,39,FALSE,FALSE
PIK3C3,36,0.0036114242849941487,0.46296296296296297,0.20263226632473288,0.009020399944577082,0.7058823529411765,1,0.7848888888888889,46.22222222222222,FALSE,FALSE
PIK3R4,24,2.687708365589233e-4,0.40584415584415584,0.11703309194334222,0.0064209159807491895,0.9090909090909091,1,0.8224166666666667,41.833333333333336,FALSE,FALSE
PPP3R1,10,8.217931221027236e-4,0.41946308724832215,0.06520959170378181,0.003436852815964687,0.6,1,0.5668,53.6,FALSE,FALSE
PRPH,6,0,0.314070351758794,0.007349033950712287,0.0030667791189723024,1,4,0.9033333333333333,22,FALSE,FALSE
PSMA2,28,0.0021388748202276707,0.4681647940074906,0.1345459709899939,0.007427885000698152,0.8241758241758241,5,0.8752857142857142,43.857142857142854,FALSE,FALSE
PSMA4,32,0.011150434085953061,0.4770992366412214,0.1646093361464771,0.00827646202985928,0.6916666666666667,5,0.8438125,38.375,FALSE,FALSE
PSMB3,28,0.005208957779741122,0.4699248120300752,0.12407103078667035,0.007396744440475185,0.8021978021978022,5,0.9094285714285715,40.142857142857146,FALSE,FALSE
PSMB5,28,8.454792775553359e-4,0.44964028776978415,0.12630061553156532,0.007457395451185756,0.8351648351648352,5,0.9104285714285715,42.57142857142857,FALSE,FALSE
PSMB6,28,0.009787128250797824,0.4681647940074906,0.19224488684326688,0.007246799469643081,0.7362637362637362,5,0.8672142857142857,42.42857142857143,FALSE,FALSE
PSMC3,32,0.01744473631100916,0.5060728744939271,0.16971600109114426,0.008308592170902268,0.6166666666666667,5,0.86925,38.875,FALSE,FALSE
PSMC4,32,0.0024953376658019308,0.45126353790613716,0.13198347738857208,0.0084960633311715,0.6583333333333333,5,0.829375,37.5,FALSE,FALSE
PSMC5,30,0.012560887052764778,0.4770992366412214,0.15646265212447363,0.007840914291724468,0.7047619047619048,5,0.8942666666666667,39.2,FALSE,FALSE
PSMD11,30,0.0017548095316629268,0.44802867383512546,0.11924904215791642,0.007958658581011269,0.7714285714285715,5,0.8815333333333333,37.733333333333334,FALSE,FALSE
PSMD14,36,0.013968890511173601,0.49019607843137253,0.16979167499189238,0.009407201781413453,0.5947712418300654,5,0.8350555555555556,42.22222222222222,FALSE,FALSE
PSMD8,30,0.0032940784348273124,0.4432624113475177,0.1156672134684604,0.008213547320081496,0.7714285714285715,5,0.8796,36.4,FALSE,FALSE
RB1CC1,30,0.0011922295291636833,0.423728813559322,0.15356484593691605,0.007762791252961847,0.7523809523809524,1,0.887,44.266666666666666,FALSE,FALSE
SDHC,46,0.037702334025968176,0.44802867383512546,0.9055018829197874,0.009178293108609665,0.7075098814229249,3,0.6923478260869566,50.34782608695652,FALSE,TRUE
SEC13,46,0.01053807483858478,0.42517006802721086,0.3220118616235931,0.009796724287602128,0.8181818181818182,2,0.8411304347826087,43.82608695652174,FALSE,FALSE
SLC1A2,16,0.00524846342249292,0.4280821917808219,0.05293430570162448,0.005908510027624611,0.5357142857142857,4,0.5825,35,FALSE,FALSE
SOD1,96,0.2232243254956716,0.6127450980392157,0.3784420263590783,0.02712347173603962,0.17996453900709222,5,0.7190833333333333,30.083333333333332,TRUE,TRUE
SPG11,14,8.544411125056287e-5,0.42517006802721086,0.06480583646426004,0.004605578467019545,0.9047619047619048,1,0.5181428571428571,48.57142857142857,FALSE,FALSE
SQSTM1,80,0.06069642777593448,0.5506607929515418,0.37344674675666634,0.019656335595587986,0.28974358974358977,1,0.671025,35.4,TRUE,TRUE
SRSF3,46,0.012285122697233383,0.44642857142857145,0.3256169035935207,0.009550807394857072,0.7865612648221344,2,0.5619565217391305,44.78260869565217,FALSE,FALSE
SRSF7,44,0.004048605559118756,0.38699690402476783,0.3060203859166253,0.009129797444976709,0.8528138528138529,2,0.5478636363636363,42.72727272727273,FALSE,FALSE
TANK,8,2.580645161290323e-5,0.36764705882352944,0.04251378259779079,0.0029589884836236447,0.8333333333333334,1,0.82475,49,FALSE,FALSE
TBK1,32,0.004643944251604144,0.44802867383512546,0.15390282088252705,0.008625513283357812,0.55,1,0.6569375,43.25,FALSE,FALSE
TOMM40,20,0.015576619258404274,0.4646840148698885,0.33156407751595945,0.004972945724634994,0.48888888888888893,3,0.5669,59.4,FALSE,FALSE
TP53,92,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,1,0.634891304347826,35.17391304347826,TRUE,TRUE
TUBB,16,0.0075585623147086485,0.4752851711026616,0.13125942193857676,0.0047909143175140145,0.42857142857142855,1,0.56025,53.25,FALSE,FALSE
TUBB1,2,0,0.3633720930232558,0.024889961154485225,0.0015831752911681068,0,1,0.485,94,FALSE,FALSE
UBQLN1,26,0.0026010582847953573,0.42662116040955633,0.10755270465608077,0.007095189972954344,0.4615384615384615,5,0.6098461538461538,40.46153846153846,FALSE,FALSE
UBQLN3,6,7.869722610255569e-5,0.35714285714285715,0.021989547517939925,0.0025503410924817603,0.3333333333333333,5,0.5263333333333333,39.333333333333336,FALSE,FALSE
UBQLN4,22,0.0021341646403409006,0.43103448275862066,0.09100294655943639,0.006085205087928826,0.6181818181818182,5,0.9029090909090909,38,FALSE,FALSE
ULK1,34,0.0014495806193357936,0.42955326460481097,0.1765705579436191,0.00863705563238423,0.7132352941176471,1,0.7712941176470588,42.94117647058823,FALSE,FALSE
UQCR10,46,0.0039449100287900635,0.40192926045016075,0.9686703736018988,0.008897718645330245,0.9051383399209487,3,0.9535217391304348,45.391304347826086,FALSE,FALSE
UQCR11,44,8.32736998197171e-5,0.36231884057971014,0.9499389289960803,0.008498826563658432,0.974025974025974,3,0.9521363636363637,45.63636363636363,FALSE,FALSE
UQCRB,46,0.0039449100287900635,0.40192926045016075,0.9686703736018987,0.008897718645330245,0.9051383399209487,3,0.9482608695652174,45.391304347826086,FALSE,FALSE
UQCRC1,50,0.01773075070527434,0.41254125412541254,0.9775154885900599,0.009864912291260507,0.7666666666666666,3,0.88968,42.64,TRUE,FALSE
UQCRHL,40,2.0335341833394365e-5,0.36023054755043227,0.8755424343110239,0.007827079068575896,0.994736842105263,3,0.85045,46.5,FALSE,FALSE
WIPI1,24,4.8288950663017083e-4,0.382262996941896,0.10489821663767189,0.0064419984716877635,0.7424242424242423,1,0.80875,37.333333333333336,FALSE,FALSE
WIPI2,26,0.002265340529184331,0.4032258064516129,0.10414802426872581,0.006932276131309545,0.6794871794871794,1,0.8109999999999999,36.30769230769231,FALSE,FALSE
XBP1,32,0.003836136054988056,0.48638132295719844,0.21899401875054317,0.008192027729736274,0.7166666666666667,1,0.7428125,50.875,FALSE,FALSE
