drug_name,is_approved,is_anti_neoplastic,is_immunotherapy,avg_degree,max_degree,avg_betweenness,max_betweenness,avg_closeness,avg_eigenvector,avg_page_rank,avg_clustering_coef,num_communities,avg_edge_score,avg_neighbor_connectivity,num_targets,hub_target_ratio,bottleneck_target_ratio,avg_interaction_score,avg_interaction_type,drug_id
CHEMBL:CHEMBL534423,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.12029672114774909,0,4940
CHEMBL:CHEMBL534535,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.10027454412699822,0,4941
CHEMBL:CHEMBL534675,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,105.0153424713889,0,4942
CHEMBL:CHEMBL535051,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2917092846427472,0,4943
CHEMBL:CHEMBL535307,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.07865243845193606,0,4944
CHEMBL:CHEMBL535315,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6250913242344582,0,4945
CHEMBL:CHEMBL535331,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,9,0,0,0.1646132230727785,0,4946
CHEMBL:CHEMBL535714,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.40787669888100936,0,4947
CHEMBL:CHEMBL535730,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,4948
CHEMBL:CHEMBL536008,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.059442899,0,4949
CHEMBL:CHEMBL536151,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.06706654249999999,0,4950
CHEMBL:CHEMBL536166,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.18001761005188474,0,4951
CHEMBL:CHEMBL536375,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.14692860633688573,0,4952
CHEMBL:CHEMBL536599,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.060237736,0,4953
CHEMBL:CHEMBL537045,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.047412444,0,4954
CHEMBL:CHEMBL537087,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,4955
CHEMBL:CHEMBL53738,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.062958838,0,4956
CHEMBL:CHEMBL538104,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.8582399553711121,0,4957
CHEMBL:CHEMBL538542,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.0385701224151717,0,4958
CHEMBL:CHEMBL538798,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,10,0,0,0.0197568434,0,4959
CHEMBL:CHEMBL538965,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.0702473328705151,0,4960
CHEMBL:CHEMBL539954,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.058471794,0,4961
CHEMBL:CHEMBL541230,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.8751278539282416,0,4962
CHEMBL:CHEMBL541585,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.0523457107943297,0,4963
CHEMBL:CHEMBL541754,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,0,4964
CHEMBL:CHEMBL544115,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.09772689651834222,0,4965
CHEMBL:CHEMBL545184,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,4966
CHEMBL:CHEMBL545880,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,4967
CHEMBL:CHEMBL545900,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,1,0.634891304347826,35.17391304347826,1,1,1,0.1159109740302306,0,4968
CHEMBL:CHEMBL546168,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,4969
CHEMBL:CHEMBL546170,FALSE,FALSE,FALSE,77,92,0.0741612254776991,0.10150708577025484,0.5713599933210887,0.418062506233318,0.019151247773076623,0.31586411095527506,2,0.6459940392706872,37.07082748948106,7,0.2857142857142857,0.2857142857142857,0.19557461589400676,0,4970
CHEMBL:CHEMBL546257,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.22879723884272296,0,4971
CHEMBL:CHEMBL546344,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.1745926755596864,0,4972
CHEMBL:CHEMBL546475,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.05913205,0,4973
CHEMBL:CHEMBL546493,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.054933473969378324,0,4974
CHEMBL:CHEMBL546531,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,4975
CHEMBL:CHEMBL546576,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1190650141398968,0,4976
CHEMBL:CHEMBL546580,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,4977
CHEMBL:CHEMBL546597,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.01506994075,0,4978
CHEMBL:CHEMBL546649,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.1560386048596545,0,4979
CHEMBL:CHEMBL546797,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,32,0,0,0.05114817329226105,0,4980
CHEMBL:CHEMBL546865,FALSE,FALSE,FALSE,62,62,0.04681536518514334,0.04681536518514334,0.5530973451327433,0.38662834985596234,0.015506389356420961,0.3698924731182796,2,0.6570967741935484,38.96774193548387,6,0.16666666666666666,0.16666666666666666,0.16496481290474968,0,4981
CHEMBL:CHEMBL546975,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1535312024435511,0,4982
CHEMBL:CHEMBL547101,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.0542316085,0,4983
CHEMBL:CHEMBL547161,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2292911407672248,0,4984
CHEMBL:CHEMBL547175,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,4985
CHEMBL:CHEMBL547245,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1093909817410302,0,4986
CHEMBL:CHEMBL547269,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.0346275344,0,4987
CHEMBL:CHEMBL547285,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.046506817,0,4988
CHEMBL:CHEMBL547304,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.18978896321529895,0,4989
CHEMBL:CHEMBL547313,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1093909817410302,0,4990
CHEMBL:CHEMBL547407,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.057508115,0,4991
CHEMBL:CHEMBL547483,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.0305102402,0,4992
CHEMBL:CHEMBL547488,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,4993
CHEMBL:CHEMBL547656,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,4994
CHEMBL:CHEMBL547833,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.09635422000666961,0,4995
CHEMBL:CHEMBL547924,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.18839557971424903,0,4996
CHEMBL:CHEMBL547977,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.060237736,0,4997
CHEMBL:CHEMBL548017,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.11887698202184098,0,4998
CHEMBL:CHEMBL548286,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.3182283105193605,0,4999
CHEMBL:CHEMBL548338,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,5000
CHEMBL:CHEMBL548458,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.2199147883206036,0,5001
CHEMBL:CHEMBL548469,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,5002
CHEMBL:CHEMBL548540,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.23013979890975544,0,5003
CHEMBL:CHEMBL548615,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.032289632,0,5004
CHEMBL:CHEMBL548619,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1779921058837101,0,5005
CHEMBL:CHEMBL548629,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.10269357466068679,0,5006
CHEMBL:CHEMBL548681,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4688184931758437,0,5007
CHEMBL:CHEMBL549208,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.05335232633333334,0,5008
CHEMBL:CHEMBL549216,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.0818966525,0,5009
CHEMBL:CHEMBL549330,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,0,5010
CHEMBL:CHEMBL552439,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.035397586333333335,0,5011
CHEMBL:CHEMBL553503,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.14041163473586596,0,5012
CHEMBL:CHEMBL554130,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,26.25383561784724,0,5013
CHEMBL:CHEMBL554475,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,7.292732116068679,0,5014
CHEMBL:CHEMBL555242,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.030357658000000003,0,5015
CHEMBL:CHEMBL555260,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.10269357466068679,0,5016
CHEMBL:CHEMBL557670,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.363835616511545,0,5017
CHEMBL:CHEMBL559271,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,0,5018
CHEMBL:CHEMBL559934,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,5019
CHEMBL:CHEMBL560296,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.25042238855179266,0,5020
CHEMBL:CHEMBL560532,FALSE,FALSE,FALSE,62,62,0.04681536518514334,0.04681536518514334,0.5530973451327433,0.38662834985596234,0.015506389356420961,0.3698924731182796,1,0.6570967741935484,38.96774193548387,1,1,1,2.333674277141977,0,5021
CHEMBL:CHEMBL561679,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.058471794,0,5022
CHEMBL:CHEMBL562095,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,7.292732116068679,0,5023
CHEMBL:CHEMBL562352,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,17.50255707856483,0,5024
CHEMBL:CHEMBL563777,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,7.292732116068679,0,5025
CHEMBL:CHEMBL563919,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,5,0.2,0.2,0.0670997946,0,5026
CHEMBL:CHEMBL56393,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,28,0,0,0.02029875167857143,0,5027
CHEMBL:CHEMBL564009,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,0,5028
CHEMBL:CHEMBL56542,FALSE,FALSE,FALSE,36,36,0.013968890511173601,0.013968890511173601,0.49019607843137253,0.16979167499189238,0.009407201781413453,0.5947712418300654,2,0.8350555555555556,42.22222222222222,6,0,0,0.14710920772694971,0,5029
CHEMBL:CHEMBL565540,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.544343271638073,0,5030
CHEMBL:CHEMBL565711,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,17.50255707856483,0,5031
CHEMBL:CHEMBL565893,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.029306599,0,5032
CHEMBL:CHEMBL569419,FALSE,FALSE,FALSE,28,28,0.002174102026034872,0.002174102026034872,0.4844961240310077,0.19955637931842393,0.0072831446195079684,0.6813186813186813,1,0.5387857142857143,56,1,0,0,2.442217266776488,0,5033
CHEMBL:CHEMBL570176,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.6106332098736923,0,5034
CHEMBL:CHEMBL571228,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.18839557971424903,0,5035
CHEMBL:CHEMBL571453,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,0,5036
CHEMBL:CHEMBL572346,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.9664331240000001,0,5037
CHEMBL:CHEMBL572531,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6250913242344582,0,5038
CHEMBL:CHEMBL572637,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.500365296937833,0,5039
CHEMBL:CHEMBL573111,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.18839557971424903,0,5040
CHEMBL:CHEMBL57394,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.2505662679820604,0,5041
CHEMBL:CHEMBL576175,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.305277158,0,5042
CHEMBL:CHEMBL576208,FALSE,FALSE,FALSE,62,62,0.04681536518514334,0.04681536518514334,0.5530973451327433,0.38662834985596234,0.015506389356420961,0.3698924731182796,2,0.6570967741935484,38.96774193548387,11,0.09090909090909091,0.09090909090909091,0.100277820093385,0,5043
CHEMBL:CHEMBL576353,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.044815982000000004,0,5044
CHEMBL:CHEMBL576362,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.212581665,0,5045
CHEMBL:CHEMBL576404,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1779921058837101,0,5046
CHEMBL:CHEMBL576412,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.06390207467674353,0,5047
CHEMBL:CHEMBL576781,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.0928474611110124,0,5048
CHEMBL:CHEMBL576809,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.3182283105193605,0,5049
CHEMBL:CHEMBL577014,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,5050
CHEMBL:CHEMBL577222,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,5051
CHEMBL:CHEMBL577365,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2917092846427472,0,5052
CHEMBL:CHEMBL577415,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.5097832158805291,0,5053
CHEMBL:CHEMBL577419,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.347732922,0,5054
CHEMBL:CHEMBL577660,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.18672343610379957,0,5055
CHEMBL:CHEMBL577662,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.060237736,0,5056
CHEMBL:CHEMBL577673,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.17089077955861456,0,5057
CHEMBL:CHEMBL577851,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.04405420066666667,0,5058
CHEMBL:CHEMBL577862,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.944728564284981,0,5059
CHEMBL:CHEMBL577887,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.18095382505595026,0,5060
CHEMBL:CHEMBL578061,FALSE,FALSE,FALSE,12,12,0.023011067605594588,0.023011067605594588,0.4098360655737705,0.05942385345725471,0.005345414862580524,0.33333333333333337,2,0.7136666666666667,43.333333333333336,25,0,0,0.06248672152472629,0,5061
CHEMBL:CHEMBL578109,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1535312024435511,0,5062
CHEMBL:CHEMBL578220,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.8751278539282416,0,5063
CHEMBL:CHEMBL578257,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.0246929745,0,5064
CHEMBL:CHEMBL578276,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.5585922471882393,0,5065
CHEMBL:CHEMBL578294,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.024044237166666666,0,5066
CHEMBL:CHEMBL578329,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,6.563458904461812,0,5067
CHEMBL:CHEMBL578420,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.3697723326457359,0,5068
CHEMBL:CHEMBL578502,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,9,0,0,0.1877526511722913,0,5069
CHEMBL:CHEMBL578504,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.09602311727648387,0,5070
CHEMBL:CHEMBL578512,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,29,0.034482758620689655,0.034482758620689655,0.04849649870977219,0,5071
CHEMBL:CHEMBL578515,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.1368798628216463,0,5072
CHEMBL:CHEMBL578636,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.11297613771424905,0,5073
CHEMBL:CHEMBL578675,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.050032875685511284,0,5074
CHEMBL:CHEMBL578719,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.07520008513898754,0,5075
CHEMBL:CHEMBL578741,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,21,0,0,0.02221625354154332,0,5076
CHEMBL:CHEMBL578878,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.19697948812918886,0,5077
CHEMBL:CHEMBL578883,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.944728564284981,0,5078
CHEMBL:CHEMBL578890,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,3,0.3333333333333333,0.3333333333333333,0.05158523633333333,0,5079
CHEMBL:CHEMBL578896,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,5080
CHEMBL:CHEMBL578905,FALSE,FALSE,FALSE,24,24,0.007394711223603362,0.007394711223603362,0.48828125,0.19481680063517912,0.0064622843373507155,0.6060606060606061,2,0.6674166666666667,52.166666666666664,7,0,0,0.045304654021060646,0,5081
CHEMBL:CHEMBL578915,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.03143289075,0,5082
CHEMBL:CHEMBL578928,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.13482060075,0,5083
CHEMBL:CHEMBL578929,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.06851882576865008,0,5084
CHEMBL:CHEMBL578944,FALSE,FALSE,FALSE,24,24,0.007394711223603362,0.007394711223603362,0.48828125,0.19481680063517912,0.0064622843373507155,0.6060606060606061,2,0.6674166666666667,52.166666666666664,11,0,0,0.0726085211102858,0,5085
CHEMBL:CHEMBL579028,FALSE,FALSE,FALSE,36,36,0.013968890511173601,0.013968890511173601,0.49019607843137253,0.16979167499189238,0.009407201781413453,0.5947712418300654,2,0.8350555555555556,42.22222222222222,2,0,0,1.0392616,0,5086
CHEMBL:CHEMBL579045,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.15443025652376552,0,5087
CHEMBL:CHEMBL579105,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.0671648795,0,5088
CHEMBL:CHEMBL579143,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.364636606,0,5089
CHEMBL:CHEMBL579315,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,5090
CHEMBL:CHEMBL579318,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,10,0,0,0.09724898337139926,0,5091
CHEMBL:CHEMBL579420,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1093909817410302,0,5092
CHEMBL:CHEMBL579550,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,3,0.3333333333333333,0.3333333333333333,0.043167465333333335,0,5093
CHEMBL:CHEMBL579640,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1283806142682017,0,5094
CHEMBL:CHEMBL579725,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4070362111294147,0,5095
CHEMBL:CHEMBL579742,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.09304092029461812,0,5096
CHEMBL:CHEMBL579761,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2465148884304905,0,5097
CHEMBL:CHEMBL579837,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.0789102979935991,0,5098
CHEMBL:CHEMBL579882,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,5.834185692854944,0,5099
CHEMBL:CHEMBL579919,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.10586462491819931,0,5100
CHEMBL:CHEMBL579956,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.272913242077442,0,5101
CHEMBL:CHEMBL579957,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.16298047934696258,0,5102
CHEMBL:CHEMBL580071,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1190650141398968,0,5103
CHEMBL:CHEMBL580076,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.45407230428014206,0,5104
CHEMBL:CHEMBL580130,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4688184931758437,0,5105
