drug_name,is_approved,is_anti_neoplastic,is_immunotherapy,avg_degree,max_degree,avg_betweenness,max_betweenness,avg_closeness,avg_eigenvector,avg_page_rank,avg_clustering_coef,num_communities,avg_edge_score,avg_neighbor_connectivity,num_targets,hub_target_ratio,bottleneck_target_ratio,avg_interaction_score,avg_interaction_type,drug_id
(S)-23 [PMID: 27933945],FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.5707355569097228,-1,161
"(S)-3,4-DCPG",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.97236428214249,1,162
(S)-3-HYDROXY-3-METHYLGLUTARYL-COA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,52.50767123569449,-1,163
(S)-3-PHENYLLACTIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.039051633514961,1,164
(S)-4-CMTB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.750547945,1,165
(S)-4C3HPG,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.280674908,-1,166
(S)-ALAPROCLATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.021519498499999998,0,167
(S)-AMPA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.035397586333333335,0,168
(S)-ARN2508,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.5901331052491381,-1,169
(S)-CETIRIZINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6035364509849942,-1,170
(S)-CHLOROSUCCINIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.773424657790408,1,171
(S)-CR8,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.7475549374369688,-1,172
(S)-DIMETINDENE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.10139047689717781,-1,173
(S)-DRF-1042,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,13.236308790664651,-0.5,174
(S)-EF-1520,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,5.5689954340888095,-1,175
(S)-FELODIPINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.02599394325,0,176
(S)-FLUOXETINE,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,9,0.1111111111111111,0.1111111111111111,0.04615350931065061,0,177
(S)-FLUROCARAZOLOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.27131872081177827,-1,178
(S)-FTY720-PHOSPHATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.088686543276147,1,179
(S)-FTY720P,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.889457128569962,0,180
(S)-LIQUIRITIGENIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.5209094370586145,0.5,181
(S)-MEXILETINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.160314537,0,182
(S)-MIDODRINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.08854582,0,183
(S)-N-OLEOYLTYROSINOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,1,184
(S)-N-[1-(3-MORPHOLIN-4-YL-PHENYL)-ETHYL]-3-PHENYL-ACRYLAMIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,1.259087083287071,1,185
(S)-NIMODIPINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.02358198075,0,186
(S)-NITRENDIPINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.03208509666666667,0,187
(S)-ONDANSETRON,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.4747887932387456,0,188
(S)-PIA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.14572824448351657,1,189
(S)-PINACIDIL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.036819808499999995,0,190
(S)-PROMETHAZINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.05379489365412247,0,191
(S)-ROSCOVITINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.0204546224,0,192
(S)-RP-6306,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,26.25383561784724,-1,193
(S)-SARGACHROMENOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.521961485092594,0,194
(S)-UH 301,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.09051951224874949,-0.3333333333333333,195
(S)-VERAPAMIL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.25987651672472056,0,196
(S)-VU0637120,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.500511415712966,0,197
(S)-WILLARDIINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,198
"(S,R)-MEFLOQUINE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2292911407672248,0,199
(Z)-PIPLARTINE,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,2,0.5,0.5,0.0511141985,0,200
.ALPHA.1-PROTEINASE INHIBITOR HUMAN,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.282942227638891,-1,201
"0-HEXYL-1,3-DIAMINE-PLATINUM 2,2-DICHLORIDE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.03242393666666667,0,202
1'-ACETOXYCHAVICOL ACETATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.193356164447602,1,203
"1,10-PHENANTHROLINE",FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,21,0.047619047619047616,0.047619047619047616,0.05897296366567988,0.047619047619047616,204
"1,2,3-BENZENETRICARBOXYLIC ACID",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,26.25383561784724,-1,205
"1,2-DIHYDROXYNAPHTHALENE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.5086998477137357,0,206
"1,2-NAPHTHOQUINONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,9,0,0,0.02083486111111111,0,207
"1,3-DITOLYLGUANIDINE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,3.4653407927418547,0.3333333333333333,208
"1,4-BENZOQUINONE",FALSE,FALSE,FALSE,42,42,0.051584923327986115,0.051584923327986115,0.5122950819672131,0.4296539811315042,0.00986646855651209,0.4619047619047619,2,0.6802857142857143,47.42857142857143,3,0,0.3333333333333333,0.3878987169862848,0,209
"1,4-DICHLOROBENZENE",FALSE,FALSE,FALSE,62,62,0.04681536518514334,0.04681536518514334,0.5530973451327433,0.38662834985596234,0.015506389356420961,0.3698924731182796,1,0.6570967741935484,38.96774193548387,1,1,1,2.333674277141977,0,210
"1,4-DIMETHOXYANTHRAQUINONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,10,0,0,0.19589657009011216,0,211
"1,6-HEXAMETHYLENE DIISOCYANATE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.193356164447602,1,212
1-ALLYL-2-[3-(ISOPROPYLAMINO)PROPOXY]-9H-CARBAZOLE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.875273972703375,-1,213
1-ALLYL-2-[3-(ISOPROPYLAMINO)PROPOXY]-9H-XANTHEN-9-ONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.875273972703375,-1,214
1-AMINOCYCLOPROPANE CARBOXYLIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.061269161,0,215
1-AZAKENPAULLONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,13,0,0,0.10481414069093982,-0.23076923076923078,216
1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,10.50153424713889,-1,217
1-HYDROXY-4-ETHOXYBENZENE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.062958838,0,218
1-HYDROXY-6-(4-HYDROXY-PHENYL)-1-PHENYL-HEXAN-3-ONE (ENANTIOMERIC MIX),FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4907258993990139,0,219
1-METHYL-L-TRYPTOPHAN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.375639269641208,-1,220
1-METHYLCYCLOPROPANECARBOXYLIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.5785017124671405,1,221
1-NAPHTHOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.062958838,0,222
1-NAPHTHYLISOTHIOCYANATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.0702309818705151,0,223
1-NAPHTHYLPIPERAZINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.11526124063342419,0.14285714285714285,224
1-NITROPYRENE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.062958838,0,225
1-OLEOYL GLYCEROL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,1,226
1-PALMITOYL-LYSOPHOSPHATIDYLCHOLINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,1,227
1-PHENETHYLPIPERIDINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.692701089009974,0,228
1-PHENYLBIGUANIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.049258185999999995,0,229
1-STEAROYL-LYSOPHOSPHATIDYLCHOLINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,1,230
1.ALPHA.-HYDROXYVITAMIN D5,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.340562094892362,0,231
"10,10-DIFLUORO TXA2",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.381780822,1,232
1018 ISS,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.544343271638073,1,233
11-CIS-RETINAL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,21.00306849427779,0,234
11-DEOXY-PGE1,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.280674908,1,235
12-EPI LTB4,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.088686543276147,1,236
12-EPI-SALVINORIN A,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.479089330582943,0,237
"12-HYDROXY-4,4-BISNOR-4,8,11,13-PODOCARPATETRAEN-3-ONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.058733413,0,238
12-HYDROXYHEPTADECATRIENOIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.088686543276147,1,239
12-IMIDAZOLYL-1-DODECANOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,26.25383561784724,-1,240
12A-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.033881738333333335,0,241
12R-HETE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.750547945,1,242
12S-HETE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.088686543276147,1,243
"13,14-DIHYDRO-15-KETO-PGD2",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.100306849,1,244
"13,14-DIHYDRO-15-KETO-PGF2&ALPHA;",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.100306849,1,245
"13,14-DIHYDRO-16-M-CHLOROPHENOXY-W-TETRANOR-PGF1&ALPHA;",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.100306849,1,246
"13,14-DIHYDRO-PGE1",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.280674908,1,247
13-CIS-RETINAL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,1.3724770710649659,0,248
13-DEOXYDOXORUBICIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4526523382387456,0,249
135PAM1,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.875273972703375,0,250
1400W,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.419126249613364,-1,251
15(R)-15-METHYL-PGD2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.100306849,1,252
15(S)-15-METHYL-PGD2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.100306849,1,253
"15-DEOXY-&DELTA;-12,14-PROSTAGLANDIN J2",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6250913242344582,1,254
"15-DEOXY-&DELTA;12,14-PGJ2",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.7775174395946851,1,255
15S-HETE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.088686543276147,1,256
16&ALPHA;-HYDROXYESTRONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.591141552596803,1,257
"16,16-DIMETHYL-PGE2",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,1.3560668542624437,0,258
17-OCTADECYNOIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.22096397851161637,-0.2,259
17-PHENYL-&OMEGA;-TRINOR-PGE2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.8452454395469177,1,260
17BETA-HYDROXYSTEROID DEHYDROGENASE TYPE 5 INHIBITOR ASP9521,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.500511415712966,0,261
19(R)-OH-PGE2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.944728564284981,1,262
1D09C3,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,4.236730086477995,0,263
1DME,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.1187714040577266,1,264
1G244,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.0684840183758437,-1,265
"1R,9S-HYDRASTINE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.05295988244926495,0,266
1R-11,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,1,267
"2',3'-DIDEOXYADENOSINE TRIPHOSPHATE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.693795846312725,1,268
"2',4'-DIHYDROXYCHALCONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.06744072842718722,0,269
"2',BETA-DIHYDROXYCHALCONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2117244807890907,0,270
2'-EPI-TUBERATOLIDE B,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.521961485092594,0,271
2'-HYDROXYCHALCONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,2.939145172760805,0,272
2'-METHOXYFORMONETIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1271372184883644,0,273
2'3'-CGAMP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.071585127259071,1,274
"2'H,4H-[2,5'-BICHROMEN]-4-ONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.182283105193606,0,275
"2'H,4H-[2,8'-BICHROMEN]-4-ONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.182283105193606,0,276
2(S)-AMINO-6-BORONOHEXANOIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,6.83693635896181,-1,277
"2,2',4,4',5,5'-HEXACHLOROBIPHENYL",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,0,278
"2,2'-PYRIDYLISATOGEN TOSYLATE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.693795846312725,0,279
"2,3',4,5'-TETRAMETHOXYSTILBENE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.591141552596803,-1,280
"2,3,4'-TRIHYDROXY-4-METHOXYBENZOPHENONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.07607049833333333,0,281
"2,3,4,4'-TETRAMETHOXYBIPHENYL",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.2748046758545808,0,282
"2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.038745377750000004,0,283
"2,3-DIHYDRO-1,4-DITHIIN-1,1,4,4-TETROXIDE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.9907107780319716,-1,284
"2,3-DIHYDROXY-4-METHOXY-4'-ETHOXYBENZOPHENONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.05577014166666666,0,285
"2,3-DIHYDROXY-6,7-DICHLOROQUINOXALINE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.1009561516,0,286
"2,4,6-TRIBROMOPHENOL",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.1019181139220446,0,287
"2,4,6-TRIHYDROXYACETOPHENONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.058733413,0,288
"2,4-DIACETYLPHLOROGLUCINOL",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.493057867399443,0,289
"2,4-DIHYDROXYBENZOPHENONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.20573861274118757,0,290
"2,4-DINITROPHENOL",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.2957011140568577,0,291
"2,4-EPI-NEODYSIHERBAINE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.5661643835000003,-1,292
"2,4-HEXADIENAL",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.08352101787885806,0,293
"2,6-DIDEHYDROPEPEROMIN B",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,0,294
"2,6-DIMETHOXYQUINONE",FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,7,0.14285714285714285,0.14285714285714285,0.11068032842857142,0,295
"2- (2,6-DIMETHOXYPHENOXYETHYL)AMINOMETHYL-1,4-BENZODIOXANE HYDROCHLORIDE (WB 4101)",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.058733413,0,296
2-(1-PHENYLETHYLIDENE)HYDRAZINECARBOXIMIDAMIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.810609352954982,0,297
2-(2'-METHOXYPHENYL)-1H-INDOLE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.14186889587265636,0,298
2-(2-THIAZOLYL)ETHANAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6035364509849942,1,299
2-(3-BROMOPHENYL)HISTAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.48747174887249534,1,300
2-(3-CHLOROPHENYL)HISTAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6035364509849942,1,301
2-(3-IODOPHENYL)HISTAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6035364509849942,1,302
2-(INDOLIN-1YL)-MELATONIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,-1,303
2-(PHENOXYMETHYL)BENZOTHIAZOLE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.09759899284555396,0,304
2-({6-[(3-CHLOROPHENYL)AMINO]-9-ISOPROPYL-9H-PURIN-2-YL}AMINO)ETHANOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.5141994169973849,-1,305
2-ACETYLAMINOFLUORENE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.030357658000000003,0,306
"2-AMINO-3-(3-HYDROXY-7,8-DIHYDRO-6H-CYCLOHEPTA[D]-4-ISOXAZOLYL)PROPIONIC ACID",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.763561643983921,1,307
2-AMINO-4-METHYLPYRIDINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.419126249613364,-1,308
2-AMINO-URIDINE-5'-MONOPHOSPHATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.281729452230906,1,309
2-AMINOANTHRACENE,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,4,0.25,0.25,0.02650011275,0,310
2-APB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,16,0,0,0.17025124959455828,0.0625,311
2-ARACHIDONOYLGLYCEROL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.2738216319082883,0.2857142857142857,312
2-ARACHIDONOYLGLYCEROLPHOSPHOINOSITOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.500219178,1,313
2-ARACHIDONYL GLYCERYL ETHER,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.2501826484282414,0.5,314
2-BENZOYL-5-METHOXYBENZOQUINONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.0329719832,0,315
2-BROMO-LSD,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.9211872146613069,-1,316
2-BROMOETHANOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.062958838,0,317
2-CHLORO-5-NITRO-N-PHENYLBENZAMIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.040971029717628775,-0.125,318
2-CHLOROADENOSINE,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,11,0.09090909090909091,0.09090909090909091,0.17156840316570993,0.2727272727272727,319
2-CHLOROADENOSINE-5-TRIPHOSPHATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.14957117880628007,-0.14285714285714285,320
