#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0006952	Defense response	31	1394	0.84	1.51	4.34e-15	9606.ENSP00000159060,9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000259396,9606.ENSP00000265983,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000323929,9606.ENSP00000325525,9606.ENSP00000335358,9606.ENSP00000348170,9606.ENSP00000352071,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000394936,9606.ENSP00000410815,9606.ENSP00000437563,9606.ENSP00000450540,9606.ENSP00000472620,9606.ENSP00000496959	NOX3,MPO,HRG,C3,CFHR5,ORM1,HPX,ITIH4,AHSG,CFHR1,CD209,CLEC4M,A2M,KIR3DL2,LCE3B,HP,CD163,CR2,CFHR2,MBL2,VSIG4,HLA-C,CYBB,GP2,C1S,ORM2,B4E1Z4_HUMAN,KLRC3-2,SERPINA3,C5AR2,ITGAM
GO Process	GO:0006956	Complement activation	11	60	1.76	3.22	2.38e-12	9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000385035,9606.ENSP00000410815	C3,CFHR5,CFHR1,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,C1S,B4E1Z4_HUMAN
GO Process	GO:0006953	Acute-phase response	9	42	1.83	2.8	2.68e-10	9606.ENSP00000259396,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000323929,9606.ENSP00000348170,9606.ENSP00000352071,9606.ENSP00000363079,9606.ENSP00000394936,9606.ENSP00000450540	ORM1,ITIH4,AHSG,A2M,HP,CD163,MBL2,ORM2,SERPINA3
GO Process	GO:0006955	Immune response	24	1321	0.75	1.1	3.72e-09	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000266254,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000323929,9606.ENSP00000342215,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000385579,9606.ENSP00000410815,9606.ENSP00000496416,9606.ENSP00000496959	HRG,C3,CFHR5,HPX,TTLL1,CFHR1,CD209,CLEC4M,A2M,KIR2DL3,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,HLA-C,CYBB,GP2,C1S,KIAA1841,B4E1Z4_HUMAN,CD8B2,ITGAM
GO Process	GO:0002253	Activation of immune response	13	271	1.18	1.7	1.46e-08	9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000437563,9606.ENSP00000472620	C3,CFHR5,CFHR1,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,C1S,B4E1Z4_HUMAN,KLRC3-2,C5AR2
GO Process	GO:0050778	Positive regulation of immune response	16	502	1.0	1.44	1.46e-08	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000314299,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000437563,9606.ENSP00000472620,9606.ENSP00000496959	HRG,C3,CFHR5,HPX,CFHR1,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,C1S,B4E1Z4_HUMAN,KLRC3-2,C5AR2,ITGAM
GO Process	GO:0002376	Immune system process	28	2121	0.62	0.86	2.34e-08	9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000266254,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000323929,9606.ENSP00000342215,9606.ENSP00000348170,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000385579,9606.ENSP00000410815,9606.ENSP00000437563,9606.ENSP00000472620,9606.ENSP00000496416,9606.ENSP00000496959	MPO,HRG,C3,CFHR5,HPX,TTLL1,CFHR1,CD209,CLEC4M,A2M,KIR2DL3,HP,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,HLA-C,CYBB,GP2,C1S,KIAA1841,B4E1Z4_HUMAN,KLRC3-2,C5AR2,CD8B2,ITGAM
GO Process	GO:0050776	Regulation of immune response	19	844	0.85	1.19	2.34e-08	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000314299,9606.ENSP00000323929,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000421736,9606.ENSP00000437563,9606.ENSP00000472620,9606.ENSP00000496416,9606.ENSP00000496959	HRG,C3,CFHR5,HPX,CFHR1,A2M,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,C1S,B4E1Z4_HUMAN,CR1L,KLRC3-2,C5AR2,CD8B2,ITGAM
GO Process	GO:0098542	Defense response to other organism	20	989	0.8	1.11	3.14e-08	9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000335358,9606.ENSP00000348170,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000496959	MPO,HRG,C3,CFHR5,HPX,CFHR1,CD209,CLEC4M,LCE3B,HP,CR2,CFHR2,MBL2,VSIG4,HLA-C,CYBB,GP2,C1S,B4E1Z4_HUMAN,ITGAM
GO Process	GO:0006959	Humoral immune response	12	268	1.15	1.54	1.03e-07	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000385035,9606.ENSP00000410815	HRG,C3,CFHR5,CFHR1,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,C1S,B4E1Z4_HUMAN
GO Process	GO:0009607	Response to biotic stimulus	22	1375	0.7	0.93	1.71e-07	9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000335358,9606.ENSP00000348170,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000363079,9606.ENSP00000363868,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000437563,9606.ENSP00000496959	MPO,HRG,C3,CFHR5,HPX,CFHR1,CD209,CLEC4M,LCE3B,HP,CR2,CFHR2,MBL2,ABCA1,VSIG4,HLA-C,CYBB,GP2,C1S,B4E1Z4_HUMAN,KLRC3-2,ITGAM
GO Process	GO:0006950	Response to stress	33	3358	0.49	0.68	2.25e-07	9606.ENSP00000159060,9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000259396,9606.ENSP00000265983,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000323929,9606.ENSP00000325525,9606.ENSP00000335358,9606.ENSP00000348170,9606.ENSP00000352071,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000363079,9606.ENSP00000363868,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000394936,9606.ENSP00000410815,9606.ENSP00000437563,9606.ENSP00000450540,9606.ENSP00000472620,9606.ENSP00000490747,9606.ENSP00000496959	NOX3,MPO,HRG,C3,CFHR5,ORM1,HPX,ITIH4,AHSG,CFHR1,CD209,CLEC4M,A2M,KIR3DL2,LCE3B,HP,CD163,CR2,CFHR2,MBL2,ABCA1,VSIG4,HLA-C,CYBB,GP2,C1S,ORM2,B4E1Z4_HUMAN,KLRC3-2,SERPINA3,C5AR2,MIEF1-2,ITGAM
GO Process	GO:0002252	Immune effector process	13	375	1.04	1.35	2.55e-07	9606.ENSP00000225275,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000385035,9606.ENSP00000385579,9606.ENSP00000410815	MPO,C3,CFHR5,CFHR1,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,C1S,KIAA1841,B4E1Z4_HUMAN
GO Process	GO:0002682	Regulation of immune system process	22	1438	0.68	0.89	3.17e-07	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000259396,9606.ENSP00000265983,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000323929,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000385035,9606.ENSP00000394936,9606.ENSP00000410815,9606.ENSP00000421736,9606.ENSP00000437563,9606.ENSP00000472620,9606.ENSP00000496416,9606.ENSP00000496959	HRG,C3,CFHR5,ORM1,HPX,CFHR1,CD209,A2M,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,C1S,ORM2,B4E1Z4_HUMAN,CR1L,KLRC3-2,C5AR2,CD8B2,ITGAM
GO Process	GO:0051707	Response to other organism	21	1328	0.69	0.9	4.78e-07	9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000335358,9606.ENSP00000348170,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000363079,9606.ENSP00000363868,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000496959	MPO,HRG,C3,CFHR5,HPX,CFHR1,CD209,CLEC4M,LCE3B,HP,CR2,CFHR2,MBL2,ABCA1,VSIG4,HLA-C,CYBB,GP2,C1S,B4E1Z4_HUMAN,ITGAM
GO Process	GO:0002684	Positive regulation of immune system process	17	874	0.78	0.97	1.41e-06	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000437563,9606.ENSP00000472620,9606.ENSP00000496959	HRG,C3,CFHR5,HPX,CFHR1,CD209,CR2,CFHR2,CFHR4,CFHR3,MBL2,VSIG4,C1S,B4E1Z4_HUMAN,KLRC3-2,C5AR2,ITGAM
GO Process	GO:0006957	Complement activation, alternative pathway	5	16	1.99	1.71	4.30e-06	9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000356024,9606.ENSP00000363869,9606.ENSP00000410815	C3,CFHR5,CR2,VSIG4,B4E1Z4_HUMAN
GO Process	GO:0002920	Regulation of humoral immune response	6	46	1.61	1.48	1.12e-05	9606.ENSP00000245907,9606.ENSP00000265983,9606.ENSP00000323929,9606.ENSP00000356024,9606.ENSP00000363869,9606.ENSP00000421736	C3,HPX,A2M,CR2,VSIG4,CR1L
GO Process	GO:0006954	Inflammatory response	13	538	0.88	0.98	1.12e-05	9606.ENSP00000245907,9606.ENSP00000259396,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000323929,9606.ENSP00000348170,9606.ENSP00000352071,9606.ENSP00000363079,9606.ENSP00000367851,9606.ENSP00000394936,9606.ENSP00000450540,9606.ENSP00000472620,9606.ENSP00000496959	C3,ORM1,ITIH4,AHSG,A2M,HP,CD163,MBL2,CYBB,ORM2,SERPINA3,C5AR2,ITGAM
GO Process	GO:0030449	Regulation of complement activation	5	22	1.85	1.52	1.46e-05	9606.ENSP00000245907,9606.ENSP00000323929,9606.ENSP00000356024,9606.ENSP00000363869,9606.ENSP00000421736	C3,A2M,CR2,VSIG4,CR1L
GO Process	GO:0051873	Killing by host of symbiont cells	5	29	1.73	1.34	4.74e-05	9606.ENSP00000232003,9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000356385,9606.ENSP00000363079	HRG,CFHR5,CFHR1,CFHR2,MBL2
GO Process	GO:0045087	Innate immune response	14	754	0.76	0.8	6.37e-05	9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000356024,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000496959	C3,CFHR5,HPX,CD209,CLEC4M,CR2,MBL2,VSIG4,HLA-C,CYBB,GP2,C1S,B4E1Z4_HUMAN,ITGAM
GO Process	GO:0009605	Response to external stimulus	24	2355	0.5	0.59	6.48e-05	9606.ENSP00000159060,9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000265983,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000323929,9606.ENSP00000335358,9606.ENSP00000348170,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000363079,9606.ENSP00000363868,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000410815,9606.ENSP00000472620,9606.ENSP00000496959	NOX3,MPO,HRG,C3,CFHR5,HPX,CFHR1,CD209,CLEC4M,A2M,LCE3B,HP,CR2,CFHR2,MBL2,ABCA1,VSIG4,HLA-C,CYBB,GP2,C1S,B4E1Z4_HUMAN,C5AR2,ITGAM
GO Process	GO:0051838	Cytolysis by host of symbiont cells	4	12	2.02	1.3	9.63e-05	9606.ENSP00000232003,9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000356385	HRG,CFHR5,CFHR1,CFHR2
GO Process	GO:0045916	Negative regulation of complement activation	4	14	1.95	1.22	0.00016	9606.ENSP00000323929,9606.ENSP00000356024,9606.ENSP00000363869,9606.ENSP00000421736	A2M,CR2,VSIG4,CR1L
GO Process	GO:0006801	Superoxide metabolic process	5	41	1.58	1.14	0.00019	9606.ENSP00000159060,9606.ENSP00000225275,9606.ENSP00000342848,9606.ENSP00000367851,9606.ENSP00000380450	NOX3,MPO,NOXA1,CYBB,NOXO1
GO Process	GO:0042554	Superoxide anion generation	4	22	1.75	1.01	0.00067	9606.ENSP00000159060,9606.ENSP00000342848,9606.ENSP00000367851,9606.ENSP00000380450	NOX3,NOXA1,CYBB,NOXO1
GO Process	GO:0044403	Biological process involved in symbiotic interaction	8	257	0.99	0.77	0.00094	9606.ENSP00000232003,9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000363079	HRG,CFHR5,CFHR1,CD209,CLEC4M,CR2,CFHR2,MBL2
GO Process	GO:0002250	Adaptive immune response	9	359	0.89	0.71	0.0011	9606.ENSP00000245907,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000356024,9606.ENSP00000363079,9606.ENSP00000365402,9606.ENSP00000385035,9606.ENSP00000385579,9606.ENSP00000496416	C3,CD209,CLEC4M,CR2,MBL2,HLA-C,C1S,KIAA1841,CD8B2
GO Process	GO:0002697	Regulation of immune effector process	9	383	0.87	0.66	0.0018	9606.ENSP00000245907,9606.ENSP00000265983,9606.ENSP00000323929,9606.ENSP00000356024,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000421736,9606.ENSP00000437563,9606.ENSP00000496959	C3,HPX,A2M,CR2,MBL2,VSIG4,CR1L,KLRC3-2,ITGAM
GO Process	GO:0018200	Peptidyl-glutamic acid modification	4	30	1.62	0.86	0.0018	9606.ENSP00000266254,9606.ENSP00000352265,9606.ENSP00000388275,9606.ENSP00000464780	TTLL1,TPGS1,AGBL3,TPGS2
GO Process	GO:0006958	Complement activation, classical pathway	4	40	1.5	0.72	0.0050	9606.ENSP00000245907,9606.ENSP00000356024,9606.ENSP00000363079,9606.ENSP00000385035	C3,CR2,MBL2,C1S
GO Process	GO:0016064	Immunoglobulin mediated immune response	5	95	1.22	0.64	0.0070	9606.ENSP00000245907,9606.ENSP00000356024,9606.ENSP00000363079,9606.ENSP00000385035,9606.ENSP00000385579	C3,CR2,MBL2,C1S,KIAA1841
GO Process	GO:0018095	Protein polyglutamylation	3	13	1.86	0.7	0.0070	9606.ENSP00000266254,9606.ENSP00000352265,9606.ENSP00000464780	TTLL1,TPGS1,TPGS2
GO Process	GO:0002923	Regulation of humoral immune response mediated by circulating immunoglobulin	3	19	1.69	0.58	0.0166	9606.ENSP00000265983,9606.ENSP00000356024,9606.ENSP00000421736	HPX,CR2,CR1L
GO Process	GO:0010310	Regulation of hydrogen peroxide metabolic process	3	19	1.69	0.58	0.0166	9606.ENSP00000342848,9606.ENSP00000348170,9606.ENSP00000380450	NOXA1,HP,NOXO1
GO Process	GO:0002889	Regulation of immunoglobulin mediated immune response	4	64	1.29	0.51	0.0228	9606.ENSP00000245907,9606.ENSP00000265983,9606.ENSP00000356024,9606.ENSP00000421736	C3,HPX,CR2,CR1L
GO Process	GO:0046968	Peptide antigen transport	2	3	2.32	0.5	0.0332	9606.ENSP00000315477,9606.ENSP00000316228	CD209,CLEC4M
GO Process	GO:0150064	Vertebrate eye-specific patterning	2	3	2.32	0.5	0.0332	9606.ENSP00000245907,9606.ENSP00000496959	C3,ITGAM
GO Process	GO:2000377	Regulation of reactive oxygen species metabolic process	5	143	1.04	0.43	0.0349	9606.ENSP00000342848,9606.ENSP00000348170,9606.ENSP00000350314,9606.ENSP00000380450,9606.ENSP00000496959	NOXA1,HP,BCO2,NOXO1,ITGAM
GO Process	GO:0002703	Regulation of leukocyte mediated immunity	6	239	0.89	0.4	0.0391	9606.ENSP00000245907,9606.ENSP00000265983,9606.ENSP00000356024,9606.ENSP00000421736,9606.ENSP00000437563,9606.ENSP00000496959	C3,HPX,CR2,CR1L,KLRC3-2,ITGAM
GO Process	GO:0045088	Regulation of innate immune response	6	238	0.9	0.4	0.0391	9606.ENSP00000245907,9606.ENSP00000265983,9606.ENSP00000323929,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000437563	C3,HPX,A2M,MBL2,VSIG4,KLRC3-2
GO Process	GO:0050896	Response to stimulus	40	7835	0.2	0.24	0.0391	9606.ENSP00000159060,9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000237014,9606.ENSP00000245907,9606.ENSP00000256785,9606.ENSP00000259396,9606.ENSP00000265983,9606.ENSP00000266041,9606.ENSP00000266254,9606.ENSP00000273784,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000323929,9606.ENSP00000325525,9606.ENSP00000335358,9606.ENSP00000342215,9606.ENSP00000348170,9606.ENSP00000352071,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000363868,9606.ENSP00000363869,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000385579,9606.ENSP00000394936,9606.ENSP00000410815,9606.ENSP00000437563,9606.ENSP00000450540,9606.ENSP00000472620,9606.ENSP00000490747,9606.ENSP00000496416,9606.ENSP00000496959	NOX3,MPO,HRG,TTR,C3,CFHR5,ORM1,HPX,ITIH4,TTLL1,AHSG,CFHR1,CD209,CLEC4M,A2M,KIR3DL2,LCE3B,KIR2DL3,HP,CD163,CR2,CFHR2,CFHR4,CFHR3,MBL2,ABCA1,VSIG4,HLA-C,CYBB,GP2,C1S,KIAA1841,ORM2,B4E1Z4_HUMAN,KLRC3-2,SERPINA3,C5AR2,MIEF1-2,CD8B2,ITGAM
GO Process	GO:0150062	Complement-mediated synapse pruning	2	4	2.19	0.46	0.0432	9606.ENSP00000245907,9606.ENSP00000496959	C3,ITGAM
GO Process	GO:0002831	Regulation of response to biotic stimulus	7	361	0.78	0.37	0.0459	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000265983,9606.ENSP00000323929,9606.ENSP00000363079,9606.ENSP00000363869,9606.ENSP00000437563	HRG,C3,HPX,A2M,MBL2,VSIG4,KLRC3-2
GO Function	GO:0001848	Complement binding	8	26	1.98	2.88	3.62e-10	9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363869,9606.ENSP00000496959	CFHR5,CFHR1,CR2,CFHR2,CFHR4,CFHR3,VSIG4,ITGAM
GO Function	GO:0001851	Complement component C3b binding	7	11	2.3	3.03	3.62e-10	9606.ENSP00000256785,9606.ENSP00000314299,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363869,9606.ENSP00000496959	CFHR5,CFHR1,CFHR2,CFHR4,CFHR3,VSIG4,ITGAM
GO Function	GO:0003823	Antigen binding	5	71	1.34	0.69	0.0054	9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000342215,9606.ENSP00000365402,9606.ENSP00000370767	CD209,CLEC4M,KIR2DL3,HLA-C,GP2
GO Function	GO:0015248	Sterol transporter activity	4	37	1.53	0.65	0.0086	9606.ENSP00000296220,9606.ENSP00000363868,9606.ENSP00000379804,9606.ENSP00000412733	OSBPL11,ABCA1,OSBPL10,OSBPL9
GO Function	GO:0004866	Endopeptidase inhibitor activity	6	177	1.03	0.48	0.0209	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000323929,9606.ENSP00000450540	HRG,C3,ITIH4,AHSG,A2M,SERPINA3
GO Function	GO:0032934	Sterol binding	4	62	1.3	0.47	0.0319	9606.ENSP00000296220,9606.ENSP00000363868,9606.ENSP00000379804,9606.ENSP00000412733	OSBPL11,ABCA1,OSBPL10,OSBPL9
GO Function	GO:0005537	Mannose binding	3	22	1.63	0.48	0.0333	9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000363079	CD209,CLEC4M,MBL2
GO Function	GO:0042605	Peptide antigen binding	3	24	1.59	0.46	0.0383	9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000365402	CD209,CLEC4M,HLA-C
GO Component	GO:0072562	Blood microparticle	14	118	1.57	3.36	1.01e-14	9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000259396,9606.ENSP00000264613,9606.ENSP00000265983,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000314299,9606.ENSP00000323929,9606.ENSP00000348170,9606.ENSP00000356395,9606.ENSP00000385035,9606.ENSP00000394936,9606.ENSP00000450540	HRG,C3,ORM1,CP,HPX,ITIH4,AHSG,CFHR1,A2M,HP,CFHR3,C1S,ORM2,SERPINA3
GO Component	GO:0034774	Secretory granule lumen	11	321	1.03	1.14	7.38e-06	9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000237014,9606.ENSP00000245907,9606.ENSP00000259396,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000323929,9606.ENSP00000348170,9606.ENSP00000394936,9606.ENSP00000450540	MPO,HRG,TTR,C3,ORM1,ITIH4,AHSG,A2M,HP,ORM2,SERPINA3
GO Component	GO:0005576	Extracellular region	33	4175	0.39	0.52	2.24e-05	9606.ENSP00000159060,9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000237014,9606.ENSP00000245907,9606.ENSP00000256649,9606.ENSP00000256785,9606.ENSP00000259396,9606.ENSP00000264613,9606.ENSP00000265983,9606.ENSP00000266041,9606.ENSP00000266254,9606.ENSP00000273784,9606.ENSP00000314299,9606.ENSP00000315477,9606.ENSP00000316228,9606.ENSP00000323929,9606.ENSP00000348170,9606.ENSP00000352071,9606.ENSP00000356024,9606.ENSP00000356385,9606.ENSP00000356386,9606.ENSP00000356395,9606.ENSP00000363079,9606.ENSP00000365402,9606.ENSP00000370767,9606.ENSP00000385035,9606.ENSP00000394936,9606.ENSP00000410815,9606.ENSP00000421736,9606.ENSP00000450540,9606.ENSP00000493607,9606.ENSP00000496959	NOX3,MPO,HRG,TTR,C3,TRIM45,CFHR5,ORM1,CP,HPX,ITIH4,TTLL1,AHSG,CFHR1,CD209,CLEC4M,A2M,HP,CD163,CR2,CFHR2,CFHR4,CFHR3,MBL2,HLA-C,GP2,C1S,ORM2,B4E1Z4_HUMAN,CR1L,SERPINA3,ENSP00000493607,ITGAM
GO Component	GO:0030141	Secretory granule	15	873	0.73	0.8	3.02e-05	9606.ENSP00000225275,9606.ENSP00000232003,9606.ENSP00000237014,9606.ENSP00000245907,9606.ENSP00000259396,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000323929,9606.ENSP00000348170,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370767,9606.ENSP00000394936,9606.ENSP00000450540,9606.ENSP00000496959	MPO,HRG,TTR,C3,ORM1,ITIH4,AHSG,A2M,HP,HLA-C,CYBB,GP2,ORM2,SERPINA3,ITGAM
GO Component	GO:0031093	Platelet alpha granule lumen	6	66	1.45	1.3	3.19e-05	9606.ENSP00000232003,9606.ENSP00000259396,9606.ENSP00000273784,9606.ENSP00000323929,9606.ENSP00000394936,9606.ENSP00000450540	HRG,ORM1,AHSG,A2M,ORM2,SERPINA3
GO Component	GO:0043020	NADPH oxidase complex	4	15	1.92	1.3	8.97e-05	9606.ENSP00000159060,9606.ENSP00000342848,9606.ENSP00000367851,9606.ENSP00000380450	NOX3,NOXA1,CYBB,NOXO1
