Gene_Symbol,direction,mRNA_source,mRNA_logFC_mean,LCM_SMD
ARPC1A,DOWN,GEO_merged,-0.1399761953380983,
L1CAM,DOWN,GEO_merged,-0.0387580996495395,
RAD50,DOWN,GEO_merged,-0.1050350456159962,
PTPRM,DOWN,GEO_merged,-0.1003978769462214,
AP2M1,DOWN,GEO_merged,-0.0029829475242325,
PIK3R1,DOWN,GEO_merged,-0.031621065747197,
MLEC,UP,GEO_merged,0.1234943351803822,
ZNF85,DOWN,GEO_merged,-0.0974226852990644,
ASPH,UP,GEO_merged,0.0532977946851702,
AKAP9,DOWN,GEO_merged,-0.1098156273178709,
TBCE,DOWN,GEO_merged,-0.1541743374765441,
RABEP1,DOWN,GEO_merged,-0.084954081181306,
NUP214,UP,GEO_merged,0.1854166025283285,
FECH,DOWN,GEO_merged,-0.1174744294775793,
PDK1,DOWN,GEO_merged,-0.1862187549001855,
PCMT1,UP,GEO_merged,0.0182862847275629,
BUD31,DOWN,GEO_merged,-0.0878778277507933,
FAM120A,UP,GEO_merged,0.010643094116262,
NRAS,UP,GEO_merged,0.1370772159817488,
MUT,DOWN,GEO_merged,-0.014986691308426,
FHIT,UP,GEO_merged,0.1495238430801672,
HLCS,DOWN,GEO_merged,-0.1798963513074272,
E2F3,DOWN,GEO_merged,-0.0214913919116549,
ROM1,UP,GEO_merged,0.0244858493339358,
NAB1,UP,GEO_merged,0.196337538752183,
STX16,UP,GEO_merged,0.213769639825726,
SRF,UP,GEO_merged,0.1213168460111507,
SH3BGR,DOWN,GEO_merged,-0.0954819430519857,
CETN2,UP,GEO_merged,0.1673381869225845,
ZMYND8,UP,GEO_merged,0.0419975622237083,
RAB11A,UP,GEO_merged,0.0579453600825292,
MRPS27,DOWN,GEO_merged,-0.1407811348743295,
ZNF136,UP,GEO_merged,0.241417900021926,
PLP2,UP,GEO_merged,1.0424305582784903,
TCF4,UP,GEO_merged,0.4557276726094915,
RNF2,UP,GEO_merged,0.0784369255736724,
BPTF,UP,GEO_merged,0.0158096863208531,
HARS2,UP,GEO_merged,0.045596309914172,
P2RY1,UP,GEO_merged,0.5743662226851245,
MTHFD1,UP,GEO_merged,0.0364481202166674,
OXTR,UP,GEO_merged,0.514332836778435,
RRM1,DOWN,GEO_merged,-0.0447768020708595,
EIF4B,UP,GEO_merged,0.0461465916935922,
PCM1,UP,GEO_merged,0.0013442017113767,
UGP2,DOWN,GEO_merged,-0.0346359849455352,
GPS2,DOWN,GEO_merged,-0.0399045478811863,
PPP1R8,UP,GEO_merged,0.0582641591694375,
EWSR1,UP,GEO_merged,0.1340118804930605,
SLCO1A2,UP,GEO_merged,0.3613316598163085,
CHRM2,DOWN,GEO_merged,-0.192663174337953,
NFKBIA,UP,GEO_merged,0.2819954150808398,
SLC9A3R2,DOWN,GEO_merged,-0.0890796249356964,
SLC26A2,UP,GEO_merged,0.1496482161098939,
GLG1,DOWN,GEO_merged,-0.0893345232281438,
PRELP,UP,GEO_merged,0.2185001554604355,
COIL,DOWN,GEO_merged,-0.0293046664460465,
ZMYM3,UP,GEO_merged,0.2286233542095445,
TBP,DOWN,GEO_merged,-0.0861086220830142,
VCAM1,UP,GEO_merged,0.4248660360321323,
RAD23B,UP,GEO_merged,0.0310954363692226,
RGS6,UP,GEO_merged,0.0623068806916495,
LAMB1,UP,GEO_merged,0.8336742863701985,
RFX3,UP,GEO_merged,0.1151498485777779,
CRYM,DOWN,GEO_merged,-0.3182523296995295,
NFYA,UP,GEO_merged,0.0937400338855947,
HNRNPL,UP,GEO_merged,0.0198621895368521,
TMEM131,UP,GEO_merged,0.1200982737363024,
SMS,DOWN,GEO_merged,-0.052133259292253,
PKIA,UP,GEO_merged,0.1030727674915358,
SEC23B,UP,GEO_merged,0.321397829044064,
PDE2A,DOWN,GEO_merged,-0.00687720594644,
XRCC6,UP,GEO_merged,0.048862787334701,
DOCK1,UP,GEO_merged,0.3626450582732664,
MT2A,UP,GEO_merged,0.0790368323756414,
ATP6V0D1,DOWN,GEO_merged,-0.2372259390641015,
GPD1L,UP,GEO_merged,0.0770727639063739,
HIVEP2,UP,GEO_merged,0.0741203160410129,
IL13RA2,DOWN,GEO_merged,-0.0549616319064239,
FRZB,UP,GEO_merged,0.144768364157394,
DGCR2,UP,GEO_merged,0.1307922701705377,
SPARCL1,UP,GEO_merged,0.036109832972887,
AMFR,UP,GEO_merged,0.0593604074885424,
USP4,DOWN,GEO_merged,-0.0041743019336499,
DEK,UP,GEO_merged,0.1834353211998104,
SLC1A2,UP,GEO_merged,0.1052186775831983,
MAPK1IP1L,UP,GEO_merged,0.0791293950534975,
MRE11A,UP,GEO_merged,0.279493878283441,
NCK1,UP,GEO_merged,0.0001425895488625,
PSMD12,UP,GEO_merged,0.0051475347731841,
TRIM26,UP,GEO_merged,0.0970812897749829,
TNR,UP,GEO_merged,0.0140335819840153,
ETS1,UP,GEO_merged,0.586374547601846,
SMARCD1,UP,GEO_merged,0.0675027219995908,
ARHGDIA,DOWN,GEO_merged,-0.0403398310438882,
GAPDH,UP,GEO_merged,0.0220358213902287,
PTGFR,DOWN,GEO_merged,-0.0396429511926325,
GTF2B,DOWN,GEO_merged,-0.0068672498685914,
STS,DOWN,GEO_merged,-0.1061534996795711,
TNPO1,UP,GEO_merged,0.0690347010209777,
SLC9A6,DOWN,GEO_merged,-0.0252938870008836,
EPRS,UP,GEO_merged,0.0394253461400615,
SON,UP,GEO_merged,0.0584540617973166,
KLF10,UP,GEO_merged,0.3982047640244834,
PTPN21,UP,GEO_merged,0.4433257082953404,
ZNF197,UP,GEO_merged,0.11041475342413,
PITPNB,UP,GEO_merged,0.056889468650616,
CRYBB2,UP,GEO_merged,0.0766688143368592,
ALDH1B1,DOWN,GEO_merged,-0.0974771396686732,
NOLC1,UP,GEO_merged,0.0668949435959369,
HBEGF,UP,GEO_merged,0.019154789693915,
ATP2B1,DOWN,GEO_merged,-0.0788424136701625,
SP100,UP,GEO_merged,0.5255557535233304,
DAD1,UP,GEO_merged,0.0104916230027949,
CA2,UP,GEO_merged,0.5978469543735235,
PSMD11,DOWN,GEO_merged,-0.0237938201432727,
NARS,DOWN,GEO_merged,-0.0128922951184171,
EZR,UP,GEO_merged,0.2042229008711344,
KIAA0232,DOWN,GEO_merged,-0.0138136824711142,
NCOA1,DOWN,GEO_merged,-0.0016516932072228,
PPP2CB,UP,GEO_merged,0.0683214266578128,
AKAP13,UP,GEO_merged,0.1086304509365604,
CBS,UP,GEO_merged,0.1245644822975252,
TSPAN7,UP,GEO_merged,0.0621779034976641,
DIS3,UP,GEO_merged,0.0402813978750565,
NQO1,UP,GEO_merged,0.3807583947925371,
RABEPK,DOWN,GEO_merged,-0.1403020571210569,
SDHC,UP,GEO_merged,0.0153873572691054,
CD55,UP,GEO_merged,0.0020259684981258,
UBXN2B,UP,GEO_merged,0.0828047928335607,
CCT6A,DOWN,GEO_merged,-0.032091417291765,
DSTN,UP,GEO_merged,0.0308900024648385,
DYNC2H1,DOWN,GEO_merged,-0.1060512993486465,
EDN1,UP,GEO_merged,0.0287829205360341,
HIVEP1,UP,GEO_merged,0.0240119733388029,
PPP2R1A,UP,GEO_merged,0.0036559108462721,
GNL2,UP,GEO_merged,0.0868153463808029,
RING1,UP,GEO_merged,0.2263026486386703,
ERCC5,UP,GEO_merged,0.0431530927502767,
EIF1AX,UP,GEO_merged,0.0505263614782528,
AVL9,DOWN,GEO_merged,-0.0165831542694617,
WRB,UP,GEO_merged,0.04457330920093,
IL1R1,UP,GEO_merged,0.6998140954546471,
SLC25A4,DOWN,GEO_merged,-0.0296923219331983,
SYPL1,UP,GEO_merged,0.288997797906413,
PTPN4,DOWN,GEO_merged,-0.0622788366504195,
PEX7,UP,GEO_merged,0.0276308453918484,
HIST1H4E,DOWN,GEO_merged,-0.0011533661818843,
RAB30,UP,GEO_merged,0.0030404406197335,
CLTC,DOWN,GEO_merged,-0.0269113350555174,
CLCN3,UP,GEO_merged,0.0175535444136922,
MRPS31,UP,GEO_merged,0.0042259787038911,
SP3,UP,GEO_merged,0.2628126060085786,
ADSL,DOWN,GEO_merged,-0.0150165741856894,
SDHA,DOWN,GEO_merged,-0.034828445796354,
TFPI,UP,GEO_merged,1.0706083223856764,
HOXB6,UP,GEO_merged,0.3210377310419445,
TSPY1,UP,GEO_merged,0.0590020112935636,
PIK3IP1,UP,GEO_merged,0.0677521211581651,
PRR3,DOWN,GEO_merged,-0.0878372158153206,
TSPAN3,UP,GEO_merged,0.0146643926373464,
CCK,DOWN,GEO_merged,-0.2863576071968857,
EIF2B2,UP,GEO_merged,0.0552204380763291,
DLG1,UP,GEO_merged,0.0018619894505534,
COPB1,UP,GEO_merged,0.02084098281777,
BMP7,UP,GEO_merged,0.1019742061344498,
STX4,UP,GEO_merged,0.2264500777903422,
TPM4,UP,GEO_merged,0.2771109175001555,
VEZF1,UP,GEO_merged,0.2025525228956612,
RYK,UP,GEO_merged,0.2066822560046942,
CASP3,UP,GEO_merged,0.4641668358263286,
PDHA1,UP,GEO_merged,0.0004493545784949,
USP14,DOWN,GEO_merged,-0.0469844870151652,
PPWD1,UP,GEO_merged,0.11853499256164,
GNAL,DOWN,GEO_merged,-0.0163246552388665,
PRB4,UP,GEO_merged,0.0447439971656214,
KDR,UP,GEO_merged,0.67476091096802,
DUSP3,DOWN,GEO_merged,-0.020490352025451,
TRIM25,UP,GEO_merged,1.250059429815225,
DGKG,DOWN,GEO_merged,-0.02132904178531,
NCBP1,UP,GEO_merged,0.0122254645564648,
ZRSR2,UP,GEO_merged,0.0484612868991833,
CTSB,UP,GEO_merged,0.0136557575873268,
TFDP1,UP,GEO_merged,0.0784515750492715,
LRRC8B,UP,GEO_merged,0.0548546076146815,
ZNF280B,DOWN,GEO_merged,-0.0281331203509577,
KLHDC10,DOWN,GEO_merged,-0.0271986510045948,
WASL,DOWN,GEO_merged,-0.0068003441311128,
VDR,DOWN,GEO_merged,-0.095912995531882,
MXD1,UP,GEO_merged,0.0337835972951304,
RFC5,DOWN,GEO_merged,-0.1040713040134295,
LCN1,UP,GEO_merged,0.0447439971656214,
TXLNA,UP,GEO_merged,0.0338953287781234,
PRKCH,UP,GEO_merged,0.0917524982745785,
RPA1,UP,GEO_merged,0.0247390524027395,
RAP1GAP,UP,GEO_merged,0.0032209292124742,
ZFR,UP,GEO_merged,0.027346977435532,
KCNA3,UP,GEO_merged,1.0747620581496,
SLC9A2,DOWN,GEO_merged,-0.0830088690854565,
HBE1,UP,GEO_merged,0.0447439971656214,
SREBF2,UP,GEO_merged,0.0845349425286985,
FLT3,DOWN,GEO_merged,-0.1236968428936725,
AFF3,UP,GEO_merged,0.64591903347399,
CPLX2,DOWN,GEO_merged,-0.0243327924467099,
GRIN2B,DOWN,GEO_merged,-0.182626044759761,
GRIK2,DOWN,GEO_merged,-0.0086329537871873,
KCNJ9,UP,GEO_merged,0.0229960231630897,
PROX1,UP,GEO_merged,0.2549024108811915,
KAT2B,UP,GEO_merged,0.297322642142131,
OSMR,UP,GEO_merged,2.224734124473195,
CDS1,DOWN,GEO_merged,-0.1130899506644185,
SLC4A2,DOWN,GEO_merged,-0.0037439509837287,
SMAD3,UP,GEO_merged,0.87103171990676,
MCHR1,DOWN,GEO_merged,-0.135209366624039,
BLZF1,DOWN,GEO_merged,-0.0182159790390064,
CACNB4,DOWN,GEO_merged,-0.077307235559507,
INPP4B,DOWN,GEO_merged,-0.0990114260257565,
PRKAR2A,DOWN,GEO_merged,-0.0644870878042155,
GSR,DOWN,GEO_merged,-0.091006731142935,
TGOLN2,UP,GEO_merged,0.0475115242907009,
USPL1,UP,GEO_merged,0.0090536401681889,
CRKL,UP,GEO_merged,0.0420086943373965,
PRKCE,UP,GEO_merged,0.0297049267785545,
GUCY1A2,DOWN,GEO_merged,-0.1455703802310386,
ZER1,UP,GEO_merged,0.112572258181845,
SH3GL2,DOWN,GEO_merged,-0.021693753564852,
NRGN,DOWN,GEO_merged,-0.0779120078930585,
NCOA2,DOWN,GEO_merged,-0.0003401870632349,
HLA-C,UP,GEO_merged,0.223040984336463,
TTLL1,DOWN,LCM_meta,,-1.504
C1orf162,UP,LCM_meta,,1.392
LRIG1,UP,LCM_meta,,1.36
NAXE,DOWN,LCM_meta,,-1.355
SUSD2,DOWN,LCM_meta,,-1.353
SLC35A4,DOWN,LCM_meta,,-1.349
LINGO4,DOWN,LCM_meta,,-1.328
TUBB,DOWN,LCM_meta,,-1.319
SLC7A8,DOWN,LCM_meta,,-1.313
TNS1,DOWN,LCM_meta,,-1.312
ECEL1,DOWN,LCM_meta,,-1.309
PARP14,UP,LCM_meta,,1.306
CLIC5,UP,LCM_meta,,1.284
RAB3D,DOWN,LCM_meta,,-1.271
PEMT,DOWN,LCM_meta,,-1.259
CDC20B,DOWN,LCM_meta,,-1.259
SRGN,UP,LCM_meta,,1.247
PADI2,UP,LCM_meta,,1.245
SENP8,DOWN,LCM_meta,,-1.211
IGSF6,UP,LCM_meta,,1.205
RRP12,DOWN,LCM_meta,,-1.193
SCYL1,DOWN,LCM_meta,,-1.187
MAN1B1,DOWN,LCM_meta,,-1.187
AHCTF1,UP,LCM_meta,,1.184
EPB41L2,UP,LCM_meta,,1.183
VIPR2,DOWN,LCM_meta,,-1.175
GIMAP4,UP,LCM_meta,,1.171
SMOC1,UP,LCM_meta,,1.168
PQBP1,DOWN,LCM_meta,,-1.159
TMEM203,DOWN,LCM_meta,,-1.157
MED13L,UP,LCM_meta,,1.155
KCNN1,DOWN,LCM_meta,,-1.152
ZNF577,UP,LCM_meta,,1.143
DNAJC11,DOWN,LCM_meta,,-1.142
DCXR,DOWN,LCM_meta,,-1.139
XRN1,UP,LCM_meta,,1.138
CRYBB1,DOWN,LCM_meta,,-1.131
TRPC5,DOWN,LCM_meta,,-1.131
VPS26B,DOWN,LCM_meta,,-1.124
MTMR11,UP,LCM_meta,,1.123
RFTN2,UP,LCM_meta,,1.123
NSFL1C,DOWN,LCM_meta,,-1.115
ANO3,DOWN,LCM_meta,,-1.114
PTCHD4,DOWN,LCM_meta,,-1.113
DUSP22,UP,LCM_meta,,1.112
NECTIN3,UP,LCM_meta,,1.107
CEMIP,UP,LCM_meta,,1.107
SLC9A8,DOWN,LCM_meta,,-1.106
TCIM,UP,LCM_meta,,1.104
RHOC,UP,LCM_meta,,1.103
NOG,DOWN,LCM_meta,,-1.101
APBB1IP,UP,LCM_meta,,1.1
CSGALNACT1,DOWN,LCM_meta,,-1.099
ZC3H6,UP,LCM_meta,,1.097
FAM220A,DOWN,LCM_meta,,-1.094
IGSF21,DOWN,LCM_meta,,-1.094
CLDN1,DOWN,LCM_meta,,-1.092
WASHC3,DOWN,LCM_meta,,-1.09
ABCA1,UP,LCM_meta,,1.089
CLTCL1,DOWN,LCM_meta,,-1.085
TMEM267,DOWN,LCM_meta,,-1.084
OSBPL11,UP,LCM_meta,,1.083
ZPLD1,DOWN,LCM_meta,,-1.081
TUBB4B,DOWN,LCM_meta,,-1.081
LDOC1,DOWN,LCM_meta,,-1.081
TYROBP,UP,LCM_meta,,1.08
CCSER1,DOWN,LCM_meta,,-1.079
CAMK1D,DOWN,LCM_meta,,-1.078
BCO2,DOWN,LCM_meta,,-1.078
DHRS3,UP,LCM_meta,,1.077
TMEM120A,DOWN,LCM_meta,,-1.075
HECW1,DOWN,LCM_meta,,-1.072
PSD2,UP,LCM_meta,,1.072
SSBP2,DOWN,LCM_meta,,-1.071
ATP11C,DOWN,LCM_meta,,-1.067
HPSE2,UP,LCM_meta,,1.067
GAB2,UP,LCM_meta,,1.052
RPS11,UP,LCM_meta,,1.051
TAPT1,DOWN,LCM_meta,,-1.051
CFAP46,DOWN,LCM_meta,,-1.05
DSC2,UP,LCM_meta,,1.05
LDAF1,DOWN,LCM_meta,,-1.049
ABCC9,UP,LCM_meta,,1.048
FGL2,UP,LCM_meta,,1.044
AMER1,DOWN,LCM_meta,,-1.043
CLYBL,DOWN,LCM_meta,,-1.039
LGR4,UP,LCM_meta,,1.037
SCAMP3,DOWN,LCM_meta,,-1.035
REEP3,UP,LCM_meta,,1.033
TPPP3,DOWN,LCM_meta,,-1.033
SPX,UP,LCM_meta,,1.031
PCYT1B,DOWN,LCM_meta,,-1.03
SYT17,UP,LCM_meta,,1.03
DCTPP1,DOWN,LCM_meta,,-1.029
UACA,UP,LCM_meta,,1.029
SLC16A14,DOWN,LCM_meta,,-1.027
STYK1,DOWN,LCM_meta,,-1.026
TBC1D1,UP,LCM_meta,,1.023
FLII,DOWN,LCM_meta,,-1.023
ELAC2,DOWN,LCM_meta,,-1.022
TIGD7,UP,LCM_meta,,1.016
ELK3,UP,LCM_meta,,1.014
SLC43A2,DOWN,LCM_meta,,-1.012
CDC34,DOWN,LCM_meta,,-1.009
AP2A1,DOWN,LCM_meta,,-1.008
FAM83D,DOWN,LCM_meta,,-1.007
ZNF138,DOWN,LCM_meta,,-1.007
GABRA5,DOWN,LCM_meta,,-1.006
CD86,UP,LCM_meta,,1.004
MSRB1,DOWN,LCM_meta,,-1.004
FOXRED1,DOWN,LCM_meta,,-1.003
ARHGEF25,DOWN,LCM_meta,,-1.003
NRP1,DOWN,LCM_meta,,-1.003
OSBP,DOWN,LCM_meta,,-1.003
ANO4,DOWN,LCM_meta,,-1.002
NPLOC4,DOWN,LCM_meta,,-1.0
ACAD8,DOWN,LCM_meta,,-0.998
CDKN3,DOWN,LCM_meta,,-0.995
STUB1,DOWN,LCM_meta,,-0.993
RNFT2,DOWN,LCM_meta,,-0.992
LGI2,DOWN,LCM_meta,,-0.991
CC2D1B,DOWN,LCM_meta,,-0.991
ANKRD6,DOWN,LCM_meta,,-0.989
LRRC4C,DOWN,LCM_meta,,-0.982
APEH,DOWN,LCM_meta,,-0.982
PPEF1,DOWN,LCM_meta,,-0.98
DDX56,DOWN,LCM_meta,,-0.98
MARCHF3,UP,LCM_meta,,0.98
WWTR1,UP,LCM_meta,,0.979
TRMT2B,DOWN,LCM_meta,,-0.979
GRIK4,DOWN,LCM_meta,,-0.975
GAS7,UP,LCM_meta,,0.974
ARHGAP35,DOWN,LCM_meta,,-0.974
HUWE1,DOWN,LCM_meta,,-0.967
TIGAR,DOWN,LCM_meta,,-0.966
PRMT6,DOWN,LCM_meta,,-0.965
SNRNP48,DOWN,LCM_meta,,-0.965
SSPN,UP,LCM_meta,,0.963
LUZP2,UP,LCM_meta,,0.96
BBOX1,UP,LCM_meta,,0.96
GPR22,DOWN,LCM_meta,,-0.959
SCMH1,UP,LCM_meta,,0.958
TMEM59L,DOWN,LCM_meta,,-0.956
MED12L,DOWN,LCM_meta,,-0.951
EHD1,DOWN,LCM_meta,,-0.949
ERI3,DOWN,LCM_meta,,-0.949
SYNDIG1L,DOWN,LCM_meta,,-0.946
PAQR9,DOWN,LCM_meta,,-0.945
PHF12,UP,LCM_meta,,0.944
HVCN1,UP,LCM_meta,,0.943
FBLN5,UP,LCM_meta,,0.942
SLITRK4,DOWN,LCM_meta,,-0.939
METTL7A,UP,LCM_meta,,0.938
MCAT,DOWN,LCM_meta,,-0.937
RNF26,DOWN,LCM_meta,,-0.936
TXLNG,UP,LCM_meta,,0.933
PDPN,UP,LCM_meta,,0.931
CCM2,DOWN,LCM_meta,,-0.93
ABHD4,UP,LCM_meta,,0.929
RPRM,DOWN,LCM_meta,,-0.928
C11orf87,DOWN,LCM_meta,,-0.926
ASXL1,UP,LCM_meta,,0.923
HDGFL3,UP,LCM_meta,,0.923
CDH11,UP,LCM_meta,,0.921
DPM2,DOWN,LCM_meta,,-0.921
HERPUD2,UP,LCM_meta,,0.92
DOCK4,UP,LCM_meta,,0.919
LRP12,DOWN,LCM_meta,,-0.917
PHLPP1,UP,LCM_meta,,0.914
ZNF532,UP,LCM_meta,,0.912
ACP2,DOWN,LCM_meta,,-0.911
SSX2IP,DOWN,LCM_meta,,-0.91
ZNF521,DOWN,LCM_meta,,-0.907
CADM3,DOWN,LCM_meta,,-0.906
C6orf136,DOWN,LCM_meta,,-0.906
PHC3,UP,LCM_meta,,0.905
ASPHD2,DOWN,LCM_meta,,-0.902
PGAP4,DOWN,LCM_meta,,-0.901
TNRC6C,UP,LCM_meta,,0.901
GPR162,DOWN,LCM_meta,,-0.899
NLK,DOWN,LCM_meta,,-0.897
ETNPPL,UP,LCM_meta,,0.895
NDNF,UP,LCM_meta,,0.893
CDK5,DOWN,LCM_meta,,-0.891
ZFPM2,DOWN,LCM_meta,,-0.89
CAPN5,DOWN,LCM_meta,,-0.889
COL12A1,UP,LCM_meta,,0.886
TM7SF3,DOWN,LCM_meta,,-0.886
BRINP3,DOWN,LCM_meta,,-0.88
LASP1,UP,LCM_meta,,0.879
SARM1,DOWN,LCM_meta,,-0.878
TSPAN33,DOWN,LCM_meta,,-0.876
ALKBH6,DOWN,LCM_meta,,-0.876
AMN1,DOWN,LCM_meta,,-0.876
TPGS2,DOWN,LCM_meta,,-0.871
SNUPN,DOWN,LCM_meta,,-0.87
MAPK8IP3,DOWN,LCM_meta,,-0.87
SLC35B3,DOWN,LCM_meta,,-0.865
SRD5A3,DOWN,LCM_meta,,-0.865
MRPL37,DOWN,LCM_meta,,-0.862
COX7A1,UP,LCM_meta,,0.86
TRIM36,DOWN,LCM_meta,,-0.859
PRPF4,DOWN,LCM_meta,,-0.859
RIMS1,DOWN,LCM_meta,,-0.858
SLC45A4,DOWN,LCM_meta,,-0.857
PI4K2A,DOWN,LCM_meta,,-0.856
HSPB7,DOWN,LCM_meta,,-0.85
PITRM1,DOWN,LCM_meta,,-0.845
CLDN11,UP,LCM_meta,,0.845
LRRC8A,DOWN,LCM_meta,,-0.844
SLITRK3,DOWN,LCM_meta,,-0.839
AHSA1,DOWN,LCM_meta,,-0.838
HAVCR2,UP,LCM_meta,,0.837
PRKCZ,DOWN,LCM_meta,,-0.834
CHI3L1,UP,LCM_meta,,0.833
RASGRF2,UP,LCM_meta,,0.833
OLFM3,DOWN,LCM_meta,,-0.832
TTL,DOWN,LCM_meta,,-0.829
FUT9,UP,LCM_meta,,0.829
C8orf34,DOWN,LCM_meta,,-0.829
SHISA6,UP,LCM_meta,,0.828
COPS7A,DOWN,LCM_meta,,-0.826
SEMA6A,DOWN,LCM_meta,,-0.823
NTNG2,DOWN,LCM_meta,,-0.822
ANO5,DOWN,LCM_meta,,-0.821
LRCH3,UP,LCM_meta,,0.814
C1orf216,DOWN,LCM_meta,,-0.813
SLITRK1,DOWN,LCM_meta,,-0.811
B3GALT5,DOWN,LCM_meta,,-0.81
FBXO9,DOWN,LCM_meta,,-0.806
SORCS3,DOWN,LCM_meta,,-0.806
KAT7,DOWN,LCM_meta,,-0.806
ORC5,DOWN,LCM_meta,,-0.803
NKTR,UP,LCM_meta,,0.801
EMP2,UP,GEO_and_LCM,1.418265159870205,1.101
TNFRSF1A,UP,GEO_and_LCM,1.7852566962104,1.164
FXR2,DOWN,GEO_and_LCM,-0.4293869165179145,-0.891
RPL27,UP,GEO_and_LCM,0.3314719984301065,1.452
IFI16,UP,GEO_and_LCM,1.837134429661325,1.054
MAN2A1,UP,GEO_and_LCM,0.3449173933351914,0.836
SERPINA3,UP,GEO_and_LCM,1.578410369501715,1.332
MEF2C,UP,GEO_and_LCM,1.5173939532776866,0.974
NT5E,UP,GEO_and_LCM,0.639332557778756,0.936
SOAT1,DISCORDANT,GEO_and_LCM,-1.119848263265715,0.844
DAPK1,DISCORDANT,GEO_and_LCM,-0.0018224435951509,0.933
SLC2A1,UP,GEO_and_LCM,0.162896900512357,1.211
GPNMB,UP,GEO_and_LCM,1.501483436974429,1.034
ANGPT1,UP,GEO_and_LCM,0.7367648234090375,0.883
MADD,DOWN,GEO_and_LCM,-0.5199913316284125,-1.536
UNC119,DOWN,GEO_and_LCM,-0.330216271138101,-0.918
CDK2,UP,GEO_and_LCM,0.390830420687459,0.975
PPP3CB,DOWN,GEO_and_LCM,-0.4654983645420918,-0.845
CYBB,UP,GEO_and_LCM,1.2457013594269075,1.25
CCDC85B,DOWN,GEO_and_LCM,-0.983722668385048,-1.013
RCOR1,DOWN,GEO_and_LCM,-0.0746910302782216,-0.802
GOLIM4,UP,GEO_and_LCM,0.0166431423943955,0.892
KLK7,DOWN,GEO_and_LCM,-0.1556165189733925,-0.988
STOM,UP,GEO_and_LCM,0.683046350434109,1.42
AIF1,UP,GEO_and_LCM,1.1210237980634306,1.104
PSMC3,DOWN,GEO_and_LCM,-0.1660591969733041,-1.049
HCLS1,UP,GEO_and_LCM,0.708594231675302,0.844
MLH3,UP,GEO_and_LCM,0.5506256439735455,0.886
PRKCQ,DISCORDANT,GEO_and_LCM,0.2577896906127385,-0.901
CD163,UP,GEO_and_LCM,1.549609841279582,1.098
BGN,UP,GEO_and_LCM,0.5023342325647905,0.942
TGFBI,UP,GEO_and_LCM,1.5299289393474185,1.064
EXT2,DOWN,GEO_and_LCM,-0.515504200801201,-1.058
MAPK4,UP,GEO_and_LCM,0.927001204211427,1.441
LAMA2,UP,GEO_and_LCM,0.6708382732382425,1.375
BTG2,UP,GEO_and_LCM,0.295491380552203,1.033
CP,UP,GEO_and_LCM,0.8340815818289861,1.24
EMP1,UP,GEO_and_LCM,1.40125735604376,0.898
ELK4,UP,GEO_and_LCM,0.3337022232657075,1.192
HMGB2,UP,GEO_and_LCM,0.6401954491978935,1.142
APLNR,UP,GEO_and_LCM,0.4439394882716865,1.371
NCF2,UP,GEO_and_LCM,1.944231793336721,1.177
C3AR1,UP,GEO_and_LCM,2.288982581967253,1.66
CBFB,UP,GEO_and_LCM,0.2212510381394909,1.062
SEMA3A,DOWN,GEO_and_LCM,-0.180331538331753,-1.239
SERPINB6,UP,GEO_and_LCM,0.2432770750978395,0.969
FN1,UP,GEO_and_LCM,2.16253789237371,1.199
NCKAP1L,UP,GEO_and_LCM,0.5104937385364192,1.387
CDC37,DOWN,GEO_and_LCM,-0.321389684917838,-0.915
DDR2,DISCORDANT,GEO_and_LCM,-0.0758073537974725,1.103
TACR1,DOWN,GEO_and_LCM,-0.10136132249516,-1.024
CHD4,DISCORDANT,GEO_and_LCM,0.1677675099281584,-1.028
TSPAN31,DOWN,GEO_and_LCM,-0.6121095328197654,-0.955
CORO2A,DOWN,GEO_and_LCM,-0.1446788555955945,-1.376
PAPPA,DOWN,GEO_and_LCM,-0.0789807496604535,-0.85
CD44,UP,GEO_and_LCM,0.044302301928807,1.117
MLC1,UP,GEO_and_LCM,1.08004385168037,1.251
SLC14A1,UP,GEO_and_LCM,0.6801389829117985,1.058
IMPDH1,DISCORDANT,GEO_and_LCM,0.012904009320884,-0.92
CLCN5,DOWN,GEO_and_LCM,-0.6314093057861779,-0.879
IFIT3,DISCORDANT,GEO_and_LCM,-0.003735875183298,0.93
SPA17,DISCORDANT,GEO_and_LCM,0.6152050428795834,-1.209
EFNA5,DISCORDANT,GEO_and_LCM,0.0973081680958614,-0.934
PECAM1,DISCORDANT,GEO_and_LCM,-0.85654840682431,1.008
RXRG,DOWN,GEO_and_LCM,-2.48645243354763,-0.95
MAPRE2,DOWN,GEO_and_LCM,-0.2577766606007541,-0.871
AQP1,UP,GEO_and_LCM,1.0642691516267029,1.401
F3,UP,GEO_and_LCM,1.4165967000424846,1.337
TBCB,DOWN,GEO_and_LCM,-0.1549886232317338,-0.968
C3,UP,GEO_and_LCM,1.3661458674293607,1.163
ACADVL,DISCORDANT,GEO_and_LCM,0.1114309438046982,-1.054
B2M,UP,GEO_and_LCM,0.8338776770848444,0.921
MYO1E,UP,GEO_and_LCM,0.392961818675987,1.189
RPL38,DISCORDANT,GEO_and_LCM,-0.0020934096041549,1.101
NEDD9,UP,GEO_and_LCM,0.5458587223645865,1.211
SGK1,DISCORDANT,GEO_and_LCM,-0.0463742859344109,1.169
