Gene_Symbol,direction,mRNA_source,mRNA_logFC_mean,LCM_SMD
TGFB2,DOWN,GEO_merged,-0.31381213472188,
EP300,DOWN,GEO_merged,-0.3034741333967775,
ELAVL1,DOWN,GEO_merged,-0.8031648357032409,
RB1,UP,GEO_merged,0.6749532937192306,
MSH3,UP,GEO_merged,0.5343288053599711,
STT3A,UP,GEO_merged,0.963109917750227,
STK38,DOWN,GEO_merged,-0.559340484347605,
ETS2,UP,GEO_merged,0.7337191605075195,
KIAA0430,DOWN,GEO_merged,-0.4217611500469578,
MAP3K3,DOWN,GEO_merged,-0.817592145090043,
IGBP1,UP,GEO_merged,0.3893275395102802,
GFRA2,UP,GEO_merged,0.1143672339025809,
ACTR1B,DOWN,GEO_merged,-0.5689941796248749,
PAPOLA,DOWN,GEO_merged,-0.274984210517004,
XK,DOWN,GEO_merged,-0.6385026724548525,
GUCY1A3,DOWN,GEO_merged,-0.606356111316296,
PTPN5,DOWN,GEO_merged,-0.304210256977487,
PGD,UP,GEO_merged,0.97972158819914,
GNS,UP,GEO_merged,0.6362048355692592,
SLC2A3,UP,GEO_merged,1.0051534936183626,
SDC4,UP,GEO_merged,0.384750259116167,
RPP30,UP,GEO_merged,0.5514664925254613,
PSMA1,DOWN,GEO_merged,-0.6714718768098427,
SERINC3,UP,GEO_merged,0.8287713353330087,
UBE2N,UP,GEO_merged,0.9539757716951964,
THOC1,UP,GEO_merged,0.05354980957563,
LMO4,DOWN,GEO_merged,-0.3147111240535,
ME3,UP,GEO_merged,0.8987768857579834,
RABGGTB,UP,GEO_merged,0.2380928491625709,
GLUL,DOWN,GEO_merged,-0.0576698372553479,
LNPEP,DOWN,GEO_merged,-0.9606744101517986,
KPNB1,DOWN,GEO_merged,-0.7619660365715942,
EIF3I,DOWN,GEO_merged,-0.089386129387438,
SERPINB8,DOWN,GEO_merged,-0.574721392586717,
ANKRD46,DOWN,GEO_merged,-0.5090289645073233,
HSPA5,DOWN,GEO_merged,-0.6031323635622897,
ATP6V1C1,UP,GEO_merged,0.2086480472484605,
CTSS,UP,GEO_merged,1.33856972000921,
NR3C1,DOWN,GEO_merged,-0.6286769185124874,
ZMYND11,DOWN,GEO_merged,-0.496800797920211,
LCP2,UP,GEO_merged,0.2692347612079065,
DAG1,UP,GEO_merged,0.8022952373853061,
HEXA,UP,GEO_merged,0.831922164861453,
HMGN4,DOWN,GEO_merged,-0.6230732040743749,
PDHX,DOWN,GEO_merged,-0.6335592883206,
TGFBR1,UP,GEO_merged,0.6448750089427565,
STAT5B,DOWN,GEO_merged,-0.5742631479037215,
CX3CR1,UP,GEO_merged,0.9400240173961596,
SNRPB2,DOWN,GEO_merged,-0.4775846174111025,
EIF5,DOWN,GEO_merged,-0.584441290362135,
BIRC2,UP,GEO_merged,0.5846214025296216,
RASSF2,DOWN,GEO_merged,-0.4135305649014365,
SCN1B,DOWN,GEO_merged,-0.2368184947273759,
ZNF273,DOWN,GEO_merged,-0.474132365721013,
RPS24,DOWN,GEO_merged,-0.0138414887999449,
PDCD11,DOWN,GEO_merged,-0.9974254281103584,
POLR2C,UP,GEO_merged,0.7162417695339286,
FZD5,DOWN,GEO_merged,-0.3552211973812914,
CAPN1,DOWN,GEO_merged,-0.333632982112313,
RHOB,UP,GEO_merged,0.8434010554299365,
ACAT1,UP,GEO_merged,0.4245909060494105,
SOX11,UP,GEO_merged,0.0603351697591139,
SLBP,DOWN,GEO_merged,-0.3775205743858911,
PRKAR2B,UP,GEO_merged,0.5771085065647156,
KLF9,DOWN,GEO_merged,-0.122320221009003,
AES,UP,GEO_merged,0.1544084395334616,
SLC15A2,DOWN,GEO_merged,-0.1953556064142745,
POLR2A,UP,GEO_merged,0.6979035277664907,
LAMA4,UP,GEO_merged,0.4453800146638035,
LPP,DOWN,GEO_merged,-0.3092745196995249,
ANP32B,DOWN,GEO_merged,-0.075736833603076,
HNRNPA1,DOWN,GEO_merged,-0.1655199202635794,
SFPQ,DOWN,GEO_merged,-0.538350820052613,
ESRRA,UP,GEO_merged,0.7098974022740102,
MYL6B,UP,GEO_merged,0.7917082725292821,
APPBP2,UP,GEO_merged,0.8492370394898845,
PBX1,DOWN,GEO_merged,-0.2894068279831087,
MPP2,DOWN,GEO_merged,-0.2831766664092965,
UQCRB,DOWN,GEO_merged,-0.3452335405653614,
LGALS8,DOWN,GEO_merged,-0.7974760576776796,
CXCL12,UP,GEO_merged,0.907993278192846,
GDI2,UP,GEO_merged,0.7149060964182983,
RBBP5,DOWN,GEO_merged,-0.4823663497282209,
GHR,DOWN,GEO_merged,-0.6347153813014537,
ENO1,DOWN,GEO_merged,-0.0955517960093845,
IL4R,UP,GEO_merged,0.3924897824378074,
WWP2,DOWN,GEO_merged,-0.1637827583104235,
SSB,DOWN,GEO_merged,-0.1755179278500927,
STAT2,DOWN,GEO_merged,-0.8643407878540361,
MAML1,DOWN,GEO_merged,-0.3870722436661625,
PIM2,DOWN,GEO_merged,-0.7611780028267274,
ACYP1,DOWN,GEO_merged,-0.3005759646607107,
PTPRO,DOWN,GEO_merged,-0.4359518964766855,
KCTD2,DOWN,GEO_merged,-0.9760450690570752,
MAPK1,UP,GEO_merged,0.7758866899871404,
ICAM1,UP,GEO_merged,1.206324441495065,
ODC1,UP,GEO_merged,0.1312002102449365,
RIN2,DOWN,GEO_merged,-0.529920325909126,
SLC6A6,UP,GEO_merged,0.4874335766447649,
ACAA2,DOWN,GEO_merged,-0.39869147207539,
RAB21,DOWN,GEO_merged,-0.5527464197179051,
SPTLC2,UP,GEO_merged,0.5042961883532021,
IARS,DOWN,GEO_merged,-0.2960334212817861,
TAF5,DOWN,GEO_merged,-0.6055611880491495,
NEK4,DOWN,GEO_merged,-0.5133428726440165,
SLC29A1,UP,GEO_merged,0.138479751524587,
EYA3,DOWN,GEO_merged,-0.6540222502586904,
SLC11A2,UP,GEO_merged,0.5926937679765678,
RAB28,UP,GEO_merged,1.040398033727771,
PSMA4,UP,GEO_merged,0.2701684498086857,
KRIT1,UP,GEO_merged,0.573505483064233,
KCNH2,DOWN,GEO_merged,-0.8930829297389805,
MNAT1,DOWN,GEO_merged,-0.7440549625619786,
HTATSF1,DOWN,GEO_merged,-0.5923119945162982,
LSS,DOWN,GEO_merged,-0.7167967373981176,
DAP,UP,GEO_merged,1.2869637712883049,
USF1,DOWN,GEO_merged,-0.2071074165039751,
LIG3,DOWN,GEO_merged,-0.3570538262869079,
RALB,DOWN,GEO_merged,-0.7681510173913644,
ACO1,DOWN,GEO_merged,-0.5616019027218379,
MDM2,DOWN,GEO_merged,-0.4266317729962697,
CTNNA1,UP,GEO_merged,0.39505953612378,
ZNF711,UP,GEO_merged,0.442831932557967,
ABI2,DOWN,GEO_merged,-0.5934201851271199,
SRI,UP,GEO_merged,0.7774418553601751,
MSH2,UP,GEO_merged,0.4821117550276342,
ACO2,UP,GEO_merged,0.3352487216840737,
KIF2A,DOWN,GEO_merged,-0.7023612447272082,
SHMT2,UP,GEO_merged,0.536569620540253,
TERF1,UP,GEO_merged,0.8294193968813215,
SMARCA2,DOWN,GEO_merged,-0.2585327520825411,
MAPK8IP2,DOWN,GEO_merged,-0.6125128357041931,
PIK3CA,UP,GEO_merged,0.5746173111160084,
SOX9,UP,GEO_merged,0.516861714943888,
COX6B1,UP,GEO_merged,0.1800649607591904,
TRIB1,DOWN,GEO_merged,-0.4211742393432415,
ZNF141,DOWN,GEO_merged,-0.6259464671767865,
SLC1A1,DOWN,GEO_merged,-0.269142901311214,
RBL2,DOWN,GEO_merged,-0.3976241297320774,
TIAL1,DOWN,GEO_merged,-0.1854672089442899,
PPP2R5C,UP,GEO_merged,0.547640203156868,
EDEM1,UP,GEO_merged,0.3996280320086705,
PEX1,DOWN,GEO_merged,-0.715395960001424,
KIAA0196,DOWN,GEO_merged,-0.3215648927472994,
EGR1,UP,GEO_merged,0.206356348787732,
PTPRS,UP,GEO_merged,0.9031507536485976,
HNRNPD,DOWN,GEO_merged,-0.0937380889362214,
RORB,DOWN,GEO_merged,-0.2690671909517449,
PSMD4,UP,GEO_merged,0.6128476022132877,
RPL8,UP,GEO_merged,0.349059874572881,
RBBP6,UP,GEO_merged,0.6537839302555092,
MGST1,UP,GEO_merged,0.5436114406664735,
UCHL3,UP,GEO_merged,0.389574684924436,
DCTN6,UP,GEO_merged,0.6396869532381423,
AP3S1,DOWN,GEO_merged,-0.2248206249427611,
PBX2,DOWN,GEO_merged,-0.535951784346003,
GATM,UP,GEO_merged,0.618632351957065,
MCL1,UP,GEO_merged,0.4024067334902565,
RIT2,DOWN,GEO_merged,-0.5471497946741816,
GTF2E2,UP,GEO_merged,0.723518245306893,
RBM5,UP,GEO_merged,0.807129637948508,
RNF103,DOWN,GEO_merged,-0.2378374860710929,
MFGE8,UP,GEO_merged,0.289941896915569,
ADRM1,DOWN,GEO_merged,-0.1287378396567456,
SLC6A11,UP,GEO_merged,1.083353899179985,
PRPF4B,DOWN,GEO_merged,-0.5262434350751256,
TCEB3,DOWN,GEO_merged,-0.3000282903933818,
PTPRZ1,UP,GEO_merged,0.6123983809024031,
DDX1,UP,GEO_merged,0.5490115090474434,
HIF1A,UP,GEO_merged,0.3467296334942595,
TSC22D3,DOWN,GEO_merged,-0.2586336708582832,
MT1X,UP,GEO_merged,0.2605222991758542,
COX4I1,UP,GEO_merged,0.1586764158913497,
ISCU,DOWN,GEO_merged,-0.2717452412203185,
KCNJ3,DOWN,GEO_merged,-0.7856710580624721,
PSMD6,DOWN,GEO_merged,-0.2407513356054875,
PPP1CB,UP,GEO_merged,0.2826423851231823,
COX5B,DOWN,GEO_merged,-0.2542448957583285,
CAPNS1,UP,GEO_merged,0.1848477753542289,
KEAP1,UP,GEO_merged,0.619229098267905,
FADD,UP,GEO_merged,0.5509785746159611,
RAB33A,UP,GEO_merged,0.393241038655433,
PPP2R5A,UP,GEO_merged,0.1956160627727098,
PRKDC,DOWN,GEO_merged,-0.6708246674166853,
CDC25B,DOWN,GEO_merged,-0.3286473302119085,
ITGB5,DOWN,GEO_merged,-0.3781314146995626,
USP9X,UP,GEO_merged,0.3483162966756248,
EEF1D,DOWN,GEO_merged,-0.4145989763739074,
DLD,DOWN,GEO_merged,-0.2340995053980335,
TARS,UP,GEO_merged,0.299670700118675,
MAPK9,DOWN,GEO_merged,-0.3022451041281901,
GBF1,DOWN,GEO_merged,-0.3608154122033559,
TBC1D5,DOWN,GEO_merged,-0.1860640645985448,
MRPL49,DOWN,GEO_merged,-0.2279571405030768,
GAP43,UP,GEO_merged,0.7144385946374512,
ARSD,UP,GEO_merged,0.7824464292403432,
ELMO1,UP,GEO_merged,0.681928397683517,
CALB2,DOWN,GEO_merged,-0.2496633714033414,
ATP2B2,UP,GEO_merged,0.5671947763735986,
PSMF1,UP,GEO_merged,0.3637260334812862,
DBI,DOWN,GEO_merged,-0.363125393984369,
TRA2A,DOWN,GEO_merged,-0.268876578161955,
PTPRD,UP,GEO_merged,0.5068324060713039,
CIRBP,DOWN,GEO_merged,-0.174261877634272,
ZNF117,UP,GEO_merged,0.680303240737878,
FOXK2,UP,GEO_merged,0.501057567419538,
SLC2A5,UP,GEO_merged,0.143451203154896,
ATP6AP1,UP,GEO_merged,0.2482061022215929,
CDC16,DOWN,GEO_merged,-0.2357930351664372,
ATP6V1A,DOWN,GEO_merged,-0.7176190204707675,
SUCLG1,UP,GEO_merged,0.4736682145870755,
STAM,DOWN,GEO_merged,-0.450277346564595,
AHCY,DOWN,GEO_merged,-0.133212672324234,
XRCC1,UP,GEO_merged,0.7726106244892875,
SNRPC,UP,GEO_merged,0.9087455924889732,
UROD,DOWN,GEO_merged,-0.1149933173894759,
APC,DOWN,GEO_merged,-0.5576431807799995,
GSPT1,UP,GEO_merged,0.4719350032199249,
GSTM5,UP,GEO_merged,1.0466651457909726,
POLR2J,UP,GEO_merged,1.0777552538525117,
ZNF35,DOWN,GEO_merged,-0.6082275115848766,
ST8SIA1,DOWN,GEO_merged,-0.5211554522812945,
ATXN10,UP,GEO_merged,0.6220462184270461,
ATP5J,DOWN,GEO_merged,-0.1600531351177159,
DPP6,DOWN,GEO_merged,-0.115457457182754,
CA8,DOWN,GEO_merged,-0.7547295533804175,
FUT8,DOWN,GEO_merged,-0.473255374062916,
SSFA2,UP,GEO_merged,0.841434497595261,
PRSS3,DOWN,GEO_merged,-0.8684783625014485,
CTNNA2,UP,GEO_merged,0.5761677081424346,
MMP16,DOWN,GEO_merged,-0.6983062653139215,
GPC5,DOWN,GEO_merged,-0.5245671791841527,
RGS2,DOWN,GEO_merged,-0.5179379243065934,
ALDH7A1,DOWN,GEO_merged,-0.031895733174872,
MIA3,DOWN,GEO_merged,-0.2485478389870466,
MPV17,UP,GEO_merged,0.2175813717319968,
EPAS1,UP,GEO_merged,1.0157695667391275,
AR,DOWN,GEO_merged,-0.3039940016960825,
RPS6KA2,DOWN,GEO_merged,-0.474474905339283,
KLF6,DOWN,GEO_merged,-0.3471348681104469,
RPN2,UP,GEO_merged,0.2230845964764965,
GNPDA1,DOWN,GEO_merged,-0.1407769941511865,
GNAI2,DOWN,GEO_merged,-0.2083790290968279,
SUMO3,DOWN,GEO_merged,-0.5101856838226291,
HBB,DOWN,GEO_merged,-0.3645630970338435,
TRHR,DOWN,GEO_merged,-0.6560601284781284,
SLC16A1,DOWN,GEO_merged,-0.1857572354096417,
WDR43,DOWN,GEO_merged,-0.6253786789842625,
BLVRA,UP,GEO_merged,0.1332987885432769,
SPOCK1,DOWN,GEO_merged,-0.6461257653213355,
EFR3A,DOWN,GEO_merged,-0.1070712662989283,
GABRA2,DOWN,GEO_merged,-0.595640202783115,
KTN1,DOWN,GEO_merged,-0.3657575500823253,
TSG101,DOWN,GEO_merged,-0.480495571909954,
UVRAG,DOWN,GEO_merged,-0.2232726998527742,
TM4SF1,UP,GEO_merged,1.507510709619275,
GCNT2,DOWN,GEO_merged,-0.8112163228614895,
CD83,DOWN,GEO_merged,-0.5040175209860123,
CLTA,UP,GEO_merged,0.5392929473625494,
OAT,UP,GEO_merged,0.5949247632919806,
SCN2A,DOWN,GEO_merged,-0.6136754529408176,
GBP2,UP,GEO_merged,1.916003064612392,
ITPK1,DOWN,GEO_merged,-0.1350586528455685,
ZNF84,UP,GEO_merged,0.1914711890278895,
AKT2,UP,GEO_merged,0.6108969559581106,
IGF2R,DOWN,GEO_merged,-0.2059551250598534,
BTN3A2,DOWN,GEO_merged,-0.3527951133642565,
MTM1,UP,GEO_merged,0.55031797711335,
NFYC,UP,GEO_merged,0.4129335256187899,
CCND1,UP,GEO_merged,1.18823307168597,
PPP2R3A,UP,GEO_merged,0.2211976629957015,
TSFM,DOWN,GEO_merged,-0.4899976212681747,
UBXN1,UP,GEO_merged,0.2976582331010195,
IFNAR1,DOWN,GEO_merged,-0.7205510685131619,
RHEB,UP,GEO_merged,0.2157970294052791,
CTR9,UP,GEO_merged,0.2218633848184466,
SPAG1,DOWN,GEO_merged,-0.3301263481794505,
FTL,UP,GEO_merged,0.4605531618986584,
MASP1,UP,GEO_merged,1.3603983587271469,
CD9,UP,GEO_merged,1.89314858176922,
ARID4A,UP,GEO_merged,0.4097385857219117,
C1orf61,UP,GEO_merged,0.6127767677522775,
NAPG,DOWN,GEO_merged,-0.4982933511885669,
DFFA,UP,GEO_merged,0.5580137458686957,
ETV5,UP,GEO_merged,0.655663743949394,
THRB,DOWN,GEO_merged,-0.430189160280404,
SMARCC1,DOWN,GEO_merged,-0.1938541670104155,
EIF4E,UP,GEO_merged,0.4693294252052671,
GJB1,DOWN,GEO_merged,-0.1857378376519624,
POLR3C,UP,GEO_merged,0.4399293710789971,
APBA1,DOWN,GEO_merged,-0.1741107073617925,
DDX21,UP,GEO_merged,0.4971528455428841,
PIP5K1B,DOWN,GEO_merged,-0.259198607126854,
HSPE1,DOWN,GEO_merged,-0.4717874114751035,
UBXN8,DOWN,GEO_merged,-0.3942885389390564,
CCNH,DOWN,GEO_merged,-0.1770491331477147,
PYGB,DOWN,GEO_merged,-0.2219692844535382,
STIM1,DOWN,GEO_merged,-0.5980927442842098,
TRIP11,DOWN,GEO_merged,-0.4204688610434361,
GLO1,UP,GEO_merged,0.2734201661370643,
PPID,DOWN,GEO_merged,-0.484535146927359,
MCM3,UP,GEO_merged,0.3879716248450545,
LGALS1,DOWN,GEO_merged,-0.1145810242522059,
DENND4A,UP,GEO_merged,0.5979534519923689,
YES1,DOWN,GEO_merged,-0.0666596681410354,
SRP54,DOWN,GEO_merged,-0.2470556027289501,
PML,UP,GEO_merged,0.6942839792507614,
LOXL2,UP,GEO_merged,0.4327427107924494,
AMD1,DOWN,GEO_merged,-0.3997133218231865,
PLCB4,UP,GEO_merged,0.500138708484517,
DNTTIP2,UP,GEO_merged,0.4429913985962361,
UBE4A,DOWN,GEO_merged,-0.4606172383567675,
GANAB,DOWN,GEO_merged,-0.1532170918237204,
PENK,UP,GEO_merged,0.643002614641102,
TFCP2,UP,GEO_merged,0.6984866734538605,
GTF2A2,DOWN,GEO_merged,-0.0739856822882891,
PAM,DOWN,GEO_merged,-0.0959225249139837,
CYP19A1,DOWN,GEO_merged,-0.4322985413581131,
PIGK,UP,GEO_merged,0.4294464617039778,
PEPD,UP,GEO_merged,0.1704859711421075,
RAB31,UP,GEO_merged,0.4016458103947875,
DHX8,UP,GEO_merged,0.6275924952340189,
CHGA,UP,GEO_merged,0.5888957718912756,
PCBD1,UP,GEO_merged,0.5459096564370047,
NSMAF,DOWN,GEO_merged,-0.4113474065285743,
GPD2,UP,GEO_merged,0.387878880047412,
PPP1R7,UP,GEO_merged,0.1480007902927653,
ITGB1BP1,DOWN,GEO_merged,-0.4633200111268377,
LAMP2,DOWN,GEO_merged,-0.0665964343923729,
HERPUD1,DOWN,GEO_merged,-0.076302238191569,
LIFR,DOWN,GEO_merged,-0.2580086441382852,
SEPHS2,DOWN,GEO_merged,-0.5167714698544515,
DLST,UP,GEO_merged,0.1562839436927567,
TRPC1,DOWN,GEO_merged,-0.2348573000432453,
SP1,DOWN,GEO_merged,-0.052395825842488,
GUCY1B3,UP,GEO_merged,0.4253687873201212,
RPS3,UP,GEO_merged,0.025161276896737,
RBM39,UP,GEO_merged,0.3743928732679389,
SATB1,DOWN,GEO_merged,-0.1112912260008767,
KIAA0141,UP,GEO_merged,0.411147152186885,
AKR1C1,DOWN,GEO_merged,-0.6132962981941487,
NQO2,DOWN,GEO_merged,-0.1680557127396707,
TLK2,DOWN,GEO_merged,-0.1303288366697957,
CACNA2D1,UP,GEO_merged,0.5017008938480034,
DGUOK,DOWN,GEO_merged,-0.2082987335326969,
PSMC2,UP,GEO_merged,0.7878669379809844,
SGCA,UP,GEO_merged,0.3997721070166699,
KIAA0020,UP,GEO_merged,0.4489150672886965,
BCAP31,DOWN,GEO_merged,-0.1182259511257116,
MLH1,DOWN,GEO_merged,-0.5339350839224085,
EIF4G1,DOWN,GEO_merged,-0.6569065289155126,
MGAT3,UP,GEO_merged,0.3285982620314048,
PHYHIP,UP,GEO_merged,0.2408410091892519,
MT1A,DOWN,GEO_merged,-0.4051291675663661,
PLA2G4A,UP,GEO_merged,3.26048443246762,
GOLGA2,UP,GEO_merged,0.3853285917925458,
CAMK2D,UP,GEO_merged,0.3586350239747156,
NR1D2,UP,GEO_merged,0.2581864689444134,
THBD,UP,GEO_merged,0.6273465246205345,
PRMT2,UP,GEO_merged,0.2880653290479548,
MAPKAPK2,UP,GEO_merged,0.4660212269079374,
EIF2AK2,DOWN,GEO_merged,-0.073681092695014,
RBBP8,DOWN,GEO_merged,-0.2116260674071602,
ACVR2B,UP,GEO_merged,0.730242149272498,
ALDH4A1,UP,GEO_merged,0.3370434006165995,
LAMP1,DOWN,GEO_merged,-0.0706986129501735,
PPIC,UP,GEO_merged,0.3501672213660135,
MAP1A,UP,GEO_merged,0.2479406895665807,
COX5A,DOWN,GEO_merged,-0.537567793458171,
BCKDHB,UP,GEO_merged,0.326470098884426,
HK2,UP,GEO_merged,1.0271049889830215,
ME1,UP,GEO_merged,0.418983335727915,
PAK2,DOWN,GEO_merged,-0.3773680303185734,
ZNF75D,UP,GEO_merged,0.2603098477368544,
IGF1R,UP,GEO_merged,0.2153433059604904,
TNFRSF1B,UP,GEO_merged,0.6672115953724009,
UBE2D3,DOWN,GEO_merged,-0.1487510030417375,
GUK1,DOWN,GEO_merged,-0.6909255342052651,
CD63,UP,GEO_merged,0.2293722672331575,
SRP72,DOWN,GEO_merged,-0.3891582167544105,
TCEA2,UP,GEO_merged,0.8082292543815565,
IFIT1,DOWN,GEO_merged,-0.2025742567805952,
GSTM3,UP,GEO_merged,0.5354015181670471,
TLR4,UP,GEO_merged,0.59206239113483,
HLF,DOWN,GEO_merged,-0.4392899294874814,
PRMT5,UP,GEO_merged,0.1593672756112254,
ZBTB33,UP,GEO_merged,0.6282783273203436,
PRNP,UP,GEO_merged,0.3292137132812597,
SHFM1,DOWN,GEO_merged,-0.278709560639688,
DGKE,DOWN,GEO_merged,-0.3559979795448735,
MOG,UP,GEO_merged,0.2200887023224355,
VDAC1,DOWN,GEO_merged,-0.1221526710347141,
KRT10,UP,GEO_merged,0.758771485433666,
LPIN1,DOWN,GEO_merged,-0.2243146432636178,
BTN3A1,DOWN,GEO_merged,-0.2072018823888292,
NEK9,UP,GEO_merged,0.447153291310435,
RAP1A,DOWN,GEO_merged,-0.3157360116630689,
WWOX,DOWN,GEO_merged,-0.032885376087895,
AGL,UP,GEO_merged,0.4837416872311305,
GRIA3,UP,GEO_merged,0.1388034225135067,
BCL7A,DOWN,GEO_merged,-0.4329147844050481,
MAPRE3,UP,GEO_merged,0.2199144677993526,
SMC1A,DOWN,GEO_merged,-0.1583850185871315,
A2M,UP,GEO_merged,0.428449797538767,
SLC31A2,UP,GEO_merged,0.0699834208741135,
SS18,UP,GEO_merged,0.4817670004149517,
DDX18,UP,GEO_merged,0.3251091342954825,
TUSC3,UP,GEO_merged,0.1869790441492242,
SLC25A13,UP,GEO_merged,0.6146988711069645,
SKIL,UP,GEO_merged,0.1599083747921395,
EIF2B5,DOWN,GEO_merged,-0.435242954599804,
YWHAH,DOWN,GEO_merged,-0.2156320482166533,
CUL2,DOWN,GEO_merged,-0.4774758417946944,
BMP6,UP,GEO_merged,1.342056706129409,
SAC3D1,DOWN,GEO_merged,-0.2634365737516945,
GBE1,UP,GEO_merged,0.347729809094042,
TMSB4X,DOWN,GEO_merged,-0.1232214291417406,
PBX3,DOWN,GEO_merged,-0.0629056681016939,
COPB2,DOWN,GEO_merged,-0.3900894288938131,
ADD3,DOWN,GEO_merged,-0.094241404907284,
NFE2L1,DOWN,GEO_merged,-0.1383275342906393,
RNPS1,DOWN,GEO_merged,-0.1028518872140145,
PRKAA2,DOWN,GEO_merged,-0.1632252837712914,
BCL7B,DOWN,GEO_merged,-0.5259243269382495,
ALDOC,DOWN,GEO_merged,-0.1163515068556072,
ALDH5A1,DOWN,GEO_merged,-0.1518228420692835,
SSRP1,DOWN,GEO_merged,-0.137921389993126,
UCHL1,DOWN,GEO_merged,-0.261905622918569,
GABRQ,DOWN,GEO_merged,-0.174079522601715,
GRB10,DOWN,GEO_merged,-0.1385851309647243,
EEA1,DOWN,GEO_merged,-0.4151026244128321,
TAP2,DOWN,GEO_merged,-0.2946004598770178,
RSU1,UP,GEO_merged,0.2491097607178047,
NTRK3,UP,GEO_merged,0.1469009093627603,
HTT,DOWN,GEO_merged,-0.25857696929444,
NPR2,UP,GEO_merged,0.513760995472478,
DYRK2,UP,GEO_merged,0.3239606582363835,
FLT1,UP,GEO_merged,1.06775173921553,
PGK1,DOWN,GEO_merged,-0.1030393688689197,
ATP1B2,UP,GEO_merged,0.274315090129342,
CAP1,UP,GEO_merged,0.1288166667639172,
TTN,UP,GEO_merged,0.2296235387970603,
SLC25A46,UP,GEO_merged,0.4878529044211526,
RBM10,UP,GEO_merged,0.375371222512736,
PCSK2,DOWN,GEO_merged,-0.3091043452880192,
RGS4,UP,GEO_merged,0.5986826653030255,
EIF5A,UP,GEO_merged,0.683811050218933,
DDB1,UP,GEO_merged,0.1774215725519219,
CCNI,UP,GEO_merged,0.1742668019758905,
DNAJB1,DOWN,GEO_merged,-0.0679368486230279,
GGH,DOWN,GEO_merged,-0.3475867095323782,
MPP1,DOWN,GEO_merged,-0.236143669135602,
CLCN7,DOWN,GEO_merged,-0.1362036810137841,
SERPINI1,DOWN,GEO_merged,-0.4171497016479905,
DYRK1A,UP,GEO_merged,0.4468052781294121,
IL18,UP,GEO_merged,0.0435915996798515,
TUBB3,DOWN,GEO_merged,-0.3118709547804605,
CCNG1,UP,GEO_merged,0.2455831571536905,
TXNDC9,DOWN,GEO_merged,-0.1252916105001366,
GTF2F1,UP,GEO_merged,0.4916365301210914,
VAMP3,DOWN,GEO_merged,-0.2385567020172495,
ACP1,UP,GEO_merged,0.531228566594706,
GNL1,DOWN,GEO_merged,-0.3660288439465894,
EPS15,UP,GEO_merged,0.2204520028963061,
CACNB2,DOWN,GEO_merged,-0.069396485486883,
S100A10,UP,GEO_merged,0.2720155826316361,
ZIC1,UP,GEO_merged,0.821937722312074,
NT5C2,UP,GEO_merged,0.3013884083110147,
CBX3,UP,GEO_merged,0.408998293577421,
HSPA2,DOWN,GEO_merged,-0.0892539140801394,
PSME1,UP,GEO_merged,0.2095710045303604,
DPM1,UP,GEO_merged,0.2744381911249957,
TRIO,UP,GEO_merged,0.1148717541812985,
MAZ,UP,GEO_merged,0.034350909233556,
EPHX1,DOWN,GEO_merged,-0.1714822241358529,
TMED9,UP,GEO_merged,0.63490464673825,
USP7,DOWN,GEO_merged,-0.2560537469314419,
RAPGEF1,DOWN,GEO_merged,-0.5966568033134843,
SLC4A3,DOWN,GEO_merged,-0.174822541021785,
MLLT11,UP,GEO_merged,0.5181358523137958,
CYP2J2,UP,GEO_merged,1.178776400170309,
TRAF5,DOWN,GEO_merged,-0.3094398596516404,
TMBIM6,UP,GEO_merged,0.1505266535997514,
TBCC,DOWN,GEO_merged,-0.3123022878482765,
CSNK1A1,DOWN,GEO_merged,-0.5207228831997994,
FTO,UP,GEO_merged,0.1101366946484871,
RPL11,UP,GEO_merged,0.0268805982672224,
S100A13,DOWN,GEO_merged,-0.0385095622060985,
HDAC1,UP,GEO_merged,0.2658875753740075,
SCRN1,DOWN,GEO_merged,-0.1387911503647053,
ECHS1,UP,GEO_merged,0.0851252023632252,
HSPA4,DOWN,GEO_merged,-0.4297896353113332,
NRIP1,UP,GEO_merged,0.4451355435882471,
MEST,UP,GEO_merged,0.2145025010084315,
CCT7,UP,GEO_merged,0.3825230627852075,
NET1,UP,GEO_merged,0.451042282666132,
NDUFA4,DOWN,GEO_merged,-0.1188218088421654,
LYST,DOWN,GEO_merged,-0.2040241065757869,
INPP1,UP,GEO_merged,0.7996424185102324,
MAP2K4,DOWN,GEO_merged,-0.5385011589162916,
EXOSC9,UP,GEO_merged,0.4699997963740154,
FAT1,UP,GEO_merged,0.2250964728421385,
IDH1,UP,GEO_merged,0.3257507570310752,
IDH3B,DOWN,GEO_merged,-0.5930372899312457,
ADD1,DOWN,GEO_merged,-0.12361020463132,
TRIM23,DOWN,GEO_merged,-0.4148884146641951,
UQCRFS1,DOWN,GEO_merged,-0.2031602036209666,
OGDH,UP,GEO_merged,0.1345006359989454,
SNTB2,DOWN,GEO_merged,-0.320157108026745,
HRSP12,UP,GEO_merged,0.45315679367743,
TNIP1,UP,GEO_merged,0.5922436955828829,
ICT1,DOWN,GEO_merged,-0.453845684788153,
NACA,UP,GEO_merged,0.023781723459323,
GABRA3,DOWN,GEO_merged,-0.3174720583546085,
OSTF1,DOWN,GEO_merged,-0.4930104153654854,
CADPS,DOWN,GEO_merged,-0.380509080578437,
