Gene_Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
DUSP19,-0.26544722222222,6.56660305555556,-5.50587681986564,3.00249941672675e-06,2.18091735879926e-05,4.04471712772739
CLMP,-0.693837777777778,7.7115,-5.50368776066545,3.02297603375538e-06,2.19533867602235e-05,4.0380006200813
ZNF567,-0.205310555555551,8.62160861111111,-5.5020249832642,3.03862282170947e-06,2.20624726917963e-05,4.03289901453969
ATP5J2-PTCD1;PTCD1,-0.172585000000001,6.14461861111111,-5.50160974900562,3.04254277995649e-06,2.20863864612323e-05,4.03162504580053
LARP1,0.236972222222221,11.0706083333333,5.50151606189433,3.04342791670099e-06,2.20905379754533e-05,4.0313376081306
NGF,0.256700000000001,6.08800611111111,5.50063432403298,3.05177099237712e-06,2.21465369104148e-05,4.02863240456617
NUDT14,-0.318161666666667,5.05019083333333,-5.50051083549818,3.05294127101101e-06,2.21527500005669e-05,4.02825354032279
AC017048.4;OTTHUMG00000154157,0.518748888888891,4.68060777777778,5.50011278481731,3.05671657388839e-06,2.21755810040459e-05,4.02703232134351
ANKRD12,0.231670000000003,10.1910261111111,5.49982705107913,3.05942948034571e-06,2.21906968263314e-05,4.02615569538675
FKBP15,0.218193888888891,8.31171805555556,5.49935341522939,3.0639317199223e-06,2.22187821783116e-05,4.02470259795796
SNTB1,0.556407777777779,5.63762055555556,5.49824708419061,3.07447393563618e-06,2.22860648949399e-05,4.02130845779321
FAU,-0.276069444444446,6.96998638888889,-5.49807715158534,3.07609642418943e-06,2.22955342367021e-05,4.02078712271192
OTTHUMG00000019964;RP11-88I18.2,-0.512948888888886,9.01444888888889,-5.49756395842895,3.08100149457663e-06,2.23287913268963e-05,4.01921270955596
SERHL2,0.175518333333337,5.00157416666667,5.49751069883718,3.08151099333404e-06,2.23301890446873e-05,4.01904931645618
PRDM1,-0.822035000000001,5.77639027777778,-5.49665320102832,3.08972567888693e-06,2.23874164237279e-05,4.01641865041459
APBA2,-0.526703333333337,8.362545,-5.49540201247889,3.10175106263582e-06,2.24630098778257e-05,4.01258026934761
OTTHUMG00000014332;RP3-471C18.2,-0.436196111111112,4.47171083333333,-5.4952397870719,3.10331365361085e-06,2.2472018563877e-05,4.01208260188267
CLEC4A,0.379405,5.12655861111111,5.49463823682571,3.10911477616823e-06,2.25070931389563e-05,4.0102372057456
DIAPH2,1.03582666666667,8.692705,5.4942882004062,3.11249537202565e-06,2.25292529119743e-05,4.00916339538309
TEX261,-0.248430555555558,8.89373194444445,-5.49360622896211,3.11909227777183e-06,2.25735827196924e-05,4.00707132196833
RALBP1,-0.299300000000001,9.17477666666667,-5.49355590672456,3.1195796114264e-06,2.25735827196924e-05,4.00691695012203
NABP1,0.78541888888889,7.23184666666667,5.49355587122102,3.11957995527874e-06,2.25735827196924e-05,4.00691684120905
PCCB,-0.162564444444446,8.02009222222222,-5.49347364025126,3.1203764649617e-06,2.2577029797732e-05,4.00666458428257
RNU7-40P,0.651330555555557,6.46369472222222,5.49283747356917,3.12654539350104e-06,2.26193435356867e-05,4.00471305048002
TAS2R8,-0.498508333333331,3.69411083333333,-5.49217287950247,3.13300297660204e-06,2.26637366826245e-05,4.00267433306808
BDP1,-0.277279999999999,9.67207944444444,-5.49170221170576,3.13758430483489e-06,2.26922221238715e-05,4.00123051972981
SYBU,0.172250555555554,4.1871975,5.49146541342689,3.13989174886136e-06,2.27065818093673e-05,4.00050412513071
PLEKHF2,-0.259025000000001,5.57530583333333,-5.4911811419048,3.14266402435547e-06,2.27242997015914e-05,3.99963210687448
