"Gene_Symbol","logFC","adjPval"
"HBD",1.14961090401505,0.407599268002013
"ACTN1",1.14653684108566,0.12183723724232
"ANG",1.14426969801267,0.261356654377088
"COL12A1",1.14218764280512,0.606799481634583
"AZGP1",1.13946953460814,0.286826827114111
"IGHG4",1.13877014102828,0.362363937509841
"SPTB",1.13613307092013,0.285369770592774
"APOC3",1.13355201699731,0.549283368151531
"CPM",1.12480216166095,0.0157143207996479
"COL16A1",1.12477062965992,0.514574054686481
"CNN1",1.11420868203571,0.554889670928159
"PCOLCE",1.11252859672612,0.497169865765909
"C2",1.10959328140975,0.13083429355844
"OSBPL11",1.10884713036423,0.000417444972119161
"COL6A1",1.10345678578568,0.54448926744331
"HLA-A",1.09929774028022,0.136479312569207
"OMD",1.09622219432902,0.500829563461932
"C1QC",1.092582049612,0.13227161578678
"TIMP3",1.08391534125346,0.395058433904598
"GPX3",1.07732872846982,0.44156639568392
"CAPG",1.07628130600843,0.0115284402381449
"IGHV5-51",1.07526444713721,0.0492076309324332
"ACTN2",1.07524693539207,0.0810635655831017
"COMP",1.06968942710592,0.534421440345541
"HLA-DRA",1.06709017350446,0.037991818107561
"CES1",1.06639108730637,0.487929343003953
"COMMD2",1.06149512585137,0.0574886084707308
"CSTA",1.0561732319032,0.230186755738941
"COL6A2",1.05150639688893,0.555263679131429
"FBLN5",1.0391162307142,0.385753058924108
"SOD3",1.03519719596568,0.433493422089967
"IGHV4-39",1.0337526212546,0.105979781480214
"ICAM1",1.03328361188009,0.117473248357864
"CFHR1",1.0293238590898,0.284320378644779
"LGALS3",1.02823900186394,0.276550164801263
"IGLL5",1.02541490662101,0.381746972115222
"FN1",1.022390097348,0.512160737574462
"CPN1",1.02094807804365,0.021001010780125
"VIM",1.01677078099789,0.299669913130843
"CDH1",1.01622107850357,0.374706421223817
"IQGAP1",1.01538407398242,0.0327157982678146
"KLKB1",1.01437170862855,0.178560507743454
"GSTM1",1.00716125554651,0.708934218196562
"IGHV4-28",1.00506511148206,0.236489379247855
"TLR7",1.00410723595812,0.389538300535693
"HBB",1.00331954663801,0.438762396089913
"F10",1.00107451221323,0.044803262243137
"MYH11",0.998963442832583,0.57873863425795
"EMILIN1",0.994691397428992,0.425651296011011
"COL3A1",0.992439887605688,0.369530646176941
"TNFSF13",0.9921185102914,0.037991818107561
"ASAH1",0.991813730311295,0.0159751522768199
"F13A1",0.987123225008546,0.301808622922724
"ARG1",0.982441171394518,0.245070222503924
"PIR",0.978282792082419,0.00314536759011681
"CPN2",0.976798091360104,0.121649501410959
"HHATL",0.972482032844448,0.114759869674274
"RGN",0.965139609506192,0.107956593658813
"LAMA4",0.964070551123466,0.44827491675576
"ITGB2",0.955594036665232,0.00798666366872113
"TAP2",0.95444974421954,0.00255493731545243
"SYNPO2",0.950674017877876,0.0894352746385587
"CYP4F11",0.948465484531319,0.12183723724232
"C7",0.946033447998174,0.270425522264237
"SERPINA5",0.943092497202864,0.233010392497932
"RFTN1",0.941758405651862,0.162402024738268
"APOBR",0.939006938764027,0.046964608485584
"NAMPT",0.934617473045469,0.0986409557202121
"ADGRE5",0.932143714727687,0.0810635655831017
"TAP1",0.931821010113929,0.00125169480102774
"PTPRC",0.926565378689887,0.00915610425881052
"CAT",0.920630514147962,0.285929000357483
"IGHV5-10-1",0.919159274756646,0.168217162051088
"LAMB1",0.918154474796406,0.554889670928159
"ITPR3",0.911399451185908,0.486048978198828
"IGHV3-9",0.910301596791664,0.281634952095458
"TNFAIP8",0.906918229598651,0.00916793311603189
"NNMT",0.906866560535244,0.253560784383785
"CTSZ",0.903885514293666,0.0650943058375784
"FPGT",0.903024310439852,0.00571773491618526
"TNC",0.902975362060673,0.230711114135335
"ARPC1B",0.901248124511246,0.0272356329760419
"ANXA3",0.897638142913419,0.343838380153365
"YBX3",0.897033680608303,0.129979870676096
"HBG1",0.892369274467013,0.782751518694788
"PBLD",0.891299162961587,0.0292432500326729
"FOLR2",0.889854365751354,0.114759869674274
"IGFBP5",0.888404587572114,0.117860616473206
"CD9",0.887493024178589,0.242067563410106
"HMBS",0.887336921443934,0.109524545223952
"FABP1",0.885573825099261,0.676992631054944
"PROS1",0.884617473531214,0.128318511945358
"DGLUCY",0.88257612486793,0.716450154236241
"PLEK",0.882164218372218,0.047100477231259
"VWA1",0.877169838435249,0.424227987721938
"SERPINH1",0.872345420637069,0.140823585371237
"C4BPB",0.872206459077801,0.078041077839558
"APOL1",0.871887024461268,0.391402175209589
"ASPA",0.868948438032444,0.0709623793217767
