"Gene_Symbol","logFC","adjPval"
"PRKAR2B",0.577108506564716,0.937061209680949
"CTNNA2",0.576167708142435,0.905900333526039
"PIK3CA",0.574617311116008,0.822136144276097
"P2RY1",0.574366222685124,1
"KRIT1",0.573505483064233,0.676898127907858
"GTF2H1",0.572146619679088,0.991752656172465
"ATP2B2",0.567194776373599,0.717016545217162
"ATP2B4",0.562014804139524,0.830996643378108
"DFFA",0.558013745868696,0.894705679931197
"PDE3B",0.556531399459302,0.822136144276097
"MPHOSPH9",0.55554719513261,0.822136144276097
"RPP30",0.551466492525461,0.900211663160803
"IFT88",0.551389100753901,0.851618065544163
"FADD",0.550978574615961,0.822136144276097
"MLH3",0.550625643973546,0.859692995548483
"MTM1",0.55031797711335,0.978253672826506
"SNX1",0.550041595773559,0.829461744804087
"RNF4",0.549354332876375,0.623175200222288
"DDX1",0.549011509047443,0.822136144276097
"PPP2R5C",0.547640203156868,0.689610089693376
"LRP8",0.547008906980977,0.614317272571736
"MEIS1",0.546383556210117,0.932174638359683
"PCBD1",0.545909656437005,0.764623668886108
"NEDD9",0.545858722364587,0.55157744474327
"MGST1",0.543611440666473,0.693511953539128
"TCEB1",0.540970159155088,0.822136144276097
"TATDN2",0.540899619944764,0.887958796980673
"NMT1",0.540414127840507,0.768072115833106
"LAMC1",0.540087832877417,0.928162338551663
"CLTA",0.539292947362549,0.816200540203761
"MAL",0.538230957547695,0.591505665350923
"EIF2S1",0.537188401802457,0.950649076432901
"TAF4B",0.536713348931793,0.535238742962834
"SHMT2",0.536569620540253,0.683977630336106
"NPC2",0.535915766240714,0.400904224984759
"CLK2",0.535722245624155,0.999251700295789
"GSTM3",0.535401518167047,0.764623668886108
"USP8",0.534887153528796,0.916249424022854
"MSH3",0.534328805359971,0.923583118611105
"BCL6",0.534144439510913,0.573708654836392
"ACP1",0.531228566594706,0.784939338337346
"PFKP",0.529073027347319,0.764948601948762
"SP100",0.52555575352333,1
"CTNND2",0.520445931921067,0.298001192210937
"MDM4",0.520302097939754,0.934524529773803
"ARHGEF2",0.51926821705102,0.59028662376408
"IL11RA",0.518944693954833,0.910419587657426
"RAD23A",0.518670157389512,0.767523205048551
"MLLT11",0.518135852313796,0.78911782281189
"SOX9",0.516861714943888,0.686916834205592
"RPLP1",0.515362665524129,0.495073761664864
"ITPR1",0.514800259233755,0.977804821396804
"OXTR",0.514332836778435,1
"NPR2",0.513760995472478,0.822136144276097
"TCEA1",0.511412449495683,0.829980025774353
"INPP5A",0.511094351390256,0.964612148114593
"NCKAP1L",0.510493738536419,1
"PTPRD",0.506832406071304,0.717016545217162
"C1S",0.506040500908541,0.545579226592134
