"ID","Description","NES","pvalue","p.adjust","setSize","core_enrichment"
"R-HSA-983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC",1.84182586879592,0.00163223228720023,0.0198052827129554,26,"3107/3106/3105/6891/6890/6892/51752/567"
"R-HSA-195258","RHO GTPase Effectors",1.55289380891824,0.00164345275687521,0.0198052827129554,179,"6280/6279/10788/1536/999/8826/4629/10095/1535/2316/5347/5580/10092/2810/9735/4627/752/10398/4637/644150/84617/1730/5216/7280/3071/1781/30851/10097/103910/5880/8976/1495/7454/10109/3688/54820/10096/10382/2885/347733/3798/60/6242/4659/79784/4690/84790/5501/10093/9183/5905/55920/10381/10094/23380/4660/64130/5062/23002/3985/9793/9184/94274/4771/1783/85236/89953/57122/5594/8655/51143/1072/6093/23028/5903/4928/3799/348995/1778/23433/10726"
"R-HSA-936837","Ion transport by P-type ATPases",-1.81656044568494,0.00166829190527099,0.0199015428295459,31,"10079/476/493/816/10396/53822/23400/818/481/477/492/53826/478/482/491"
"R-HSA-8949664","Processing of SMDT1",-1.91851837152581,0.00182653558763878,0.021571385290014,13,"9512/79568/11331/55486/30968/10730/5245/10367/90550/6687/10939/286097"
"R-HSA-446652","Interleukin-1 family signaling",1.67967345969078,0.0021516042505202,0.0251588576224193,99,"6288/1511/5777/5699/5696/5721/5720/834/79792/4792/3606/5782/5698/240/6285"
"R-HSA-877300","Interferon gamma signaling",1.77461405354546,0.00220000634198821,0.0254726224498831,54,"3123/3107/3106/3127/10437/2634/3105/3122/3383/2633/5777/567/2209/5580/6672/5770/3113/5371/4939"
"R-HSA-2022857","Keratan sulfate degradation",1.81779307688324,0.00265678399618916,0.0304627368883437,11,"4060/4969/5549/4958/2331/3074/2720/176"
"R-HSA-8978868","Fatty acid metabolism",-1.50224305529435,0.00271934971097973,0.0308803077756449,114,"84129/2053/1384/23597/1376/79966/35/6785/1622/80724/5095/7923/1374/5445/5096/23600/23305/84869/51102/1632/4594/5538/22949/8644/10455/26063/117145/414149/84693/26027"
"R-HSA-8964539","Glutamate and glutamine metabolism",-1.87734205608742,0.00281847914318567,0.0317011796962122,13,"2746/2752/2744/2806/27165/29920"
"R-HSA-375165","NCAM signaling for neurite out-growth",1.73163175720094,0.00304293611806162,0.0339029014663281,39,"6708/1293/6710/1291/1292/1281/1290/1280/50509"
"R-HSA-1362409","Mitochondrial iron-sulfur cluster biogenesis",-1.87943683346117,0.00317622894730961,0.0348704184457459,11,"122961/2395/51218/9054/81689/57128/23479"
